ax,ay,az,gx,gy,gz
-4764,-17608,-8888,-7915,-12702.0,-1846
-800,-19168,388,1935,3621.0,139
1832,-18308,-5104,76,410.0,-1446
1836,-13716,-3432,1632,7415.0,2957
1880,-9716,3588,5255,2475.0,-1340
648,-16816,1024,538,1458.0,-1637
1468,-15176,3820,-1999,-2082.0,-652
1876,-12776,3692,-6215,-4564.0,1887
-1272,-9360,-2036,-8997,375.0,2458
-432,-19560,-5060,-7067,-2610.0,-2961
1064,-18236,-6952,-3590,1053.0,-2601
1576,-17048,-8812,2469,1330.0,1153
4324,-17104,-11796,2956,-7309.0,-5349
96,-17528,-5772,4914,1856.0,-4676
948,-18932,-3952,4086,2462.0,-7074
6692,-21068,4360,5089,4865.0,2292
4052,-12644,776,193,-697.0,-3049
4380,-18340,6952,-7855,1750.0,3350
1384,-20756,-4024,-3361,3330.0,1830
1212,-17532,-6604,-5166,70.0,1668
1000,-18168,-5540,-3482,2423.0,4281
-264,-15452,-6860,995,4862.0,1901
-1096,-12268,-2340,7968,6552.0,-2480
2168,-11668,2564,8394,6918.0,-2421
2896,-16640,5328,-955,-4260.0,782
-1380,-17268,-7856,187,-6681.0,8329
-4912,-17692,-2856,2106,-8428.0,2220
-4644,-19692,-3076,3054,-799.0,-1541
-4900,-14320,-5332,3483,9885.0,-7745
-544,-9804,-1124,6928,8743.0,-7044
2000,-13848,6028,798,9975.0,-815
2832,-16196,5396,-147,3096.0,1206
2516,-17704,1460,-7293,-2125.0,-1562
3748,-12596,2936,-4627,2319.0,913
3236,-15808,-152,-661,-2702.0,1187
3668,-14100,1968,760,-4253.0,1123
-492,-6348,3096,-10776,-9658.0,5065
316,-11068,-2780,2626,4547.0,-3019
1768,-13488,6036,2033,-4767.0,-2380
3420,-15768,216,2099,-933.0,-2555
4180,-15708,400,-1058,-4472.0,-2620
3668,-14628,-3164,-5434,-4435.0,-3511
6704,-14156,-4136,-4107,-1256.0,-1858
5088,-17884,-3940,-2045,2529.0,1982
5724,-14644,-3376,-737,189.0,1948
3908,-14720,-2936,-881,-1273.0,2507
2672,-10316,-1124,-354,-672.0,3641
-616,-13548,-9624,2291,4418.0,7883
-956,-17904,-4984,-5322,-5937.0,6128
-2472,-15816,-6004,4239,4224.0,-1239
1548,-16944,-496,4369,-12159.0,-5321
4204,-14420,4896,1954,2510.0,-1164
3964,-14012,1872,-1416,-3742.0,2871
4516,-11636,4300,-6124,-1175.0,3125
-232,-12724,-1268,-2773,-4749.0,1914
28,-18000,-772,-4117,-818.0,2978
-1032,-19808,-1876,-210,-1309.0,-6859
2568,-19200,76,3048,-3301.0,-6169
7156,-16156,7564,990,2203.0,-3637
8940,-12104,3712,-1651,-2949.0,1104
