ax,ay,az,gx,gy,gz
-408,-29432,24020,-8432,-8068,-25138
1552,-18516,-11384,-20167,-13003,-27151
2608,-4252,-2916,18167,4429,-32532
12724,-9508,-7476,26080,-24475,-9745
12448,-7404,-9412,12417,20480,10618
11408,-14948,-5612,-530,14315,22591
5756,-19256,-3620,-8580,31691,5154
3880,-9212,-1832,-6081,8427,6923
6412,-27032,5824,1255,-4333,-439
6724,-16760,-5604,-3003,-3776,-8148
940,-3280,2168,-6498,9995,-9913
14392,-22296,-1480,3042,-21386,6576
7176,-14372,-10420,-5419,18653,-6474
1824,4872,2928,-9253,21848,21124
-412,-32768,-2408,2059,-1661,8899
4496,-19296,-1224,-19419,-29146,-32768
-856,-636,-1836,-1699,20681,-31856
15140,4500,7996,16650,-3371,20214
-2348,-7352,3208,26207,13949,32767
-7352,-32768,4560,27908,-32768,28856
-252,-26952,5780,-15714,1151,-12386
164,-17916,-24340,-32768,5936,2078
7576,-1808,7208,-32768,14019,-5653
13248,-572,4308,-3931,6533,20686
5040,-30132,10728,21667,-19657,32767
2776,-18812,-7016,-12686,-32768,-19713
6784,-9348,-9280,-7589,-769,-9724
8920,-6920,2080,-2972,8169,6959
3712,-22724,-4660,6208,-1997,11564
11788,-19064,-6136,-14157,3847,-7648
6984,-1084,-12564,-20002,-5819,-25466
26268,-14000,-19920,-4705,32767,5001
9832,-2368,4312,32767,-32768,26819
6092,-13048,-1468,20711,32767,20818
4832,-26168,6940,-421,-9793,9274
2812,-18140,4384,-10472,197,-10817
4036,-10420,-1572,293,-8464,-2831
8020,-19236,-216,2720,1931,3089
8868,-17196,-6268,-1765,-8771,-10497
8532,-9072,-13920,-18604,1986,-9177
12452,-1808,-476,-29310,-1153,1539
14840,-1308,9888,15407,18927,10713
5036,-12324,-7576,18197,7600,15226
14340,-30452,8540,-1860,-9034,10975
12472,-16384,-10864,-21401,-553,-23385
7336,-3088,-9604,-15027,496,-15961
7880,6096,11916,17092,30492,10360
5372,-9732,2260,26785,-6494,26803
13972,-23448,11792,21771,-23161,14603
11712,-24752,-13440,-10073,-26453,-10954
6096,-8964,-10244,-32768,16277,-11893
10264,-5340,11008,-32768,7295,9966
15652,-6568,9412,-8683,1870,19273
2756,-7376,-8980,10627,-13376,32767
-2072,-19088,-832,430,32767,25087
1828,-32768,4352,-674,-13013,-4838
2524,-23708,-4840,-11277,-13705,-32768
-2732,-1724,-10564,13479,-14052,-32768
18832,744,-732,10687,-3756,-7333
12584,-1784,-3888,10390,-1179,6219
6020,-6008,-9380,6915,12506,18673
4232,-9128,-10400,7940,32767,32767
-652,-32768,25952,-5051,19046,-11940
-208,-18220,-5132,-4196,-27541,-32768
4480,2408,1648,-4320,-6134,-28090
11076,156,-12140,5069,-18226,13284
3928,-9376,7088,14932,14863,21924
-600,-22296,2772,32767,-12612,32767
1768,-27240,-10492,18592,-29160,-6077
1732,-15196,7720,-13512,18662,-11211
1372,-26544,-16532,-22831,-17122,-2962
-2132,-13720,-9060,-32768,19635,-27129
4616,-15044,20980,-31574,32767,-674
5088,-6040,-5456,13596,-1773,17190
2732,-12936,5776,13282,-4403,32767
3560,-31848,5704,15515,11719,32767
4988,-29000,4272,-1461,-15613,-15816
1972,-16216,-4536,-29323,-8115,-22290
4208,-13648,7536,7756,14309,-9507
6576,-8068,484,15221,-32768,14119
3512,-5248,-17996,-4432,32767,20177
9964,-27644,-13284,-26150,32767,9311
10148,-17600,4464,6935,-30147,-28686
2208,-7960,-12108,10503,-2775,-32768
7932,-5176,-8364,27008,-7354,-28929
8860,-372,-12652,17180,6519,-6730
6332,-5500,-24432,-9962,6060,12339
6700,-4524,-8292,-20054,11514,18377
5020,-14020,-488,3456,32767,27533
480,-24724,11440,8272,25045,32767
-1860,-32768,9260,-108,-4298,-8849
1676,-19820,5636,11037,-22722,-32768
6144,2616,-6728,-2758,-12405,-25653
15856,-5184,19612,-14208,30175,5461
5548,-21932,-12440,14732,-25823,22897
4952,-21764,10136,8124,23092,32767
12188,-17032,-6396,-3312,-27397,-13057
8020,-7056,-6056,-10159,4020,-6683
6988,-8688,-9596,5751,3098,5286
-228,-19256,7072,9736,17416,10567
2976,-21596,3580,-7583,-3650,-8174
8016,-10900,-3180,-7847,-4362,31
8944,-11304,-4396,6751,1958,4493
6880,-16344,-1812,4907,3605,4106
-1744,-27456,12420,-13313,4481,-17625
3080,-17704,260,-5116,-2140,-12745
7572,-1580,4,2882,-878,4185
12072,-18076,-7236,903,3133,4064
