ax,ay,az,gx,gy,gz
4432,-12188,-516,-9917,8689,-3380
4548,-6240,-72,6694,-6229,-2549
-252,11552,11444,-164,9803,5368
-4364,11048,6636,-12256,-14595,-9483
7328,25096,6460,-12335,-16672,-1597
3932,4828,-10868,-770,1710,-12194
3116,32767,5904,24712,10090,7544
4820,17552,6352,-163,12640,3401
-1312,1428,10360,-5532,-8258,7616
17888,32767,14208,-19991,-8329,-3544
-388,9032,-8624,-12539,-8534,1498
3348,25524,-876,21255,15354,-4217
3048,20768,-48,13121,14858,-3283
-2064,6340,8072,6702,21458,6039
8324,26200,-3652,-7440,16111,-3150
1948,11532,-5636,-2366,18808,3599
-13436,18240,5552,6037,32767,3773
-1988,20192,7936,14805,5179,-1161
-656,13240,5772,1481,12551,6245
4588,24468,1704,-7692,-7726,-2080
6808,20808,7724,-11785,-8598,5181
4660,5144,-13964,7077,12486,-3509
484,30744,11820,23634,14950,1638
5432,19360,8640,2009,12788,476
-76,504,8392,-2467,940,9632
12824,27372,15456,-8095,-2166,621
1452,2416,-7332,-3284,-1174,-1609
2312,26284,912,16929,19522,1386
3768,19584,10416,2936,7340,1314
2668,1616,11804,-4194,-13228,-948
11656,29268,17640,-21697,-6238,-5120
2128,13584,-8472,-7145,-16893,-8476
2720,27416,-3100,17475,19201,6421
7704,19444,-156,4599,6225,3891
-248,352,12492,5086,266,3047
11816,25832,9620,-14529,3722,-5909
-1048,14188,-6532,-14298,-16366,1114
3672,6820,-13292,7280,12371,-4461
6888,29212,5804,15354,6362,-360
-2124,3580,9872,-469,7463,10689
7648,29332,9384,-7899,-7541,-10810
-844,13964,392,-11602,-12825,1892
1912,3904,-7480,-1970,-11129,-7633
11240,29996,18816,9801,11788,-6028
1052,9580,5584,-4691,-11919,10155
-6624,3976,2816,-10057,-20556,-5086
17560,30516,4204,-15985,-21059,-6127
592,10160,-1180,-10863,-16899,-6219
6548,19704,-3684,3008,-4449,-6045
8424,24692,7828,12163,-1780,6761
316,11288,10056,-3595,-1450,-362
928,22316,2196,-13002,-29426,-8923
1660,20152,-1984,-14263,-22001,4209
3852,5240,-10256,-2878,386,-9250
1384,32767,5780,24577,15205,4404
3104,13688,9248,2294,6833,1442
-432,3180,7928,-7492,-3411,4239
10184,28980,9512,-15853,-13164,4375
1696,4836,-6900,-5228,-6404,-1854
3476,32767,3040,24812,14720,-4661
6620,19804,1712,9322,20336,-4862
-1400,1480,14008,-2378,343,5307
9332,32767,14368,-20601,-14562,-3634
1988,11976,-7324,-12017,-11330,-697
-3648,16344,-4924,17469,14963,-7507
11248,26608,1680,12146,14774,-5672
-5604,4500,17160,-8303,6840,8062
11468,29932,9528,-20050,-19722,-8263
672,13232,-6312,-11634,-13135,4413
1768,6128,-10896,7402,7985,-4381
2932,32767,1596,21018,15473,-1168
-1536,12008,5160,1770,21203,1663
1356,14024,16808,-2560,-5261,-1853
11884,19712,-5360,-5310,2437,5673
-1216,4748,-6548,530,13625,-1033
-14496,32268,5404,15422,32767,2688
-1964,15556,7352,15584,15823,-1298
-1836,16700,2464,-5436,24417,1669
-2468,11728,9620,-3093,5969,148
10188,23852,11656,-8687,-8778,6719
2576,9864,-5068,-3437,-10155,2580
404,12428,-9416,13495,18651,-3287
2104,27796,6976,11820,21853,-1950
1684,6172,12128,711,5267,7027
9508,29296,2996,-9549,10804,-5831
220,16580,-5588,-12383,-15385,7417
-248,11872,-7872,18893,15482,-4498
-344,24260,7296,9763,17024,1878
236,11052,7748,2363,8124,-394
2492,16872,4032,-9038,-5933,-12190
1500,19148,-112,-12078,-19737,1639
5176,-12,-14852,-842,7853,-5290
4372,31444,7788,13670,4698,4303
-572,7980,13632,-2676,-2554,5479
8900,24456,-1412,-13343,-7967,-12333
-2176,14860,-5980,-13945,-13329,6230
2532,652,-16712,6295,10155,-6489
5956,32767,6924,14923,5800,-1718
-1000,7032,13456,1759,7716,9254
-252,26564,9348,-8825,-10011,-19553
-3240,18004,-4232,-12047,-18630,7935
516,180,-5576,-4148,-17086,-4586
18488,29920,12444,12987,-2911,-8331
3360,11052,2064,1201,-1608,6658
-1584,6608,7672,-4762,-16778,4888
13060,16848,-5104,-19092,-16435,8229
4992,12248,-24,-8833,-20231,14045
10232,14724,-8816,-2887,-21110,9860
12532,13528,-4344,-2406,-7187,4341
7164,5372,-5676,-5436,-674,5552
11140,10460,-5368,-4792,-2708,-2113
16372,14572,-3668,-6153,-1493,-4476
11308,9956,1184,-1811,1822,154
9488,7548,-7800,-3816,-9565,2476
12408,17304,-5484,260,-823,-4198
6216,13364,-6788,4666,13332,-2877
8348,13152,-5760,5981,11330,-3637
7604,15084,1104,3498,9567,100
11024,11256,-1232,-1179,6398,-2055
10404,13500,2892,347,2681,-837
9564,11852,2836,230,830,-442
10028,13360,-32,-1778,-4073,-1114
9440,14068,-296,-2357,739,-457
8740,12180,424,-1735,6065,-1211
8984,13596,676,-244,2033,-669
9672,13740,1500,-451,925,-433
9032,13052,-1288,-678,-415,148
8972,13632,-892,-1046,1462,-499
9408,14084,1644,-743,-102,-315
13700,24472,1224,-13016,-12518,-8136
8756,21884,-3708,-4642,-29653,226
2036,13604,-4896,-872,-3614,-1298
4356,27732,-10220,5082,-12690,7448
-3580,6440,17456,-6092,-15265,446
13544,28656,12108,-14583,-208,-5177
5064,5936,-13656,7444,7724,-9084
3476,27932,5040,14704,7872,3974
1344,4872,17624,-140,-5611,2415
8452,31604,3276,-8057,12016,-3096
-156,5716,-11932,-3900,-305,-4462
11792,32767,14676,25131,4778,-3021
1980,14804,4000,4548,10205,7490
8952,18660,-5476,-10686,-2062,-24581
4100,18024,4584,-16334,-9678,6957
632,-436,-8576,4868,-1179,-2559
7180,28296,-1208,14611,9208,807
1572,6968,12172,2851,-771,12124
14912,27088,-2728,-5363,20192,-2484
3496,13416,-2452,-2653,21529,373
-8820,8620,2048,7406,17891,5300
-4540,21716,10080,6381,22674,3804
-3892,13944,3996,2803,17265,4543
4292,10824,7472,840,18991,478
7380,24824,-2012,-7979,1871,5415
-2076,5516,-4880,14163,24045,218
152,32767,1112,10690,10734,-854
-4176,3236,14812,2526,-2864,17825
6536,26084,6448,-3538,11099,985
-440,7564,-15668,-9752,-12401,3226
-4788,32767,7168,27449,21128,-1578
1140,16408,11228,-1889,-4913,8105
-740,20732,516,-9026,-4087,-13024
3304,23120,-3308,-15460,-20824,4088
4016,-1724,-12740,6030,7933,-2865
10412,30068,8296,3711,13489,-1663
-4048,-408,14460,2212,-8272,13430
10312,28116,3936,-7957,5320,-1383
-1304,16608,-9916,-12837,-19578,4879
448,13616,-4728,13259,3091,1931
8472,24840,6228,9696,7090,1985
-6368,368,17260,-411,-18193,16257
14348,29516,6496,-19427,-4356,-5750
-160,16332,-4372,-14747,-21392,2164
1172,16324,3928,8682,-12119,-1099
13208,24524,-28,3757,-9291,-1217
-5884,8160,9856,-5833,-16971,9444
7300,26748,-2368,-11470,-17955,-17962
3172,16520,1532,-16916,-11818,-4900
2716,5088,-8588,1081,-8128,-2472
5460,26620,4900,5429,-533,424
-564,13960,7036,4418,319,2572
8096,27984,-6616,-3603,-11437,-7605
1460,21972,-1656,-18554,-20643,3848
6076,4372,-9164,9773,7768,-5319
1516,32767,6260,10853,10604,-2253
-2076,5808,9220,-794,9441,13861
13072,28500,1052,-9123,6090,-7092
820,15116,-1116,-9413,-15686,2030
3404,-224,-4564,1200,7194,-1979
5884,32767,2124,11252,12017,-2958
