ax,ay,az,gx,gy,gz
10700,-12640.0,228,-5181,3925,21
4324,-5560.0,5448,6563,2533,13041
3216,-11572.0,3500,1057,-4809,-4253
10428,-16020.0,6420,-11621,-1848,-11278
3408,-13624.0,3564,-10402,14889,-8680
5780,-13416.0,6052,945,-10424,10945
6272,-17104.0,7612,10259,4171,7679
8092,-16708.0,6472,8569,-10194,4243
7816,-12436.0,2992,-15322,2320,-13040
7664,-13924.0,5356,-10916,4537,-1482
3740,-14868.0,2432,9359,-4810,7413
8808,-17284.0,11004,17143,-12099,9545
8468,-13392.0,3116,-2471,9735,-8265
9372,-14416.0,9144,-18418,-4263,-11363
8836,-11180.0,6192,-5844,6646,826
6156,-14492.0,2944,9144,-6351,9958
6076,-15448.0,11220,15501,113,10432
8700,-14184.0,4748,1947,-5225,1135
10168,-15764.0,7696,-22711,3972,-12041
4588,-15076.0,4356,-9452,13431,-6293
5664,-12996.0,4040,12634,-8333,14425
5968,-15472.0,11644,14134,-8872,13371
8328,-10488.0,1372,-19954,-204,-10365
6728,-17220.0,4112,-2483,10225,-3177
1268,-11176.0,5096,11573,3708,10071
4760,-19140.0,10256,15028,-22374,13461
7176,-14600.0,2872,-6324,8188,-10640
6472,-15788.0,6824,-8050,11402,791
1296,-11856.0,6036,9607,-3018,11323
7372,-22360.0,5812,16044,-13979,6613
4256,-11200.0,4340,-12927,11368,-12222
8880,-14096.0,5932,-15851,-13,-11490
4976,-12840.0,2616,3525,-641,11228
2676,-11640.0,9672,16500,44,16192
6984,-28940.0,5564,13,-17066,2556
7952,-12040.0,4624,-11510,2265,-7047
5712,-19736.0,4636,9729,-3646,15198
608,-13148.0,11840,14544,-12091,17296
8472,-22484.0,-2064,-2150,-6533,354
12176,-17028.0,-248,8275,2289,8909
5920,-17644.0,3760,11675,-13427,10236
6580,-18308.0,5876,-16672,12094,-8384
6884,-11904.0,1312,-12578,914,-13413
8848,-10336.0,2992,-398,6877,3590
6012,-18768.0,4508,14473,673,12670
5556,-14056.0,10420,17379,-12887,8547
13236,-13812.0,4260,-25739,3510,-12035
5996,-6936.0,4200,-7882,15700,-3296
9360,-18704.0,5352,8959,-2867,16391
5144,-14192.0,7952,19922,2440,16221
4488,-11304.0,5884,2966,-3219,3553
6136,-19964.0,12680,-28582,6861,-15663
4524,-10080.0,2056,-16166,3734,-17191
9876,-17156.0,5568,-4189,-498,6379
2524,-16352.0,6312,24499,-16635,11843
8616,-14940.0,1692,-9151,13175,-4495
3688,-14812.0,8700,8091,-289,13224
2652,-14016.0,7516,18443,-17123,16188
8412,-20596.0,8572,-198,-9184,4112
5548,-13812.0,6016,-25203,9481,-14453
11256,-18444.0,3176,7797,-7253,19815
6476,-22748.0,7216,-25418,13772,-8703
12716,-7324.0,2308,-3877,-4617,1610
9964,-14048.0,-3672,19301,12785,7577
3224,-12188.0,11972,18433,-12579,13468
7492,-20600.0,9068,-11623,6674,-2337
9360,-18384.0,464,8173,-1727,11674
3120,-12524.0,10264,20744,-4988,9034
6832,-14524.0,7772,4794,-4176,3407
7468,-18540.0,6820,-20664,9146,-6980
6172,-11164.0,3160,-12221,-163,-14420
12516,-11820.0,2372,-17,-3468,4357
6120,-15136.0,6696,16185,14661,8830
4036,-12648.0,5856,18764,-11805,13341
7056,-16684.0,16968,-15371,1580,-5413
6484,-13376.0,4896,-32281,-3868,-17363
16440,-13056.0,-10852,12276,-1871,6425
2836,-10976.0,10444,18898,23616,12068
5812,-20448.0,12308,-8567,924,-9156
11048,-6656.0,2100,-6676,1275,-6685
10456,-15592.0,3784,6219,2120,14132
6216,-12824.0,11308,15095,-7389,16667
8092,-11108.0,488,-15884,-618,-6247
9652,-11896.0,2248,-3440,9298,-2883
7908,-16692.0,6616,10935,9300,6627
2828,-10856.0,11644,12886,919,12857
2468,-10160.0,9852,3163,-7032,4331
7088,-24304.0,10092,-18389,11620,-4047
3676,-14216.0,6452,-15214,-1254,-18759
6632,-11032.0,1172,-4275,5510,-9946
9856,-13312.0,5992,10762,-4027,11220
4376,-7716.0,8688,15946,15042,7396
7312,-13440.0,9912,-10980,15160,17724
7700,-17044.0,12340,-12265,9479,-12600
6252,-9248.0,3352,-15971,-17861,-12521
6784,-10888.0,7560,-4643,17377,-8460
1448,-12792.0,10040,21704,-7148,13415
5328,-13808.0,900,11012,-22234,12779
9140,-21900.0,5816,-15306,14447,-5806
4464,-13876.0,5276,-20891,14663,-19344
5988,-10916.0,5352,-14413,9646,-8783
4588,-12172.0,4568,6461,-11252,3950
10072,-22368.0,4684,-14274,6614,-12115
5708,-11596.0,4396,-16143,10569,-13620
8596,-22172.0,9820,6774,-4401,21006
