ax,ay,az,gx,gy,gz
6300,-14476,2048,1244,-327,-232
8460,-14064,1828,-332,1317,-209
6008,-16872,2036,-2429,446,3347
7060,-16376,-1740,556,4832,1661
5892,-14208,-276,313,-332,2206
6296,-16384,1748,288,-110,-1110
3788,-18888,1872,-1896,-1518,1612
216,-16524,-1364,-1615,-4828,-541
2128,-15212,3276,-874,1256,1505
1984,-17300,1100,-1208,8762,1779
3140,-18628,192,-2975,7426,1892
1848,-14168,-5792,-2009,3154,553
3576,-16748,1004,-1626,8254,1688
3964,-15036,-2244,-2653,637,-640
3580,-17260,-1200,-2252,5012,-778
2876,-15260,-3288,3193,-3581,-1239
1096,-19340,-424,6257,-11021,-7670
2060,-14848,-1564,1304,133,1036
3644,-17248,1480,-605,6038,2011
4436,-16144,2672,-2976,4018,-718
4772,-16084,1156,-1354,6582,1090
3032,-15040,-2760,-1714,1281,952
4952,-16060,452,-1553,668,1067
5272,-15320,-884,-1361,576,-653
4636,-16044,-1236,-360,-2089,-899
3540,-17784,-332,-167,-1233,85
528,-17080,100,-619,-5729,-15
2648,-15352,2472,111,-334,119
3212,-16836,712,-1076,2508,83
3736,-18928,-1028,-2164,521,-640
916,-14548,-2684,-157,-4718,-2114
5160,-16872,-56,1135,-2971,-596
4632,-15312,-712,-274,-8683,-1139
4340,-16956,-1380,1848,-9427,-2369
2612,-16768,268,1446,-12720,-3560
3616,-14716,1012,2362,-11414,-2147
3220,-16244,-268,4214,-11459,380
2292,-16056,2644,2958,-12492,5620
-1432,-19208,-348,2040,-12241,735
32,-16080,592,-2245,-7075,-2754
1668,-16004,2340,-461,73,-1445
2628,-13400,460,-1724,-6412,3325
1112,-18948,-1036,126,-8549,-148
1088,-15764,-2512,-2548,-10032,-2187
2092,-15248,-804,-2160,-12630,154
2616,-16504,-904,2827,-6587,-2000
2688,-18356,-544,4632,-2569,-962
-5764,-17560,-5200,1040,-2671,-3409
2092,-16040,864,-3720,1456,3861
612,-14968,-156,-3019,5077,4266
1720,-18524,3508,-3581,8872,669
156,-16052,-2564,-664,-2470,-2236
3016,-16592,-1736,4328,1277,-142
3156,-17008,1972,-1061,-6184,63
1948,-16132,-432,1097,-8224,-1881
1392,-18904,-996,1160,1058,372
-1988,-14340,5856,-974,-13507,-2526
2372,-14584,-880,2587,2533,-1240
1848,-16104,160,-2079,-3117,2654
1984,-16836,3432,-1968,7178,1445
1532,-17624,144,-3509,594,735
3060,-17152,-4172,663,2473,-630
3136,-16284,936,-1611,715,327
3084,-15928,-2288,-1203,-3678,-1669
2016,-22484,-4644,1419,8028,1206
-508,-14464,1552,4383,-4186,-3383
1708,-16056,-5512,4068,-3020,-2772
2220,-14476,1588,-1828,-1625,999
3572,-17340,1764,-2792,13571,1965
3688,-23464,-2688,-6816,11248,-99
2084,-11944,-5896,-2190,13668,-1068
2392,-14444,-2280,-881,10896,3602
5676,-15972,1832,-1486,6051,1800
2968,-15348,-5544,-4171,6173,3019
1540,-20264,-2552,-373,8250,2228
740,-12288,-1888,3036,-424,-3288
2424,-16488,-2888,5062,-5199,-3337
2760,-14864,1408,-8,-926,969
2904,-17352,224,-581,11055,720
3656,-17124,2912,-5539,1931,598
2352,-15812,-4548,-1253,10522,1307
3368,-15608,1452,-1883,-55,1489
3432,-16500,-888,-260,-2612,-1710
1648,-22956,-1728,1212,943,-3335
216,-13952,-296,895,-4914,-3602
2636,-15616,-1628,2145,-3109,1046
1300,-16004,2388,794,-7270,3294
768,-17624,760,-2111,-4656,91
3436,-19108,1820,211,1728,-3447
1524,-13016,-3724,2256,-9946,-3503
3828,-16316,3896,2023,-6124,3558
3164,-15456,2940,-607,-14212,645
-68,-19576,332,936,-17519,-2780
-1436,-16164,264,-3286,-17854,-2417
-372,-16328,2056,1326,-12704,-1430
-1300,-16788,788,1577,-15035,1872
-1356,-17988,1188,847,-12437,183
-1792,-16096,-296,-2271,-9228,-1244
-248,-16704,968,-2260,-577,-1942
368,-15456,-432,487,-9633,-356
1964,-15272,-1924,874,-3510,-1823
2444,-15772,-960,-1911,-8948,-1633
2496,-14972,-2676,477,-4026,-836
1696,-21600,-2064,2826,3079,-1418
60,-13520,-2084,-470,2293,-2670
2688,-16332,-3512,-1227,298,593
1504,-15056,2960,-1885,6106,4307
756,-17836,-184,-2572,8427,2978
292,-19580,-1020,-650,3050,-1392
-2828,-13380,-1944,-497,-12659,-3676
3268,-15972,-1844,2590,75,-464
3496,-15476,-12,-1910,-1748,-211
3812,-15596,-1124,-1469,-2675,-375
2092,-18916,1152,-2302,3227,3545
-2964,-15400,2004,-1599,-15470,-4401
1348,-15548,3384,3350,-3714,-1560
1032,-15828,-1440,2158,-10748,448
3376,-15624,3476,-288,4337,519
2920,-22664,396,-2174,2498,-1080
-612,-13560,-8372,-2973,-3891,-1857
2592,-15808,1900,-1926,2998,4365
3436,-15184,1204,-2918,-8198,-1535
2776,-15368,-4036,-710,1942,-53
44,-16668,584,4421,-1482,1407
708,-18952,380,3850,-15231,-4246
2432,-14132,2812,1792,-3201,-967
1680,-16520,-1136,930,4019,2194
3528,-20136,4956,-4367,6901,-809
-1088,-11672,-4812,-5501,-1535,-1873
4736,-15096,196,621,10982,6678
4444,-16312,2188,-1281,-2386,-962
2296,-15820,-4124,524,-848,-703
4052,-20540,3604,4616,6214,-1615
-960,-18100,112,1136,-4952,-2519
1704,-15392,1768,-3020,7610,3068
1792,-16224,-140,-1423,1542,1034
4144,-17004,4212,-3073,3910,-1099
3476,-20636,520,-1307,4990,-1641
108,-12348,-3132,-926,617,-2856
4612,-16376,2588,-2013,2575,3175
3952,-15764,292,-1556,-8796,10
3604,-17048,-2656,-258,-5526,-356
2224,-19372,176,4655,-16113,-3737
296,-16112,1340,3393,-11298,-5931
2728,-14976,3484,2427,-10129,2185
960,-17384,3696,2840,-14139,4787
-3112,-17140,1116,-650,-17747,4069
-2316,-17532,540,453,-10356,-4427
368,-16148,1596,-1362,-8210,-2443
2160,-16472,1052,-1099,-10973,2676
2748,-16260,-2576,491,-6645,-128
2844,-17196,1076,-199,-10969,-1006
3152,-15308,-88,-758,-6485,317
1260,-16580,-1840,1272,-13144,69
628,-17664,-1076,1495,-6600,-756
-1532,-16952,1076,479,-805,-5054
3640,-15084,3624,-2625,3105,744
2680,-17060,-412,-2222,2533,994
4212,-20828,-1384,-3940,744,-1800
88,-11088,-4396,-1962,-459,-2250
4896,-15316,-828,104,4400,3178
4224,-14988,-1416,-3880,-751,2172
4132,-15584,-3288,-1378,4515,1605
276,-18688,-844,1647,-4244,28
-812,-17712,-980,3478,-15096,-5045
2108,-15136,3624,2931,-3907,-2885
3868,-16528,364,-469,-1297,1117
3064,-20856,-2164,-3573,6837,2563
