ax,ay,az,gx,gy,gz
-508,-988,-1480,1017,-6481,-4265
19660,-32424,13800,-3154,32767,8097
-3044,-10172,1788,3171,-23707,-10310
508,-10940,2492,-7604,32767,17874
21712,-26324,21120,13088,-23216,-8077
-152,-10612,7560,21026,-32768,-24869
1900,-2968,-13648,-2492,-16569,4116
11820,-16704,10764,-15452,24083,16632
11584,-8016,6592,-1414,27610,795
15376,-17456,11020,13370,-23301,-1941
-11900,-7044,1760,-2583,-26997,-1809
5716,-25716,6268,-10926,32767,20626
10304,-17792,14304,14043,-32768,-15102
5568,-8456,5136,20447,-15869,-20740
3268,-8268,-6472,446,-17021,-2370
12764,-22204,12412,-19699,30064,20898
7296,-10476,4912,-12774,17933,12323
18292,-19128,15016,12865,-17999,-5657
-6456,-1904,-1852,464,-23696,5013
12752,-18044,10664,-12570,32767,11919
8556,-17988,6580,6074,-17089,-11324
-4188,-6488,-676,1316,-11965,-6301
9508,-17532,7704,-10666,30523,13004
11180,-16840,8072,866,-12925,-8953
3036,-8812,6204,-8825,-1725,-4174
5896,-4708,-652,-7075,-26732,12939
-2168,-22936,-5936,9086,-24677,24373
7144,-28272,-5360,18486,16527,-32768
7340,-15420,11184,25802,-24124,-32768
-5096,-4460,-9804,-25107,-16094,19774
17396,-27868,28480,-21988,32767,11138
12,-12516,576,-7814,-26037,18640
11572,-8288,8932,3334,10091,-5985
12824,-19260,8924,2385,-1178,-2734
3672,-8852,3100,505,-6420,241
8168,-10192,6512,-1132,7380,3785
10292,-19100,5268,-2511,-2518,-2631
-2016,-8016,828,-1926,12934,6751
18396,-18952,15508,105,20306,-5473
9160,-12132,24900,26694,-28075,-18641
-6548,-16568,6888,-1575,-32768,-25234
9636,-5480,-17440,-6490,21533,16648
-740,-15296,6876,-7952,18679,32767
9328,-30220,15608,-18726,32767,12393
8752,-22828,15500,22917,-32768,-11936
1268,-15236,7216,24733,-24663,-24410
9864,-15588,-2688,8447,-16019,-9364
9236,-22900,11764,-15129,20721,18887
5672,-11360,5296,-14433,5779,16613
23892,-15252,19140,623,5662,-3506
4064,-7012,2376,5123,-4588,-20
5696,-10144,6036,3870,-1791,2375
11216,-22400,9484,-3413,-1597,3965
5184,-7840,5264,245,-2914,-7935
11824,-18404,5744,1103,6586,-4795
1548,-7080,1808,-4704,-10721,12829
7072,-9784,10496,-554,18097,-1104
17888,-17792,18688,9507,-9754,-7079
1588,-10352,5016,20788,-31459,-27837
16240,-5256,-3624,-3125,-9863,8952
-2816,-14512,5828,-8788,13555,32767
17148,-26540,17756,-18952,32767,7894
6380,-15508,12568,14986,-32768,-17160
6764,-12764,12012,32767,-10462,-30071
7760,-11056,-13088,-796,-19717,11492
-2688,-26124,8348,-26255,30053,28990
