ax,ay,az,gx,gy,gz
-14408,-15768,-10620,-9319,-17591,-2254
-2724,-25596,1112,-8324,24082,2404
-7504,-22428,-3684,2992,-16755,-19917
6808,-23212,4032,21102,10699,-7735
6976,-7244,6476,9895,-8376,-4911
15496,-8800,11756,3859,15732,-3984
11648,-6896,9056,-6593,-8840,2057
6028,-12160,2744,10781,714,-21606
13496,-7476,12944,520,-8306,1200
12536,-7176,9536,2749,6586,-6545
13568,-8136,10284,-7733,8117,6003
5660,-9232,10940,-18606,-8070,15175
3336,-19520,-772,-15713,7507,5881
-5508,-24656,-2276,7437,-25270,11629
-6844,-26432,5792,17025,19912,-13127
-28,-12172,-5412,-4396,2680,-3145
-2296,-4324,1972,-103,2418,2294
-264,-24236,10752,-1528,15767,969
1720,-12048,5128,-9993,-618,4410
-14476,-32768,-6484,25602,-15736,11646
-7016,-22076,1328,4240,-10558,5973
-4092,-9360,3072,-6751,25049,-5535
184,-2172,132,4336,4736,-3043
3892,-24876,6236,9217,-13407,3688
584,-19476,5652,-2797,12215,-3152
608,-4352,2340,-5629,-16168,14528
-10468,-6148,-8576,-8201,5164,8329
-17176,-17528,15300,-15279,32767,-3125
-6260,-6316,-28744,5471,12179,-12302
4752,-20640,-5268,19540,-4637,-6375
8040,-6192,4476,18916,-2042,-7433
-11724,-32768,8532,-18036,-15993,-2819
6844,-28368,8124,16121,9420,-19745
3620,-12284,5496,19078,-4062,-11424
12864,-10300,14376,12293,-4830,-7050
11788,-5808,6784,-2478,1146,2315
12596,-8756,13256,-11661,9779,6731
6024,-13216,7516,-24286,584,12734
3296,-12132,11668,-15912,-3830,15837
-4356,-21908,-7612,11405,-11805,12789
-6028,-30628,6992,13491,8626,-10772
-120,-13440,-4896,-5300,17587,4299
-924,-4424,7448,-2361,3139,-4608
-852,-20992,-7572,1212,-4581,3962
-11772,-30328,-7200,8515,-5875,-20102
-1424,-5808,5664,6272,-21650,4027
-4124,-4164,1756,1881,24986,-9725
7660,-2776,6912,-6596,4978,-8888
2656,-14436,436,2451,5572,8950
