ax, ay, az, gx, gy, gz, temp
-15332,532,5048,4358,-21654,2660,268438473
-15744,840,6172,3870,-25696,2225,268438473
-14264,328,7280,1975,-29060,1763,268438473
-12200,32,8940,1741,-25431,-24,268438473
-10892,412,10168,2497,-22450,-66,268438473
-10432,1048,11332,3151,-21905,1472,268438473
-10464,1240,12544,2419,-21847,1766,268438473
-10280,1028,13080,1632,-21455,397,268438473
-9796,692,12952,898,-24234,-550,268438473
-6564,396,13456,875,-26101,-1498,268438473
-4580,424,14424,1420,-21681,-1759,268438473
-4452,864,15176,1250,-19824,-490,268438473
-5208,980,14924,761,-21089,1095,268438473
-2584,1108,16100,958,-22832,205,268438473
-924,696,16124,1076,-20065,390,268438473
-880,920,15020,2169,-22753,4402,268438473
312,1956,15720,2487,-24339,7294,268438473
1504,1556,16372,36,-21252,4674,268438473
2240,1480,16136,-474,-20193,1991,268438473
3496,1096,14888,687,-17985,1155,268438473
2692,1228,14716,1702,-19638,845,268438473
6148,1684,14580,829,-19289,189,268438473
6572,1148,13348,277,-15316,-8,268438473
5828,1220,12892,893,-17383,1173,268438473
9360,1844,13584,990,-17782,764,268438473
9332,1508,14072,486,-14977,-132,268438473
9132,1740,13416,446,-17422,222,268438473
10080,1376,12760,-110,-16720,907,268438473
10324,1280,11544,758,-19278,1599,268438473
12760,1508,11504,952,-18829,1215,268438473
12776,1752,11388,671,-15322,32,268438473
11980,2164,10564,529,-16484,206,268438473
13996,1844,9540,347,-19916,2850,268438473
15044,1152,7716,720,-17653,3161,268438473
15844,1356,6176,1740,-15609,1167,268438473
15304,1168,6316,2659,-16788,3492,268438473
17192,80,5436,3852,-22524,8969,268438473
15204,1320,5800,3756,-17128,6582,268438473
15224,1536,4908,2038,-15614,1820,268438473
16984,676,3500,408,-14424,857,268438473
17608,732,2508,960,-14093,2686,268438473
16756,512,1740,1446,-13862,3552,268438473
17548,768,1272,944,-13116,3992,268438473
16436,648,1204,-340,-10387,3028,268438473
16408,-372,-844,-1119,-9468,1403,268438473
16776,-328,-868,-770,-8328,97,268438473
17548,92,-468,-378,-7644,607,268438473
19184,96,-1204,-458,-4219,-185,268438473
18744,-420,-1600,-283,81,-672,268438473
19004,-612,-1548,375,4043,-1153,268438473
17500,-704,-1112,1868,9416,-1088,268438473
16740,-440,-528,2516,12923,-1045,268438473
15908,552,772,2555,15923,-1516,268438473
17408,816,1736,1826,20407,-4051,268438473
18456,528,3608,232,27042,-6019,268438473
15268,1160,4328,-403,29612,-4436,268438473
15000,2024,4708,-502,22766,-1698,268438473
17932,1300,6744,158,23703,-2540,268438473
15528,1792,8148,-568,29463,-3872,268438473
11080,1548,9036,-594,28569,-4772,268438473
9780,896,10932,-517,18975,-4727,268438473
13056,1764,11636,93,16223,-5026,268438473
13300,1444,12768,-345,20669,-7465,268438473
11404,1856,13156,-645,23118,-7698,268438473
8892,1820,12940,-1191,20021,-5272,268438473
7864,2040,13628,-1489,15856,-2951,268438473
7872,2220,14304,-1420,15503,-2985,268438473
7952,1928,13968,-668,19347,-5251,268438473
5640,2024,14716,342,21352,-5441,268438473
3960,2816,15252,-91,19127,-4454,268438473
3092,2796,14620,-1843,14295,-3304,268438473
3800,2216,15524,-2550,13504,-2672,268438473
1620,2428,15928,-1834,14464,-1909,268438473
708,3224,15528,-1562,11876,-809,268438473
1608,2336,16340,-2322,11253,-1467,268438473
1060,2192,16568,-2520,14371,-2316,268438473
-1032,2116,16092,-3044,16735,-3404,268438473
-2484,1168,14760,-2966,14122,-3054,268438473
-2512,1100,14936,-2159,11310,-1493,268438473
-2868,1648,15384,-1608,12184,-1735,268438473
-3436,1544,16120,-270,15267,-4048,268438473
-5236,1184,15028,479,16131,-4698,268438473
-6880,1236,14820,464,12720,-3883,268438473
-6768,1476,15628,508,10458,-3931,268438473
-6496,1752,15508,-416,11136,-5405,268438473
-7108,1652,15016,-671,13174,-5963,268438473
-8556,1408,14444,-401,11927,-5501,268438473
-7376,776,14144,-2278,7921,-4317,268438473
-6856,240,13500,-3157,8942,-3579,268438473
-7844,-568,12468,-1403,12262,-3522,268438473
-9780,-456,11204,-498,12279,-2487,268438473
-10120,-664,11028,-59,9640,-1311,268438473
-9312,-400,11688,566,9644,-995,268438473
-9624,500,11244,1912,11060,-846,268438473
-9976,-920,10252,1603,14135,537,268438473
-11524,-476,10876,1206,13469,1674,268438473
-11060,460,11164,-68,13473,1707,268438473
-12104,800,10256,-1864,15730,1174,268438473
-12628,384,9412,-3136,16605,-366,268438473
-14096,-132,7728,-3880,15404,-208,268438473
-14516,-560,6244,-4514,13419,718,268438473
-14116,-344,5900,-3400,13045,259,268438473
-13888,1104,5880,-3239,14710,-1284,268438473
-15336,24,4532,-4299,15861,-2263,268438473
-15916,-356,2912,-4608,12393,-2393,268438473
-14732,-580,2596,-3900,11739,-3602,268438473
-15256,-968,2400,-3576,11878,-4875,268438473
-14524,-1644,1612,-4214,11313,-5018,268438473
-14936,-2720,224,-3269,11310,-3992,268438473
-15532,-2728,-464,-1704,9191,-2641,268438473
-15424,-2172,-908,-1741,6486,-1478,268438473
-16716,-2816,-1920,-1642,2921,-592,268438473
-16108,-3156,-2172,-501,-285,-37,268438473
-15788,-3032,-1004,832,-3084,1352,268438473
-15896,-2348,-600,1447,-3528,1650,268438473
-16372,-2012,-748,1240,-7129,2636,268438473
-16260,-2140,-996,1143,-11349,2623,268438473
-16132,-1612,-304,1081,-18764,3916,268438473
-14928,-356,1436,-362,-26347,5151,268438473
-14600,-804,3768,-878,-27835,5069,268438473
-14416,-1028,5624,-236,-28753,4254,268438473
-13896,-816,6804,742,-29163,2891,268438473
-13036,180,8352,2172,-24959,2846,268438473
-12516,-112,9824,2117,-20650,2721,268438473
-12488,-628,9684,507,-24535,2842,268438473
-10756,-616,11668,1656,-28795,3150,268438473
-7820,1228,13388,3149,-30453,872,268438473
-7028,2040,12988,1603,-22664,664,268438473
-8436,648,13868,1188,-20397,2727,268438473
-7360,-360,13256,2052,-27935,2341,268438473
-3252,284,15008,3148,-28535,227,268438473
-2000,1436,14852,2977,-25605,-1168,268438473
-1560,1908,16604,1576,-21317,-150,268438473
-2580,2004,17880,2275,-19206,2144,268438473
-424,1492,16812,895,-25509,2863,268438473
2172,1324,15636,251,-22828,320,268438473
1972,1092,15564,1351,-15606,-1369,268438473
2812,1672,15212,2634,-16345,-615,268438473
4324,1492,15640,1350,-16041,7,268438473
5536,2212,16260,639,-16158,712,268438473
5756,2656,15040,-1260,-17016,283,268438473
6232,1828,14452,-1498,-18298,-949,268438473
6932,1344,14532,121,-16751,-1304,268438473
7192,1736,14080,1335,-14970,31,268438473
7136,1376,12968,1731,-15832,1191,268438473
9572,1280,11716,2214,-21897,764,268438473
12712,1656,10820,4867,-20478,77,268438473
10424,1684,12928,8829,-21386,2208,268438473
10180,1552,10372,7300,-22674,3152,268438473
12352,1576,8576,2234,-26374,2913,268438473
16708,1904,6560,1587,-22541,-422,268438473
15780,2244,7252,2090,-15131,-1709,268438473
16136,3008,7040,3117,-18907,1210,268438473
17660,3612,7120,1864,-16175,3521,268438473
16056,2572,6084,81,-11736,3806,268438473
15764,2284,4096,-638,-12478,1638,268438473
16144,1836,3916,-312,-12333,1304,268438473
17268,2204,3268,-112,-14265,3766,268438473
16456,1644,2784,-58,-12591,5089,268438473
14804,1600,2140,-327,-12273,3287,268438473
16200,1740,1908,-1069,-12577,2727,268438473
15876,1624,1336,-451,-11000,3023,268438473
16224,1664,-196,330,-11508,1688,268438473
16416,1112,-288,-277,-8709,1137,268438473
17432,624,-1372,-265,-8333,1472,268438473
18332,872,-2264,-80,-5037,235,268438473
19056,640,-2884,825,-2127,214,268438473
18520,520,-2340,1877,3510,816,268438473
17004,848,-744,2470,6051,1534,268438473
18028,176,-348,2499,8132,1477,268438473
18456,944,-88,2237,15345,1077,268438473
17460,272,-188,3523,17759,1372,268438473
16660,796,316,3415,18611,964,268438473
16896,-56,1724,1893,23382,42,268438473
17604,916,3704,450,28605,-2227,268438473
14860,576,5612,538,29461,-3281,268438473
13396,1656,6240,1301,21408,-2334,268438473
15336,1976,8840,1005,21106,-1845,268438473
14748,1612,11044,605,25951,-3138,268438473
12004,1808,11128,-278,28735,-5466,268438473
9372,1136,8988,-1157,20957,-5880,268438473
11236,448,11328,495,15674,-5682,268438473
11432,1464,14024,2587,18258,-4059,268438473
10048,2412,14044,2167,21663,-4585,268438473
7208,2844,13156,1812,21558,-5998,268438473
6692,2972,13852,1179,18317,-6172,268438473
6964,2808,15424,595,17879,-5513,268438473
6388,3452,15604,13,20558,-5397,268438473
4040,3240,14448,-646,19713,-4155,268438473
3100,2372,14552,-1880,16204,-2405,268438473
2348,2492,15768,-2531,14771,-2812,268438473
996,2404,15348,-3394,16291,-3254,268438473
484,2644,14852,-3500,16453,-2534,268438473
96,3304,16176,-1681,12932,-3011,268438473
68,3128,16368,-1825,13918,-2459,268438473
-296,2496,17140,-1426,13768,-2984,268438473
-1152,2100,16220,-2993,14014,-2699,268438473
-2372,1148,15972,-4118,15159,-3390,268438473
-3020,1012,16144,-1763,16279,-3931,268438473
-3840,1744,16180,-509,17197,-3533,268438473
-4896,1700,15456,-1844,17734,-3325,268438473
-6732,1252,14764,-1831,17652,-2828,268438473
-6920,1228,13944,-1779,16981,-2899,268438473
-7880,676,13728,-729,18358,-2884,268438473
-8992,1344,13600,207,18712,-2379,268438473
-9472,1888,12956,-1366,18946,-3271,268438473
-10544,596,11348,-2933,17265,-2823,268438473
-11344,184,10344,-3045,15442,-1680,268438473
-12232,-236,9208,-2717,15127,-1575,268438473
-12304,-336,8624,-2017,12195,-837,268438473
-12308,64,9040,-1570,11340,-570,268438473
-13452,116,8068,-1879,11204,-796,268438473
-13332,-724,7044,-2515,8355,-426,268438473
-12084,-1740,7792,-2198,6801,1049,268438473
-12388,-144,7824,-909,12570,961,268438473
-14752,748,6328,-1236,13106,-169,268438473
-15628,200,4720,-1993,12071,-1068,268438473
-15692,-944,4392,-295,10941,-730,268438473
-15868,-304,4552,740,10246,-108,268438473
-15364,-488,4820,382,11238,-1960,268438473
-15104,-792,4504,21,10892,-2748,268438473
-14708,-928,4032,-24,9987,-1589,268438473
-15020,-532,2988,-418,10370,-834,268438473
-16128,-136,2052,-544,9762,-1662,268438473
-16128,-420,1208,-1413,8362,-4101,268438473
-14560,-1792,320,-2097,5670,-4355,268438473
-14228,-2712,-760,-1017,4724,-2260,268438473
-15952,-2472,-1128,41,1979,244,268438473
-15260,-1176,704,1193,-867,-327,268438473
-13744,-1668,852,-702,1044,-1224,268438473
-14532,-2152,500,59,1898,303,268438473
-16760,-1828,4,773,1383,627,268438473
-16316,-1412,324,1091,291,86,268438473
-15172,-1104,1524,468,-300,-434,268438473
-16132,-1288,520,-897,675,217,268438473
-17084,-1408,-244,-520,-1554,748,268438473
-16564,-1412,-296,-623,-3872,187,268438473
-15552,-2132,-356,-683,-6062,403,268438473
-15708,-2628,-576,-283,-10643,1931,268438473
-15784,-1788,712,-304,-17248,3468,268438473
-16224,-1096,2104,-715,-24187,4292,268438473
-14892,-12,4284,-1550,-28786,4115,268438473
-13400,-976,6288,-1479,-27382,3259,268438473
-12268,-868,7484,-689,-25335,3820,268438473
-11984,-872,8624,516,-21581,3000,268438473
-12612,-492,9720,1648,-20642,2957,268438473
-12636,352,10168,1115,-24136,3791,268438473
-11144,704,11480,214,-25419,3579,268438473
-8872,612,12192,1133,-22528,2665,268438473
-8312,596,13504,2745,-19329,2217,268438473
-8508,1064,12904,2442,-19877,2626,268438473
-7532,1020,14108,599,-22852,2802,268438473
-6272,1228,14928,-165,-23388,2809,268438473
-4724,876,15660,-86,-21905,2222,268438473
-3220,920,16096,0,-20801,1807,268438473
-2768,896,16816,-160,-21891,2034,268438473
-2152,604,16232,-705,-24120,2323,268438473
-628,248,15336,-609,-27901,1911,268438473
1792,756,15424,-133,-23274,742,268438473
3184,1032,16132,545,-18245,365,268438473
3684,1640,16692,743,-16825,1303,268438473
4120,1296,16612,-634,-21324,2624,268438473
4176,968,14032,-1547,-24174,2249,268438473
5200,-36,14164,-731,-24241,667,268438473
7364,684,13804,208,-22712,-357,268438473
9476,804,14200,181,-20216,883,268438473
9168,1224,13428,466,-19632,1904,268438473
8564,1052,12776,-381,-23315,2272,268438473
9992,204,11020,-1994,-30338,3543,268438473
15888,-340,10340,-1340,-26246,3272,268438473
14224,720,9876,478,-13421,1058,268438473
11480,524,9924,254,-12358,-528,268438473
12168,140,8844,-833,-20334,765,268438473
16736,-16,7992,-1158,-22612,3731,268438473
15620,828,6536,138,-20283,5840,268438473
15524,-384,5800,10,-21770,4545,268438473
15340,-768,4952,-214,-20382,4211,268438473
15468,-912,3728,744,-21059,3366,268438473
18464,-1276,1660,1096,-20511,2159,268438473
16220,-1396,540,465,-16877,2900,268438473
17096,-1324,508,1165,-16940,1890,268438473
17368,-1056,-316,1388,-13959,2010,268438473
17040,-1428,-936,1349,-12320,1838,268438473
17664,-1468,-2200,2010,-10489,2101,268438473
16616,-1024,-2412,939,-7787,1997,268438473
17356,-1676,-2904,106,-6233,1095,268438473
17064,-1564,-2824,582,-3298,1038,268438473
16984,-1536,-3124,510,-515,749,268438473
17172,-1488,-3356,638,2565,-38,268438473
17568,-1520,-3076,1104,7374,-922,268438473
17416,-1336,-2688,1510,15061,-2778,268438473
17204,-1416,-1804,1349,23998,-4530,268438473
16684,-1136,-288,1478,26266,-4621,268438473
18316,-2208,2468,2706,26898,-4599,268438473
18700,-1324,3484,4028,32767,-3340,268438473
16672,1144,5636,5174,32767,-2635,268438473
13824,920,6712,5003,32767,-3784,268438473
12580,-36,8564,3075,32767,-6320,268438473
12848,-332,10692,2610,28747,-8546,268438473
12976,1156,11340,2876,31608,-8414,268438473
11104,1124,13104,2648,32767,-8258,268438473
7576,1704,12904,1569,27739,-6709,268438473
7028,1772,13220,-3,21614,-4621,268438473
6736,1412,13956,81,20995,-4816,268438473
5716,1540,14776,1986,21517,-5036,268438473
4468,2264,15484,2910,19375,-4555,268438473
4028,2992,16232,2264,19323,-4414,268438473
3228,2656,16348,865,21521,-4479,268438473
1792,2408,15976,-328,21022,-3544,268438473
640,2712,16236,-341,19298,-2710,268438473
-684,2804,15992,-1541,21398,-2346,268438473
-1884,2580,15792,-1419,21158,-3267,268438473
-2500,2228,15288,-1203,21194,-3302,268438473
-3828,2240,14900,-838,21408,-4166,268438473
-5220,2240,14372,-435,19806,-3452,268438473
-5904,2172,14004,-482,18835,-3594,268438473
-7408,1892,13732,-152,18272,-4134,268438473
-7488,1532,13232,130,17758,-4835,268438473
-7924,1432,12752,970,19352,-5803,268438473
-9924,1156,12276,1530,18231,-5014,268438473
-10436,1584,11656,81,14504,-3349,268438473
-10640,1384,11508,-563,15248,-2223,268438473
-11896,1008,10092,-260,15298,-1761,268438473
-12556,940,10012,-19,13740,-1488,268438473
-12808,1228,9376,54,13876,-2052,268438473
-13140,720,8584,-685,12106,-2332,268438473
-13208,544,7648,-579,11333,-1552,268438473
-13728,1096,7404,-306,10970,-769,268438473
-14828,1184,6864,-899,11673,-774,268438473
-14952,716,5824,-1337,11197,-1901,268438473
-14276,308,5756,-859,10772,-2622,268438473
-13732,92,5404,-1184,12067,-2484,268438473
-15380,292,3892,-1966,11693,-492,268438473
-15140,200,3520,-1111,10104,-1952,268438473
-13924,476,3772,-370,11241,-3757,268438473
-14716,-384,1312,-1172,12875,-3250,268438473
-16908,-908,-380,72,10270,200,268438473
-17988,-272,-28,1210,7302,-507,268438473
-15512,-656,1000,901,6101,-3436,268438473
-14452,-1392,908,829,5203,-2879,268438473
-14504,-628,1180,1546,6561,-1165,268438473
-15996,668,1096,831,7155,-1074,268438473
-16084,-4,12,-1229,5559,-2948,268438473
-14752,-2000,-1028,-1668,5233,-3028,268438473
-14400,-2012,-1184,-198,5291,-1681,268438473
-15744,-1488,-880,-282,5465,-1189,268438473
-16528,-1076,-2132,-1296,4102,-1564,268438473
-15228,-1712,-2608,-1629,2013,-1548,268438473
-15436,-2000,-3128,-1160,1946,-709,268438473
-15748,-1824,-3324,-411,-372,22,268438473
-15728,-2000,-2920,-420,-2546,1066,268438473
-15856,-1836,-2840,-211,-5182,2370,268438473
-15444,-1188,-1588,220,-7211,2910,268438473
-16720,-1112,-1484,-1028,-10815,3757,268438473
-17524,-696,-848,-4357,-21380,5269,268438473
-17300,-756,-544,-6274,-28538,5848,268438473
-15424,-700,460,-2948,-29471,4938,268438473
-14508,-152,4180,1098,-24797,3341,268438473
-13336,428,5916,1772,-23720,1964,268438473
-13600,876,7432,1150,-22187,3207,268438473
-13804,592,8368,32,-22492,2993,268438473
-13460,176,8868,302,-22229,3210,268438473
-12576,188,9780,1928,-22332,2590,268438473
-10892,920,10932,2805,-22559,1740,268438473
-10424,1836,12648,2913,-25180,2358,268438473
-9080,2744,12800,1223,-27852,2324,268438473
-7852,1488,13448,-481,-23766,1909,268438473
-6972,684,12948,9,-24147,859,268438473
-4708,1436,14824,1527,-23048,764,268438473
-4980,2604,15704,2212,-21889,893,268438473
-4236,2380,15248,18,-26085,1004,268438473
-2360,1908,14712,-548,-23533,84,268438473
-1220,1232,15864,203,-21309,841,268438473
368,1436,16344,494,-21320,55,268438473
560,1596,15868,734,-21051,-307,268438473
1584,1292,15336,723,-23293,-1789,268438473
3340,2632,16072,-336,-19819,-1549,268438473
4000,2264,16728,-1128,-16938,-377,268438473
3404,1524,15636,-1318,-19512,1139,268438473
5708,1172,13220,-1900,-25423,1952,268438473
8384,148,12228,-1794,-24223,-93,268438473
8608,1264,13120,-92,-20918,-1982,268438473
7636,2492,13672,804,-23549,-477,268438473
9168,2024,13052,-470,-30992,1719,268438473
14280,876,9884,-2376,-29975,1766,268438473
11624,80,9324,491,-21534,871,268438473
11464,1064,8568,2126,-22959,-1182,268438473
14748,1564,8132,-61,-26204,-1081,268438473
15952,1744,7404,497,-24017,1232,268438473
16156,2004,6472,428,-22767,1198,268438473
17652,1716,4664,1631,-21339,1487,268438473
17716,1504,4604,1504,-18306,3803,268438473
16584,1312,2392,-544,-18967,5706,268438473
19276,744,1096,-341,-18908,7078,268438473
18664,624,480,675,-11220,4023,268438473
18256,808,516,2519,-4490,2287,268438473
17376,872,1156,2417,2660,1144,268438473
15076,696,856,2727,4353,-111,268438473
16268,708,1816,2474,3435,-67,268438473
16256,484,1776,1303,3784,39,268438473
16036,212,1504,771,4663,-513,268438473
16192,-36,1144,473,6582,-1142,268438473
17224,84,540,952,8722,-1805,268438473
18104,136,2360,2071,14908,-2429,268438473
16836,968,3884,1774,13628,-795,268438473
16036,896,4300,-219,10291,154,268438473
16236,644,4420,-482,10641,471,268438473
17204,484,4592,-341,16397,-755,268438473
16068,-744,6828,2672,25996,-4195,268438473
12180,-56,7608,4535,29465,-1785,268438473
12688,1632,8240,1710,15719,1956,268438473
15588,1056,9628,480,14568,2376,268438473
14872,680,10808,2540,19933,1167,268438473
11104,1184,10728,3529,22496,-406,268438473
9440,1548,11140,3207,17202,-1613,268438473
10412,1700,12708,3277,15678,-1944,268438473
9876,1888,13620,3923,19484,-2093,268438473
7832,2088,13884,3326,21694,-2000,268438473
8100,2304,13764,1854,20164,-3199,268438473
6520,2252,14596,1638,21917,-3073,268438473
6668,2060,14020,-388,21017,-2725,268438473
5068,1676,16400,-1538,21081,-2878,268438473
3316,1552,13252,-1618,26071,-121,268438473
3644,4116,15168,-5181,26506,560,268438473
944,1952,18152,-3386,16633,-2301,268438473
704,1404,15608,1202,14805,-2013,268438473
-340,1484,15636,-3425,15366,-1076,268438473
-1208,1312,16688,-2819,11811,-2151,268438473
-2132,1372,16884,16,12397,-1452,268438473
-1860,1156,15348,1402,13900,-1810,268438473
-2992,1668,15180,1552,15241,-2537,268438473
-4856,2004,15848,1527,15289,-2928,268438473
-4724,1724,15456,112,17452,-3395,268438473
-6160,1268,14424,-2200,17380,-3944,268438473
-6448,584,13912,-2468,15760,-2967,268438473
-7072,620,14088,-574,16760,-2140,268438473
-8492,1592,13176,586,19902,-2648,268438473
-9684,1160,12292,128,20996,-4137,268438473
-9884,512,10928,-1318,18792,-2630,268438473
-10568,616,10164,-3278,17302,-1662,268438473
-12096,448,11132,-2869,16648,-1764,268438473
-13504,468,9512,288,13243,-1373,268438473
-12460,748,8600,1683,12310,-2400,268438473
-12644,24,8616,2948,11940,-1730,268438473
-13728,316,8420,2432,9476,-681,268438473
-13820,488,8560,1932,8422,-1376,268438473
-14100,380,7960,1644,11254,-1894,268438473
-14020,228,7168,1505,13720,-1965,268438473
-14948,700,5136,437,14867,-1671,268438473
-14896,-260,5424,666,10661,-1721,268438473
-14708,-96,5268,707,10732,-1140,268438473
-15408,136,4664,15,12546,-1884,268438473
-15960,224,4148,389,12655,-2633,268438473
-15380,40,3148,-90,12800,-2996,268438473
-15116,-572,2248,-1479,14905,-3157,268438473
