ax, ay, az, gx, gy, gz, temp
2716,-13944,-10372,-5210,-2553,-2713,268438473
2148,-13232,-10360,-4818,-2610,-4049,268438473
2544,-13120,-10156,-4444,-1704,-5571,268438473
4424,-12524,-9488,-6854,-3653,-3803,268438473
3564,-13340,-11104,-9135,-4843,-2053,268438473
2744,-12636,-11080,-9572,-5517,-2361,268438473
3000,-11476,-11068,-10459,-5151,-2668,268438473
2172,-11084,-11924,-11049,-4450,-2773,268438473
2936,-10772,-12204,-11616,-4639,-3264,268438473
-32,-9196,-13532,-10910,-2639,-3012,268438473
2780,-10292,-13672,-10834,-3452,-2330,268438473
2372,-9932,-14740,-9108,-2193,-2251,268438473
8620,-10316,-13348,-8122,-1811,-2963,268438473
2956,-8944,-14776,-8714,-2506,-1926,268438473
2664,-8432,-14988,-9225,-2803,-2339,268438473
7104,-8928,-14096,-8512,-1428,-2689,268438473
2504,-7516,-16036,-8593,-2941,-2300,268438473
2024,-7304,-16928,-8600,-3409,-2202,268438473
2388,-6944,-16508,-8166,-2861,-2262,268438473
2900,-6572,-16396,-8870,-4168,-2415,268438473
2620,-6016,-16432,-8929,-4451,-2287,268438473
1700,-5480,-16992,-9206,-5547,-2329,268438473
1540,-5168,-16936,-11090,-7844,-3533,268438473
964,-4768,-16888,-13553,-9429,-6512,268438473
1568,-4648,-17464,-12258,-6447,-5470,268438473
1188,-3372,-18200,-10336,-5360,-3482,268438473
484,-2420,-18004,-7430,-4108,-2813,268438473
-480,-1520,-17916,-5011,-2995,-2269,268438473
-476,-1168,-17352,-4053,-2558,-3118,268438473
540,-1528,-16668,-3793,-1724,-2994,268438473
284,-1692,-16984,-3726,-732,-1489,268438473
-8,-1356,-17232,-3857,-416,-1557,268438473
188,-1520,-17848,-4634,-291,-1612,268438473
4,-1168,-18432,-4142,290,-1639,268438473
640,-1148,-18692,-3614,8,-1319,268438473
624,-1120,-18792,-2470,36,-278,268438473
416,-312,-18852,-1002,-410,47,268438473
204,-436,-18004,175,-43,318,268438473
8,-292,-17756,229,-165,293,268438473
-104,-316,-17388,51,217,31,268438473
-160,-240,-17564,-360,175,-244,268438473
-32,-276,-18080,638,728,-414,268438473
-348,-68,-18240,2008,1756,-301,268438473
-144,-180,-18952,4774,3415,-540,268438473
192,-492,-18964,8445,5502,-49,268438473
1448,-1456,-18696,11762,5884,36,268438473
700,-1840,-17040,13008,6985,914,268438473
104,-2320,-16932,15662,12381,1603,268438473
4428,-4524,-17600,14466,7993,-539,268438473
3952,-4216,-16204,8366,1012,148,268438473
1856,-5128,-16788,8007,201,376,268438473
1992,-5620,-16736,10317,1701,-182,268438473
3308,-6756,-16192,10369,1936,212,268438473
3736,-7496,-15632,8510,706,1418,268438473
3216,-7560,-15688,8089,1441,3047,268438473
2812,-7512,-15548,8605,2532,3720,268438473
2580,-7768,-15996,9346,3393,3790,268438473
3412,-8492,-15852,9775,2558,2996,268438473
3480,-8524,-14972,9104,2036,3241,268438473
3384,-9340,-14932,10653,4437,4835,268438473
3868,-9904,-15092,12255,4996,5763,268438473
3748,-10096,-14264,12084,3434,6095,268438473
3076,-10640,-14148,12944,3665,6440,268438473
2624,-10592,-13808,15244,4777,6251,268438473
2720,-11872,-13180,17738,6040,6353,268438473
2984,-12176,-12196,19198,6182,6363,268438473
2680,-12408,-11156,20008,6400,6128,268438473
2664,-13304,-9712,20724,6871,6545,268438473
2908,-14008,-8548,21552,7654,7216,268438473
2800,-14212,-7424,21138,7071,7541,268438473
2260,-14440,-5976,19868,6721,7496,268438473
1860,-14772,-4896,19122,7294,7670,268438473
1676,-15432,-3960,18647,6952,7557,268438473
1200,-15640,-3080,17688,6310,7626,268438473
628,-15684,-1868,16277,4724,7066,268438473
-280,-15876,-684,15329,4903,6218,268438473
136,-15980,168,14777,5557,5666,268438473
8,-16060,980,13913,4971,5928,268438473
-724,-15824,2156,12488,3663,5688,268438473
-1272,-15664,2680,11597,4465,5510,268438473
-1232,-15820,2680,11239,4135,5346,268438473
-1544,-15676,3540,10517,3414,5011,268438473
-2000,-15196,4144,10116,3958,4948,268438473
-2248,-15408,4244,10047,4055,5046,268438473
-2580,-14976,4552,9799,3581,4912,268438473
-2904,-14824,5240,9777,3469,4663,268438473
-3092,-14736,5636,9997,3709,4779,268438473
-3396,-14348,6372,10141,3721,4929,268438473
-3632,-14132,6744,9887,3948,4791,268438473
-3992,-14084,7232,9327,3286,4642,268438473
-4264,-13652,7504,8389,2687,4272,268438473
-4476,-13524,7932,7542,2497,4105,268438473
-4556,-13060,7992,7051,2784,4265,268438473
-4904,-12936,7784,6913,2756,4263,268438473
-5076,-12472,8432,7217,2649,4277,268438473
-5600,-12436,8364,8375,3346,4634,268438473
-5880,-12016,8364,9937,3291,5014,268438473
-6176,-11424,9140,11212,3483,5108,268438473
-6660,-11192,9540,13219,3615,5601,268438473
-7152,-10192,10020,14579,2599,6196,268438473
-7504,-9380,9616,14354,2822,5855,268438473
-6632,-8780,10904,13456,2318,5954,268438473
-7056,-8084,11016,13204,2802,7351,268438473
-7892,-7276,11428,11523,3933,8047,268438473
-8184,-6808,11576,9335,4769,7091,268438473
-8304,-5672,11704,8680,5493,7872,268438473
-9160,-5904,11276,8258,5231,8209,268438473
-12016,-4468,10300,7524,3102,7659,268438473
-10076,-4964,11540,8409,1799,5736,268438473
-9432,-4484,11532,10238,1861,5783,268438473
-9816,-3348,11652,10948,3971,5951,268438473
-10432,-2444,11604,10918,4345,5908,268438473
-10504,-2016,11932,10762,4499,6089,268438473
-10580,-1196,12016,10133,3983,6401,268438473
-10876,-380,11812,8669,4131,6767,268438473
-10536,472,12184,7833,4316,8194,268438473
-10960,1704,12368,5412,4054,10375,268438473
-11460,1088,11828,2331,4379,12350,268438473
-12292,568,11068,1505,4934,10799,268438473
-11996,1560,10620,1275,4030,8248,268438473
-14516,2528,8660,697,2144,6408,268438473
-11836,2628,10936,1350,-1880,4677,268438473
-10744,2184,11072,2903,-3577,6151,268438473
-11124,2092,9796,4879,-4532,8009,268438473
-11320,3092,9944,5376,-4793,7950,268438473
-11100,3296,9988,6341,-2472,7378,268438473
-11100,4496,10828,7880,-3121,7137,268438473
-11016,5520,11268,8941,-5636,7922,268438473
-10128,6340,9892,9498,-7673,10450,268438473
-10048,6040,9944,9160,-4887,12175,268438473
-10220,7204,11028,9350,-2568,10304,268438473
-9944,8012,10680,8659,-1790,8510,268438473
-9612,8512,10516,8647,-2956,6805,268438473
-8672,9320,10108,9034,-1711,7034,268438473
-8480,9816,9084,9712,1591,7020,268438473
-8552,9984,8596,9975,2847,6020,268438473
-8008,10444,8612,10572,1710,4892,268438473
-8612,10764,7588,11643,141,4520,268438473
-8228,11004,6736,11691,-595,4574,268438473
-7148,10568,6476,11708,-1580,4925,268438473
-6432,11608,7076,12599,-2079,5860,268438473
-6440,13736,7024,11543,-2426,6418,268438473
-6384,14012,7668,8302,-1814,6436,268438473
-5428,13624,7528,5180,-1199,6472,268438473
-5148,13364,6588,4060,11,7212,268438473
-4440,13364,7172,5437,-436,6903,268438473
-4060,14332,5992,6981,-4218,7823,268438473
-3968,14324,4760,8170,-1945,8809,268438473
-4752,13836,5120,10184,-1498,9237,268438473
-4192,15968,4924,10569,725,7739,268438473
-3552,15664,5588,8181,1026,6950,268438473
-3704,14972,5404,5604,1754,5616,268438473
-2440,13780,4756,3902,1827,5006,268438473
-1684,16764,3188,4726,1332,4826,268438473
-2628,15756,2316,8296,2438,4156,268438473
-2636,15976,1568,9993,2483,3821,268438473
-2500,16144,852,10670,668,2369,268438473
-1968,15936,800,9461,576,1529,268438473
-1960,15720,768,8190,823,1203,268438473
-2516,15816,-144,5904,877,754,268438473
-2488,15328,-876,3787,-29,717,268438473
-2616,15684,-956,2891,-916,557,268438473
-1692,15636,-652,2494,-367,323,268438473
-1784,15824,-644,2436,-389,-78,268438473
-1800,16872,-736,810,-1088,15,268438473
-1748,16236,-596,-1233,-1318,-293,268438473
-1780,15644,-816,-1452,-1518,-507,268438473
-2000,15768,-736,-1150,-1963,-611,268438473
-1948,16092,-432,-1552,-1534,-251,268438473
-2108,15844,-240,-2127,-1131,-79,268438473
-2084,15980,-424,-2363,-1189,-123,268438473
-2748,16096,92,-1915,-1261,-866,268438473
-1532,16448,32,-1469,-1344,-460,268438473
-2244,16684,552,-2005,-2059,-442,268438473
-2744,16900,948,-4188,-2710,-912,268438473
-2032,16060,1120,-6293,-1718,-1926,268438473
-1628,15900,652,-3638,-110,-2756,268438473
-2292,16736,1288,-3636,-799,-2373,268438473
-3040,16584,1432,-6868,-1403,-2490,268438473
-2060,16860,1716,-10507,-2411,-3867,268438473
-3724,16784,1616,-11912,-3743,-7280,268438473
-2440,14852,2244,-11591,-4718,-7220,268438473
-3140,14372,3344,-12106,-5568,-6081,268438473
-3076,14144,4384,-14388,-4942,-4515,268438473
-3556,13940,5224,-14694,-4575,-3627,268438473
-3864,13160,5916,-13592,-3229,-4831,268438473
-4020,13520,6340,-13688,-5450,-5538,268438473
-3828,12772,7164,-13866,-4777,-5286,268438473
-3936,12232,7748,-12032,-4173,-4492,268438473
-4336,12592,8456,-11753,-4983,-3962,268438473
-4472,12456,9500,-13636,-5069,-3791,268438473
-4252,11812,9976,-14139,-5005,-3951,268438473
-4128,10940,10404,-14261,-4032,-3406,268438473
-4156,10520,10696,-14285,-4857,-2492,268438473
-4312,10632,11940,-15284,-5985,-2787,268438473
-4416,9660,12664,-16231,-5334,-4480,268438473
-4396,8856,12832,-17029,-4808,-4850,268438473
-3980,8080,12968,-17307,-5199,-4617,268438473
-3844,7268,13456,-16408,-5686,-4648,268438473
-3932,6584,14092,-16447,-5966,-5360,268438473
-3996,5680,14532,-18011,-5544,-6233,268438473
-3336,4144,14660,-18674,-5000,-6012,268438473
-3404,3764,14816,-19057,-5951,-5663,268438473
-3016,2220,15072,-19561,-6586,-5922,268438473
-2596,888,15332,-19153,-6371,-5568,268438473
-2772,-88,15272,-18662,-7192,-5484,268438473
-2072,-1720,15304,-18366,-8216,-5963,268438473
-1436,-3128,15020,-18349,-8251,-5773,268438473
-900,-3740,15276,-17076,-7452,-5134,268438473
-132,-5120,15500,-14461,-7605,-5544,268438473
264,-5836,15276,-12340,-6780,-5785,268438473
720,-6040,15284,-13613,-7213,-4500,268438473
1560,-7640,15396,-15651,-5455,-2578,268438473
1864,-7660,14624,-14234,-4852,-1538,268438473
1576,-7648,14076,-13688,-5877,-1005,268438473
2064,-8400,13340,-14822,-6950,-366,268438473
2628,-10024,13592,-14752,-5478,395,268438473
2852,-10156,12908,-12897,-3793,-269,268438473
2660,-10180,12700,-12239,-3787,-1882,268438473
3052,-11572,11884,-13040,-5242,-1862,268438473
3472,-11848,11608,-15239,-5540,-919,268438473
3736,-11088,10712,-16211,-2463,-499,268438473
3444,-12112,9548,-13876,-1791,-1969,268438473
3604,-13540,9288,-13785,-7156,-2481,268438473
3744,-13492,9556,-15898,-7279,-1263,268438473
4028,-13364,9072,-15699,-5877,-729,268438473
3796,-12696,7840,-16633,-6995,386,268438473
3992,-13752,6236,-20104,-8037,1413,268438473
3896,-14996,3896,-21533,-8021,1899,268438473
4328,-14876,3984,-20486,-6051,2024,268438473
4468,-14880,3328,-18197,-7249,1600,268438473
4748,-15892,2468,-16869,-7711,1219,268438473
4668,-16036,1552,-16479,-7422,1792,268438473
4080,-16100,108,-15188,-7398,2588,268438473
3172,-16192,320,-14177,-8942,2588,268438473
3404,-16160,12,-13067,-5646,1440,268438473
3240,-15876,-1032,-11715,-4206,440,268438473
3360,-15784,-2316,-12729,-4191,-88,268438473
4164,-15444,-3324,-16222,-3704,-145,268438473
4068,-15908,-4408,-16901,-1464,-68,268438473
4380,-14980,-5856,-16252,547,679,268438473
4132,-14528,-6588,-14779,1049,1017,268438473
3792,-15032,-6968,-11286,2724,216,268438473
4320,-15220,-8396,-7868,738,-226,268438473
4504,-14488,-8000,-6539,-1093,228,268438473
4160,-13864,-8460,-6112,15,1413,268438473
4532,-14276,-9552,-6738,-1330,2158,268438473
3828,-13820,-9572,-6892,-908,2608,268438473
3416,-13676,-9480,-7115,-2410,3171,268438473
2956,-13420,-9536,-7473,-2977,3700,268438473
3472,-13568,-10604,-8186,-3946,3999,268438473
2960,-12960,-9836,-10795,-5782,5330,268438473
2228,-12960,-10476,-13344,-5192,5796,268438473
1460,-12644,-11616,-13858,-2887,4706,268438473
1252,-12084,-11744,-14609,-3097,4219,268438473
1044,-11032,-12344,-13828,-1473,4466,268438473
84,-10284,-12988,-10580,-902,4370,268438473
156,-9864,-13632,-7313,302,4101,268438473
444,-9588,-14304,-5435,351,3764,268438473
1104,-9756,-15092,-4927,59,3518,268438473
256,-8784,-14208,-5368,340,3809,268438473
444,-9744,-14900,-5925,1147,2758,268438473
1068,-9572,-15076,-6730,1114,2177,268438473
1040,-9536,-15524,-5987,1334,2267,268438473
1292,-9444,-16168,-3851,1391,2387,268438473
1180,-9092,-16408,-972,750,2712,268438473
812,-8824,-16216,2076,2049,2314,268438473
476,-9236,-16264,5864,3129,1501,268438473
76,-8880,-16080,9687,4792,1185,268438473
392,-8824,-16312,14271,9070,556,268438473
1560,-11676,-14908,19508,4405,-394,268438473
2052,-12188,-12776,21072,3481,183,268438473
1652,-11816,-12424,21849,6125,1794,268438473
1520,-12668,-11744,23640,8537,3392,268438473
1820,-14240,-9796,24531,7957,4593,268438473
1472,-14820,-8304,24577,7768,5338,268438473
1584,-15068,-7220,23331,9178,6322,268438473
1552,-15112,-6596,22636,10406,8095,268438473
808,-15640,-5928,23979,11521,9003,268438473
-312,-16248,-3288,25407,8640,8327,268438473
-48,-16364,-1132,23858,9604,6658,268438473
412,-15992,-140,21349,11457,7070,268438473
-976,-15164,344,19991,14939,7832,268438473
-2408,-15700,740,21116,16249,6426,268438473
-620,-15612,1944,21047,13409,4991,268438473
-596,-15468,3188,19500,12328,6070,268438473
-1476,-14948,3700,19312,15807,7839,268438473
-2972,-14256,3792,20654,18239,8789,268438473
-3232,-14900,4552,20426,13416,8090,268438473
-3976,-13200,7688,14386,8765,6525,268438473
-5544,-13272,8616,10857,13537,5767,268438473
-6524,-12592,6884,12940,23517,5723,268438473
-7564,-11964,6244,14615,23070,4309,268438473
-7620,-12468,8124,11762,14681,922,268438473
-7996,-10752,9148,4580,12479,-674,268438473
-9232,-10680,7052,3570,16431,-2455,268438473
-8664,-11920,6524,5872,15239,-4814,268438473
-8000,-11596,6976,1481,7711,-6516,268438473
-8532,-11576,6968,-909,8820,-5753,268438473
-8364,-12220,6912,1701,11666,-7024,268438473
-8468,-11524,6208,6264,17540,-6977,268438473
-7828,-12512,6616,7837,14273,-8664,268438473
-6616,-12564,5896,3226,9002,-9675,268438473
-7144,-12640,5608,1512,9806,-9270,268438473
-7212,-12812,5712,6788,13887,-8870,268438473
-6968,-13276,5344,10631,13425,-8820,268438473
-5876,-12328,5788,7400,10668,-10040,268438473
-6112,-12504,5900,7687,13243,-9259,268438473
-6544,-12428,6304,11574,15605,-9094,268438473
-5632,-13168,6876,9753,12687,-10273,268438473
-5620,-12528,6464,6722,12565,-9594,268438473
-6600,-12052,7384,9500,16772,-9522,268438473
-8456,-12212,6592,11417,16278,-9454,268438473
-5432,-13600,5956,12150,14170,-12513,268438473
-4224,-14200,6112,9641,9220,-12972,268438473
-3108,-14328,5196,8600,7650,-10081,268438473
-2336,-15300,5060,11452,2904,-6098,268438473
-2192,-15572,7268,14720,149,-2895,268438473
-3536,-13492,7840,18853,-234,1858,268438473
-3524,-12364,8516,19150,-2327,2323,268438473
-3004,-11452,8308,17221,-6851,1382,268438473
-4484,-11608,10956,18676,-11130,1967,268438473
-4648,-10876,13196,24877,-11412,4261,268438473
-4040,-9736,13584,29811,-10454,5553,268438473
-3152,-7080,14412,24165,-10246,5065,268438473
-3304,-5060,15040,14066,-7503,3565,268438473
-3408,-5692,16104,10713,-4027,2206,268438473
-3140,-5940,15848,15522,-1015,1244,268438473
-2888,-5404,14988,20701,528,1147,268438473
-3096,-3284,14828,20734,373,2216,268438473
-3640,-3112,15696,22305,2810,3160,268438473
-3640,-1588,15852,20880,-1239,4421,268438473
-3084,-340,15012,21142,-4854,2500,268438473
-2820,1152,13564,22319,-5206,731,268438473
-2740,2896,15412,18048,-1979,1761,268438473
-2856,2388,16612,12012,2393,4558,268438473
-1732,3728,14340,11865,4709,4443,268438473
-4792,6352,12868,10691,887,3400,268438473
-3520,5936,13808,9160,-4463,2820,268438473
-2888,5344,14876,7695,-2499,2237,268438473
-2096,5444,15636,5432,-1509,2458,268438473
-2104,7080,14860,1743,-1440,3617,268438473
-2544,6748,16064,-2858,-4229,4965,268438473
-2052,7332,16816,-8487,-5211,4354,268438473
-1312,6764,16532,-15431,-5719,3080,268438473
-900,5492,16124,-22016,-9684,2357,268438473
204,3732,16528,-24267,-8002,4072,268438473
540,1576,16552,-23471,-2602,6088,268438473
264,196,17252,-22412,-2059,8387,268438473
844,356,15660,-23589,-4278,9607,268438473
560,-768,14108,-24857,-823,9762,268438473
136,-2940,14908,-24323,655,8403,268438473
-232,-4176,15608,-21385,-1237,7391,268438473
-196,-5720,16072,-17410,-2845,6669,268438473
-20,-5500,15568,-15625,-3114,6046,268438473
-572,-5632,14272,-16947,922,5151,268438473
-1176,-7000,13872,-19627,-991,4251,268438473
-836,-8128,14056,-21714,-2073,3101,268438473
-48,-9540,13920,-22536,-963,2017,268438473
-324,-10324,13376,-21725,2471,2257,268438473
-784,-11032,11708,-21808,1791,2773,268438473
-688,-12772,11000,-21164,436,2102,268438473
-456,-13988,9508,-19377,1093,1758,268438473
-552,-13428,7380,-19000,-944,2478,268438473
-940,-13036,6352,-20488,-3423,2296,268438473
-756,-13352,6152,-22664,-5680,841,268438473
-868,-15136,5200,-23260,-7694,-815,268438473
-436,-15096,4328,-21647,-7029,-812,268438473
-568,-15408,3332,-20342,-9351,224,268438473
-552,-16052,3576,-20586,-10044,-453,268438473
-140,-16376,2760,-19822,-7990,-309,268438473
276,-16836,1188,-19183,-7312,752,268438473
320,-16216,-488,-20241,-7805,1197,268438473
-84,-16192,-1988,-21074,-10248,760,268438473
-32,-17100,-2824,-19567,-9549,68,268438473
-200,-16752,-4512,-17482,-9380,235,268438473
-448,-16408,-5760,-15382,-9739,-17,268438473
-168,-15884,-5816,-13372,-9320,-806,268438473
3804,-15928,-5020,-12060,-8567,-968,268438473
-1400,-14648,-7476,-11849,-9130,-1032,268438473
856,-15616,-4612,-12186,-9270,-2545,268438473
-1088,-13976,-6508,-13093,-8914,-3222,268438473
-1444,-13588,-7944,-14237,-9697,-5071,268438473
-1684,-13536,-8916,-14378,-8987,-7758,268438473
-1168,-14020,-9088,-14001,-9074,-9501,268438473
-700,-13160,-9404,-14017,-9066,-9941,268438473
-956,-11296,-11404,-14298,-8909,-11318,268438473
-1260,-11520,-11492,-12978,-9100,-14582,268438473
300,-11452,-12036,-12019,-8567,-14891,268438473
956,-12404,-11988,-12346,-10102,-15343,268438473
1412,-11552,-12264,-10830,-8468,-14376,268438473
1336,-11380,-13100,-8510,-5171,-11903,268438473
2096,-11608,-14324,-6242,-4435,-9910,268438473
2568,-10572,-15244,-5519,-5185,-7612,268438473
2880,-10308,-15764,-5071,-5872,-5812,268438473
2480,-9548,-15440,-3570,-5345,-4060,268438473
2052,-8716,-15376,-1603,-4773,-2345,268438473
1424,-8648,-15280,-130,-4398,-1636,268438473
1192,-8712,-15060,484,-4153,-2012,268438473
768,-8276,-14732,-555,-4827,-3203,268438473
868,-8484,-14628,-1033,-4424,-4067,268438473
852,-8768,-14420,-1613,-4004,-4616,268438473
424,-8148,-14508,-2759,-3901,-5383,268438473
556,-8272,-14300,-3751,-3612,-6705,268438473
536,-8192,-14224,-4080,-3217,-7129,268438473
552,-9096,-14708,-3332,-2876,-6801,268438473
300,-10004,-14508,-2381,-2611,-6279,268438473
648,-11624,-14284,-756,-1902,-5214,268438473
-64,-12376,-13900,37,-1389,-3461,268438473
-868,-12108,-13368,-573,-840,-2275,268438473
-1192,-12556,-13632,-435,333,-1133,268438473
-1120,-12072,-13884,-1011,855,-532,268438473
-1472,-11816,-14252,-1524,1819,-104,268438473
-1228,-11344,-14436,-1588,2572,336,268438473
-648,-11060,-15056,-2824,2536,518,268438473
-288,-10652,-15452,-3834,2436,956,268438473
-428,-9972,-15744,-3635,3292,1627,268438473
-92,-9344,-16292,-3555,3450,1817,268438473
684,-8836,-16668,-5038,2657,1787,268438473
668,-8396,-17076,-6127,2393,2031,268438473
808,-7332,-18004,-5981,2616,1842,268438473
1484,-6676,-18716,-5978,2341,1595,268438473
1860,-6092,-19452,-5173,1933,1385,268438473
2572,-5364,-19784,-4683,959,1628,268438473
2912,-5484,-20308,-4140,49,1523,268438473
3732,-5964,-20904,-2855,-1855,797,268438473
4888,-6220,-20044,-1593,-3422,1102,268438473
5704,-6408,-19044,-362,-3962,1512,268438473
5660,-5464,-19536,122,-5715,2136,268438473
5228,-4564,-19020,497,-6924,2070,268438473
5004,-3176,-18976,1449,-8036,976,268438473
4452,-2884,-17520,2320,-9140,279,268438473
3444,-2328,-17032,4597,-9043,-62,268438473
2300,-2824,-15244,5777,-9722,-1261,268438473
2564,-2240,-13716,6476,-9824,-1783,268438473
1984,-2788,-12512,6026,-9560,-2618,268438473
1344,-2328,-12280,5127,-9747,-3558,268438473
356,-2880,-11568,4742,-8995,-4527,268438473
-260,-3448,-11304,5277,-8071,-5301,268438473
-920,-4520,-11208,5921,-7664,-6384,268438473
-1068,-5924,-10112,5723,-7246,-7214,268438473
-1532,-6976,-9812,5591,-5931,-7365,268438473
-1892,-8708,-9108,5622,-4516,-7993,268438473
-1768,-9688,-9076,4624,-3269,-7901,268438473
-1852,-11100,-8572,4850,-2304,-7882,268438473
-2008,-11860,-7412,6541,-981,-7574,268438473
-2360,-13996,-6056,8563,468,-6431,268438473
