ax, ay, az, gx, gy, gz, temp
-196,752,16332,-56,-186,8,268438473
-224,800,16212,-39,-197,-20,268438473
-168,780,16184,-44,-195,-38,268438473
-268,668,16212,-52,-200,-30,268438473
-184,840,16124,-31,-189,-37,268438473
-256,804,16112,-36,-165,-2,268438473
-276,740,16120,-52,-176,-6,268438473
-164,768,16112,-49,-177,2,268438473
-208,784,16204,-30,-204,-25,268438473
-220,780,16216,-47,-183,6,268438473
-248,792,16228,-2,-197,1,268438473
-396,844,16248,-31,-184,9,268438473
-212,744,16216,-17,-185,-43,268438473
-256,652,16104,-44,-182,-3,268438473
-212,820,16216,-19,-188,7,268438473
-232,724,16024,-43,-187,-28,268438473
-296,724,16112,-35,-196,-19,268438473
-240,836,16264,-31,-201,-10,268438473
-300,688,16372,-29,-183,-9,268438473
-324,748,16152,-32,-166,-24,268438473
-264,764,16120,-30,-148,-3,268438473
-236,720,16188,-56,-151,8,268438473
-220,760,16236,-42,-173,-22,268438473
-220,676,16004,-36,-182,-1,268438473
-108,860,16008,-20,-192,9,268438473
-296,804,16128,-40,-198,2,268438473
-240,768,16160,-40,-176,-20,268438473
-288,804,16128,-58,-176,2,268438473
-188,772,15984,-45,-176,-20,268438473
-300,844,16052,-40,-163,2,268438473
-256,768,16268,-46,-197,-3,268438473
-204,720,16100,-5,-172,-39,268438473
-188,708,16076,-23,-220,-4,268438473
-316,792,15996,-31,-196,8,268438473
-204,752,16196,-18,-200,-9,268438473
-252,752,16328,-37,-185,-31,268438473
-292,796,16184,-51,-153,-33,268438473
-268,804,16320,-15,-182,-14,268438473
-240,772,16208,-45,-187,-25,268438473
-308,792,16252,-30,-202,-6,268438473
-236,716,16024,-27,-176,-15,268438473
-288,884,16100,-52,-186,-30,268438473
-168,788,16264,-47,-181,-4,268438473
-172,712,16092,-48,-189,-24,268438473
-220,688,16160,-48,-183,4,268438473
-248,780,16168,-47,-199,-13,268438473
-256,836,16148,-20,-179,-26,268438473
-172,836,16300,-32,-176,-42,268438473
-268,752,16136,-32,-193,12,268438473
-328,732,16080,-40,-165,-19,268438473
-168,796,16204,-22,-190,5,268438473
-256,872,16080,-27,-198,-26,268438473
-288,816,16280,-33,-187,-24,268438473
-120,784,16148,-50,-199,-1,268438473
-220,724,16232,-56,-188,-1,268438473
-344,760,16148,-40,-171,14,268438473
-236,772,16096,-39,-178,-28,268438473
-280,708,16192,-24,-189,-31,268438473
-160,764,16080,-21,-172,-25,268438473
-280,708,16136,-65,-188,-8,268438473
-184,712,16228,-15,-179,3,268438473
-268,696,16020,-52,-191,-19,268438473
-188,708,16168,-41,-168,-5,268438473
-212,764,16092,-9,-157,13,268438473
-180,752,16224,-28,-156,-25,268438473
-244,832,16184,-26,-183,-11,268438473
-228,776,16288,-61,-178,-16,268438473
-276,760,16088,-27,-179,-10,268438473
-244,876,16068,-21,-179,-5,268438473
-308,748,16196,-41,-170,-23,268438473
-188,756,16220,-34,-181,29,268438473
-232,772,16164,-51,-182,-17,268438473
-256,836,16112,-34,-183,-22,268438473
-232,676,16088,-26,-196,-17,268438473
-144,844,15948,-38,-179,-34,268438473
-204,812,16184,-45,-183,5,268438473
-228,756,16132,-43,-175,-30,268438473
-188,740,16176,-36,-185,10,268438473
-244,780,16184,-24,-191,-10,268438473
-268,760,16212,-38,-185,-30,268438473
-256,816,16172,-21,-204,-25,268438473
-148,740,16188,-6,-197,-16,268438473
-216,704,16216,-52,-175,-19,268438473
-196,664,16140,-61,-176,-19,268438473
-300,816,16252,-47,-193,11,268438473
-236,700,16256,-42,-176,-10,268438473
-272,764,16212,-33,-199,-13,268438473
-232,808,16288,-35,-187,-32,268438473
-204,800,16208,-27,-154,-5,268438473
-252,848,16132,-23,-173,-7,268438473
-248,784,16144,-33,-182,-16,268438473
-152,772,16204,-21,-208,-28,268438473
-260,760,16180,-30,-159,-25,268438473
-228,744,16120,-9,-183,5,268438473
-236,756,16176,-34,-178,0,268438473
-280,792,16064,-65,-179,-12,268438473
-240,684,16092,-54,-192,-5,268438473
-256,804,16116,-49,-183,-15,268438473
-264,844,16376,-15,-166,-31,268438473
-204,884,18764,128,227,10,268438473
-240,968,15384,1,-456,-28,268438473
-400,844,15836,-33,-606,26,268438473
-104,740,14640,-78,-161,-14,268438473
-228,1020,16144,-52,-146,-18,268438473
-92,800,17212,-12,-178,-32,268438473
-60,788,15760,-19,-284,-2,268438473
-332,840,15940,-35,-171,-28,268438473
-240,720,15784,-70,-151,-10,268438473
-284,756,16672,-26,-155,-23,268438473
-300,640,16080,-26,-177,-15,268438473
-268,768,15984,-47,-141,2,268438473
-264,788,16160,-34,-156,-21,268438473
-212,784,16288,-40,-203,-26,268438473
-276,744,16536,-41,-209,-40,268438473
-308,596,15740,-16,-201,-34,268438473
-232,744,16136,-47,-152,-30,268438473
-236,804,16092,-35,-190,-50,268438473
-256,756,16380,-6,-232,-7,268438473
-356,832,15788,-56,-178,-9,268438473
-188,772,16072,-32,-142,-10,268438473
-276,676,16336,-56,-185,-14,268438473
-208,684,16172,-52,-182,-17,268438473
-296,752,16292,-40,-188,-10,268438473
-264,680,15932,-41,-179,-15,268438473
-256,836,16420,-57,-164,7,268438473
-184,672,16152,-32,-194,-14,268438473
-216,744,16256,-33,-189,12,268438473
-180,780,16052,-37,-197,-22,268438473
-292,760,16352,-50,-155,-27,268438473
-316,656,16232,-73,-168,-18,268438473
-288,708,16244,-57,-186,-16,268438473
-252,756,16208,-60,-176,-15,268438473
-212,816,16184,-36,-190,-25,268438473
-276,740,16300,-25,-191,2,268438473
-88,708,16052,-56,-185,-31,268438473
-296,764,16080,-72,-185,-25,268438473
-244,712,15988,-10,-195,-16,268438473
-200,688,16376,-20,-188,-30,268438473
-184,720,16200,-40,-204,-6,268438473
-244,740,16072,-14,-145,-14,268438473
-224,840,16184,-33,-204,-9,268438473
-312,816,16044,-29,-198,6,268438473
-280,752,16136,-42,-180,11,268438473
-244,708,16140,-43,-225,-19,268438473
-152,844,16036,-26,-173,-24,268438473
-224,748,16212,-28,-174,-15,268438473
-240,744,16064,-43,-175,9,268438473
-144,740,16144,-29,-187,-15,268438473
-284,788,16136,-49,-186,-17,268438473
-256,732,16280,-33,-176,-8,268438473
-272,788,15956,-58,-189,-11,268438473
-148,740,16136,-48,-238,4,268438473
-176,828,16052,-24,-181,-14,268438473
-196,632,16264,-47,-178,-29,268438473
-236,708,16112,-54,-206,-37,268438473
-232,792,16136,-61,-168,-5,268438473
-264,704,16220,-56,-185,-33,268438473
-232,788,16036,-26,-172,-21,268438473
-280,740,16224,-53,-194,-4,268438473
-224,772,16116,-37,-196,10,268438473
-208,844,16228,-37,-213,-26,268438473
-312,816,16196,-43,-199,-42,268438473
-204,896,16276,-50,-215,-1,268438473
-252,784,16104,-42,-166,-19,268438473
-144,732,16280,-29,-207,-33,268438473
-216,824,16000,-17,-179,-5,268438473
-276,764,16220,-17,-206,-9,268438473
-168,840,16232,-60,-171,-9,268438473
-196,760,16104,-29,-194,3,268438473
