-416,580,16200,-35,-181,4,268438473
-292,528,16276,-53,-198,-3,268438473
-332,588,16212,-27,-178,16,268438473
-332,632,16172,-43,-135,36,268438473
-304,636,16112,-31,-200,-12,268438473
-328,520,16168,-52,-179,18,268438473
-420,504,16136,-48,-153,-3,268438473
-356,544,16056,-36,-181,42,268438473
-368,548,16264,-18,-185,20,268438473
-348,592,16224,-56,-190,18,268438473
-384,596,16172,-12,-196,15,268438473
-300,600,16188,-8,-173,-6,268438473
-448,548,16172,-33,-209,30,268438473
-136,552,15904,13,-129,-8,268438473
-416,744,16032,-121,-251,0,268438473
-488,532,16832,2,-137,15,268438473
-304,572,16196,-14,-167,12,268438473
-412,568,16104,-19,-153,-11,268438473
-372,528,16148,-14,-179,1,268438473
-264,568,16240,-37,-183,12,268438473
-360,592,16464,-28,-189,0,268438473
-332,688,15884,-34,-177,-16,268438473
-260,328,16096,-60,-174,6,268438473
-280,684,16076,-64,-205,2,268438473
-384,592,16232,-5,-175,16,268438473
-388,576,16256,-39,-183,15,268438473
-384,552,16144,-23,-180,5,268438473
-360,624,16248,-39,-194,6,268438473
-444,676,16104,-29,-194,23,268438473
-352,568,16080,-25,-200,-6,268438473
-376,480,16116,-25,-187,11,268438473
-416,540,16236,-2,-186,-6,268438473
-412,572,16204,2,-175,-3,268438473
-9804,1368,16560,59,-2001,4184,268438473
-5092,-756,15716,-607,-2151,13868,268438473
-4332,288,17316,-706,-3655,15561,268438473
740,1420,14828,-664,-4096,15616,268438473
-132,-1268,17132,-163,-230,16411,268438473
-1640,-1224,15244,-336,-1109,17970,268438473
-1048,-1996,16320,40,-114,17876,268438473
372,-1332,17024,2457,6430,17908,268438473
568,-1800,18304,6157,18006,17278,268438473
732,-172,16744,1760,-13041,11182,268438473
3608,3772,17464,2734,-14551,5120,268438473
4316,872,19748,2473,-22054,643,268438473
3760,-76,13932,8010,-7282,-14197,268438473
6376,4920,12732,12620,17625,-14197,268438473
496,3084,9648,8353,18615,-4770,268438473
-984,1740,16064,1981,9815,-428,268438473
-844,1044,16356,-2533,-3916,440,268438473
-516,3220,14616,-2659,-1189,1476,268438473
116,3928,14516,-2279,5094,1479,268438473
-652,2132,16024,-1826,10186,1356,268438473
-2352,2724,17732,-1425,10713,2040,268438473
-2352,812,16560,-2896,3910,1288,268438473
-4172,2720,24996,-590,10051,3147,268438473
-8732,1256,19240,2601,19559,3488,268438473
-516,3400,16188,6278,16888,-417,268438473
4992,2788,14676,7511,1478,-6943,268438473
-2560,3020,16000,1149,14167,2054,268438473
-6500,80,13072,-312,10406,4404,268438473
