ax, ay, az, gx, gy, gz, temp
108,-3648,16404,-1048,-2575,-524,268438473
740,-4148,15592,-994,-1843,-1593,268438473
1136,-4580,14576,442,-1429,-1782,268438473
1068,-4788,15104,2195,-886,-822,268438473
1400,-4548,15536,2719,-793,111,268438473
692,-4204,16624,1381,-676,-36,268438473
528,-4340,16440,-34,45,232,268438473
676,-4060,15768,-640,35,388,268438473
616,-4140,14896,148,-120,416,268438473
676,-4192,15372,1132,-137,480,268438473
576,-4008,15776,1205,-503,466,268438473
668,-4008,16240,612,-375,437,268438473
796,-3988,15664,210,-298,472,268438473
940,-4248,15076,564,-872,673,268438473
792,-4076,14528,2423,-1366,1620,268438473
704,-3744,15396,3300,-2044,2338,268438473
928,-3360,16200,2723,-2456,2091,268438473
896,-3256,16248,2580,-1560,1806,268438473
756,-3020,16712,2095,-448,971,268438473
940,-2344,21740,474,2315,-466,268438473
464,-1384,22980,-10019,6909,-2145,268438473
688,-2220,19644,-22862,5253,-4516,268438473
1948,-4452,14064,-25410,5943,-5278,268438473
2808,-7004,12076,-17485,9769,-2072,268438473
1016,-8580,11152,-10376,14400,2366,268438473
-1084,-8340,9812,-6386,13882,5049,268438473
-2704,-8552,8716,-2369,9286,6109,268438473
-3056,-8284,7220,1245,2433,6137,268438473
-2948,-8960,6868,7193,-8952,6198,268438473
-2372,-6640,7592,16779,-12286,7147,268438473
-2188,-4312,11864,26354,-6987,8184,268438473
-3668,-2244,20192,30914,-1135,6546,268438473
-2856,44,29216,16080,702,1370,268438473
-2464,1052,30172,-8425,2365,-3741,268438473
-2988,-408,23876,-29666,2596,-4702,268438473
-1792,-2336,10384,-32768,-2210,-5688,268438473
-468,-6736,3408,-20456,-11274,-3616,268438473
-376,-11924,1268,-1438,-7928,2044,268438473
180,-7672,6224,17566,-833,4288,268438473
-1348,-6228,11452,28722,-1307,6523,268438473
-1772,-2372,25932,24261,32,3844,268438473
-2036,1076,29776,-539,98,-2643,268438473
-1832,92,27420,-26824,4612,-4439,268438473
-1632,-2560,12180,-32768,3225,-5442,268438473
-724,-8976,1188,-20850,-4944,-5387,268438473
664,-11700,-1140,2599,-6705,-911,268438473
424,-8916,6080,23291,478,4160,268438473
-792,-6404,15344,31221,2655,7008,268438473
-624,-2256,24868,24672,4569,6601,268438473
-2320,420,26692,4492,1716,506,268438473
-3180,648,28092,-18580,9625,-4278,268438473
-2648,-1128,14108,-27696,5527,-7018,268438473
-1216,-6624,3960,-19749,-1407,-5992,268438473
-732,-11472,560,137,-7011,-1294,268438473
-204,-8212,6212,18633,-4180,4485,268438473
-1768,-6748,15620,26710,158,7410,268438473
-3568,-2040,29320,17877,5166,5799,268438473
-2752,-604,27340,-4837,2494,-903,268438473
-3568,-148,20360,-21902,4410,-5575,268438473
-2324,-3136,11120,-22617,2467,-6436,268438473
-448,-8792,3044,-11340,-4402,-4453,268438473
172,-9672,3896,6917,-6725,1735,268438473
-1012,-7616,11428,19257,-3736,6565,268438473
-1772,-4852,20552,20801,592,7742,268438473
-2820,-1564,24624,6952,-274,3084,268438473
-3412,-164,26764,-13955,6154,-3069,268438473
-2980,-1192,17140,-24578,6734,-7061,268438473
-1316,-5256,8580,-20670,4922,-7323,268438473
-424,-10508,1912,-8739,-1811,-4291,268438473
-248,-10512,3344,8502,-7328,2609,268438473
-1324,-7832,10780,20205,-5299,7292,268438473
-636,-7016,11604,23763,-6399,9745,268438473
-4644,-2732,26332,12430,-1873,5101,268438473
-3964,-776,29524,-6793,7309,-1522,268438473
-3652,-1396,19204,-20982,8469,-5784,268438473
-1800,-4012,8712,-20179,3766,-7519,268438473
-968,-10224,1912,-7116,-4419,-4392,268438473
-720,-9208,4432,11123,-5828,2532,268438473
-1944,-7448,12476,21375,-3642,6458,268438473
-3104,-5188,20836,20907,-106,7063,268438473
-2944,-2296,19584,11220,-2432,3292,268438473
-3376,-1448,21104,-631,1955,-956,268438473
-2776,-2644,16620,-6684,1434,-2593,268438473
-1976,-3720,12608,-5129,-1934,-2015,268438473
-2112,-4784,12516,262,-2813,-421,268438473
-1916,-4860,14696,3662,-2013,258,268438473
-1684,-4612,16488,2656,-1107,348,268438473
-1588,-4388,16288,467,-744,388,268438473
-1832,-4308,15292,-97,-143,710,268438473
-2212,-4192,14672,667,-542,789,268438473
-2392,-4180,15080,1546,-855,792,268438473
-2092,-3924,15800,1539,-559,269,268438473
-1764,-4008,15856,1370,-43,14,268438473
-1856,-3820,15156,1519,-126,299,268438473
-2048,-3784,15412,1705,-763,594,268438473
-2208,-3600,15968,1505,-853,601,268438473
-2296,-3400,15868,509,-1214,-18,268438473
-2164,-3576,15420,199,-2329,-73,268438473
-1948,-3520,15648,493,-1768,-385,268438473
-1580,-3536,15648,410,-1950,-672,268438473
-1388,-3672,15512,189,-2020,-542,268438473
-1292,-3700,15464,387,-2289,-110,268438473
-1328,-3620,15588,704,-1951,105,268438473
-1196,-3560,15772,776,-1735,159,268438473
-1112,-3484,15696,545,-1783,41,268438473
-1000,-3456,15604,743,-1493,-58,268438473
-1028,-3476,15500,1236,-1779,41,268438473
-828,-3268,15252,1912,-2033,133,268438473
-808,-3208,15376,2734,-2735,367,268438473
-636,-2988,15752,3331,-2634,477,268438473
-672,-2840,16352,3127,-2404,467,268438473
-468,-2564,16268,2320,-2320,117,268438473
-476,-2556,16088,2008,-2236,87,268438473
-160,-2536,16136,1758,-1729,87,268438473
-244,-2388,16276,1541,-1753,197,268438473
-24,-2232,16044,1094,-1535,192,268438473
-44,-2136,16068,959,-1439,137,268438473
80,-2048,16184,1049,-1158,21,268438473
-28,-2088,16436,940,-1174,29,268438473
144,-2052,16400,357,-706,-156,268438473
148,-2096,16156,124,-374,-215,268438473
240,-2076,16276,-6,-85,-293,268438473
380,-2096,16028,-18,-343,-221,268438473
56,-2216,15744,454,-146,19,268438473
-52,-2096,16184,406,-387,64,268438473
52,-1892,16240,206,-354,-42,268438473
192,-2016,16108,-198,-204,-171,268438473
128,-2048,15768,86,-534,-56,268438473
72,-2056,15384,836,-535,76,268438473
96,-2096,16096,1337,-575,16,268438473
36,-1872,16420,1440,-485,-132,268438473
-28,-1952,15940,1238,-1160,-189,268438473
136,-1700,15976,1319,-657,-22,268438473
-168,-1448,15696,2073,2,-138,268438473
112,-1748,15668,2465,555,-804,268438473
48,-1252,15984,2560,-1138,-844,268438473
