ax, ay, az, gx, gy, gz, temp
-8728,-2292,-15820,-1361,11702,-2787,268438473
-8012,-2628,-16108,178,9917,-3439,268438473
-7148,-3188,-15640,506,6744,-3614,268438473
-6620,-3476,-15168,834,5708,-3010,268438473
-6532,-3552,-14944,955,5458,-1784,268438473
-6460,-3256,-14364,-212,6174,-498,268438473
-6620,-3208,-15256,-1527,7316,0,268438473
-6504,-3048,-15472,-1353,7152,-729,268438473
-6148,-2912,-15288,-1814,7067,-970,268438473
-6068,-2672,-15572,-2960,8683,-423,268438473
-5840,-2220,-16228,-3145,10039,-966,268438473
-5016,-1932,-16096,-2411,11351,-3081,268438473
-3816,-1984,-16816,-2193,11858,-5331,268438473
-2528,-2424,-17240,-2884,10023,-5582,268438473
-1700,-2476,-17308,-2403,8434,-4444,268438473
-1344,-2596,-17356,-1484,9289,-3236,268438473
-1256,-2320,-17300,-1083,9294,-3082,268438473
-812,-2304,-17724,-1661,6311,-3567,268438473
-296,-2980,-17980,-1460,3244,-3370,268438473
208,-3204,-18008,-983,1620,-1722,268438473
144,-3524,-17844,171,779,-218,268438473
-196,-3052,-18092,634,-928,982,268438473
-824,-2776,-17804,22,-2589,1561,268438473
-932,-2512,-18132,-122,-2134,1543,268438473
-1436,-2400,-18344,321,-2775,926,268438473
-1428,-2532,-18428,680,-4014,143,268438473
-1332,-2768,-18348,743,-5501,185,268438473
-1292,-2868,-18080,659,-6750,1299,268438473
-1788,-3068,-18360,513,-8738,2231,268438473
-2380,-2856,-18028,672,-12408,2981,268438473
-3488,-2640,-17660,1746,-13267,3320,268438473
-4076,-2696,-17388,2592,-13704,3651,268438473
-4872,-2680,-16600,1875,-15139,4239,268438473
-5704,-2516,-16228,166,-17705,4493,268438473
-6280,-2768,-15724,-1322,-21225,4616,268438473
-7060,-2264,-14320,-1334,-23140,4883,268438473
-8292,-1996,-13396,-850,-18803,5856,268438473
-9684,-1524,-13452,-1102,-16433,5698,268438473
-10388,-880,-13428,-2503,-18190,4156,268438473
-11332,-532,-13328,-3001,-19569,2632,268438473
-11676,-872,-12212,-854,-16475,1575,268438473
-12504,-1148,-11528,839,-11398,1267,268438473
-12604,-932,-12160,377,-12455,906,268438473
-12988,-1476,-11080,-270,-17160,1801,268438473
-13048,-1172,-8888,430,-16437,4461,268438473
-13364,-664,-8420,1846,-11246,2967,268438473
-14140,-864,-8188,1861,-13336,2034,268438473
-13784,-840,-7064,1130,-15747,1898,268438473
-13472,-876,-5980,271,-15446,3349,268438473
-14744,-312,-5080,-137,-11544,4626,268438473
-14976,196,-5164,-575,-9420,3822,268438473
-15584,460,-5136,-1705,-11307,1854,268438473
-15528,484,-4848,-2749,-13749,501,268438473
-15872,1196,-4252,-2568,-14331,374,268438473
-15804,716,-3512,-1330,-13248,263,268438473
-14996,220,-2944,-515,-13973,225,268438473
-15648,-404,-1692,-440,-16287,-1480,268438473
-14828,-628,-168,-2331,-22570,-1879,268438473
-13688,-312,1512,-4316,-25037,-1942,268438473
-14224,-712,2492,-3682,-20783,-102,268438473
-14776,88,3536,-1229,-17329,2202,268438473
-14992,584,4016,-353,-16934,888,268438473
-15260,452,4624,-205,-18833,88,268438473
-14672,752,6300,273,-18553,-1026,268438473
-14444,692,7348,270,-16012,-1809,268438473
-14032,652,7624,161,-14676,-3017,268438473
-13588,-152,8716,287,-15224,-4241,268438473
-12444,-780,9904,-92,-13005,-4233,268438473
-11976,-1476,10136,-644,-9094,-3432,268438473
-11788,-1804,9840,-601,-7473,-2534,268438473
-11448,-1440,9276,-1200,-11021,-2689,268438473
-10988,-1664,10008,-1864,-16603,-3285,268438473
-10028,-1600,11636,-1770,-17962,-3470,268438473
-9268,-1712,12608,-489,-13488,-3163,268438473
-9416,-1244,11988,296,-12841,-3175,268438473
-8864,-1328,12620,-71,-15863,-4445,268438473
-7436,-1300,13716,133,-14646,-4825,268438473
-7000,-1644,14372,1035,-11661,-4413,268438473
-6216,-1740,14156,1044,-11656,-4334,268438473
-5144,-1604,14588,659,-12762,-3524,268438473
-4496,-1832,15496,257,-13013,-2153,268438473
-4324,-1656,16080,-187,-11595,-1313,268438473
-4248,-1760,15764,-744,-11542,-1465,268438473
-3684,-1752,15552,-897,-11739,-2230,268438473
-2736,-2296,15792,-887,-12793,-2766,268438473
-1960,-2368,16672,-1019,-12003,-2080,268438473
-1656,-2604,16520,-1121,-10564,-1403,268438473
-1604,-2596,16116,-1915,-13449,-1639,268438473
-640,-2632,16496,-2723,-15692,-1997,268438473
-80,-2888,16344,-2393,-15518,-1880,268438473
696,-2888,16492,-2710,-16052,-2166,268438473
1532,-2672,16288,-3704,-17216,-2779,268438473
2248,-2644,15568,-3928,-19602,-3879,268438473
4228,-3352,16148,-3575,-19857,-4854,268438473
5232,-3876,16128,-2827,-16259,-4161,268438473
5884,-3448,14448,-3808,-17249,-2708,268438473
7256,-3596,14232,-4261,-20965,-2524,268438473
8092,-3764,14564,-2104,-17006,-2821,268438473
8396,-3812,13664,-1616,-13444,-3022,268438473
9524,-3808,12628,-3130,-16382,-3385,268438473
10644,-4200,12176,-2823,-16348,-2572,268438473
10996,-4052,11532,-1565,-16446,-1609,268438473
11464,-3776,11532,-1518,-16582,-1563,268438473
12168,-3884,10724,-2605,-16357,-1706,268438473
12040,-3788,8884,-2805,-18019,-2075,268438473
12956,-3600,8900,-2298,-19461,-2706,268438473
13728,-4312,8904,-1614,-17615,-2774,268438473
13928,-4028,7972,-2135,-17076,-2588,268438473
15160,-3964,6584,-3495,-19529,-2513,268438473
15708,-3728,6376,-2618,-18380,-1915,268438473
15956,-3876,5020,-2748,-19182,-1194,268438473
16444,-3656,4328,-3254,-19888,-536,268438473
16596,-3412,3184,-3115,-19045,-273,268438473
16256,-3732,1976,-3716,-22445,116,268438473
16340,-3668,724,-3457,-22262,377,268438473
15972,-3720,-440,-3291,-23493,926,268438473
16180,-3668,-1084,-3830,-22989,1011,268438473
15548,-3544,-2984,-4652,-20853,1048,268438473
15308,-3448,-5544,-5681,-21853,526,268438473
15324,-3552,-6652,-4479,-22431,764,268438473
13996,-3248,-7464,-2824,-21066,838,268438473
13912,-3584,-8796,-2776,-20860,336,268438473
13372,-3664,-8744,-2953,-19589,763,268438473
12804,-3348,-9924,-2703,-17187,596,268438473
12596,-3184,-11736,-3271,-16861,175,268438473
12356,-3180,-12908,-3270,-16913,26,268438473
12304,-3092,-13672,-3438,-16584,167,268438473
11632,-2904,-14512,-3571,-16740,815,268438473
9940,-2092,-14812,-3502,-17289,440,268438473
9752,-2804,-15076,-3032,-16186,60,268438473
8160,-2528,-14792,-2350,-15047,-102,268438473
7512,-2596,-14360,-2626,-14408,-872,268438473
6980,-2844,-14968,-3487,-13174,-1428,268438473
6644,-2456,-15976,-4284,-11762,-1343,268438473
5752,-2768,-17108,-4444,-11959,-1408,268438473
4784,-1980,-17512,-3533,-11957,-1419,268438473
4828,-1228,-17112,-2635,-11687,-1754,268438473
5020,-588,-17140,-2771,-11303,-2260,268438473
4080,-636,-16612,-3132,-10533,-3012,268438473
3320,-756,-15932,-3581,-7949,-3496,268438473
3308,-252,-17424,-4092,-6017,-3714,268438473
3548,-164,-18160,-3374,-4958,-3175,268438473
3376,60,-19264,-1887,-3424,-2265,268438473
3548,124,-19228,-634,-2359,-1316,268438473
3680,264,-18492,456,1887,-257,268438473
3212,756,-18924,1897,6274,-211,268438473
3396,640,-18504,3212,7766,-1477,268438473
4712,-344,-17316,4753,10880,-2054,268438473
5536,-688,-17216,4164,13275,-1812,268438473
6292,-1092,-17132,4403,13260,-1125,268438473
6632,-900,-16364,5205,13207,-366,268438473
7228,-1268,-15608,4727,13487,73,268438473
7968,-1816,-15472,4474,15660,137,268438473
9168,-2756,-14720,4155,15202,847,268438473
9764,-3072,-14672,3621,16065,2916,268438473
9260,-2880,-15312,3603,14888,3670,268438473
9432,-2536,-13876,5277,15775,4060,268438473
9748,-2424,-12236,6601,22807,2430,268438473
10496,-2604,-13772,3068,19805,-211,268438473
12844,-4072,-12804,2498,13987,-257,268438473
14208,-3932,-10844,5540,19866,1507,268438473
13604,-3676,-10040,6913,26895,515,268438473
14400,-4276,-10008,6330,27630,-1526,268438473
16308,-5276,-7836,5880,22264,-376,268438473
16936,-5632,-5592,6935,24296,3387,268438473
14904,-5328,-5928,6721,24949,5299,268438473
14472,-5428,-5772,3975,11247,6043,268438473
15308,-5472,-2168,5085,9946,7215,268438473
13928,-4936,-684,6509,20721,5551,268438473
12980,-5004,-1136,6497,25795,235,268438473
14996,-5668,-384,5200,19959,-2679,268438473
17028,-6188,1708,5489,18912,-1066,268438473
16696,-5536,3492,7211,25165,909,268438473
15716,-5048,4088,7161,27118,159,268438473
15104,-5272,5652,6574,24005,-199,268438473
15128,-5500,7700,5952,21639,1673,268438473
13476,-4720,8768,5330,21534,3639,268438473
11924,-3848,9248,4301,20919,2832,268438473
11200,-4852,10084,3727,20337,1704,268438473
10444,-4572,10704,4677,20893,772,268438473
9956,-4548,11108,5150,20860,-521,268438473
9392,-4516,11656,4259,16630,-1064,268438473
9164,-4624,12648,4144,15237,-655,268438473
8580,-4452,13196,5049,17557,-318,268438473
7508,-4072,13476,4470,15417,-363,268438473
7048,-3952,14324,3496,12615,-244,268438473
6412,-3796,14512,3279,12118,179,268438473
5912,-3020,14220,2195,10518,509,268438473
5436,-3336,14808,1520,9645,923,268438473
5032,-3364,14760,1956,12441,1706,268438473
3536,-3304,14852,1200,17342,942,268438473
3452,-3248,14024,2069,11302,2574,268438473
3300,-2292,15284,3448,11346,2584,268438473
2032,-2904,15952,3394,11721,2497,268438473
1028,-2912,15696,2682,13229,1703,268438473
-48,-3036,15448,2303,10778,1234,268438473
72,-2608,16060,2138,9584,1346,268438473
-636,-2200,15844,2483,10062,1743,268438473
-1884,-1884,15696,2684,7828,640,268438473
-2732,-1508,15940,2130,5678,-1155,268438473
-2740,-1768,17308,1669,5885,-2715,268438473
-1932,-1192,17076,-232,11913,-2436,268438473
-2496,-1660,15836,-1822,13203,-1234,268438473
-3328,-2692,15764,-1606,11594,-459,268438473
-3864,-2372,15364,-1174,11297,56,268438473
-4548,-3296,15392,564,13080,716,268438473
-5696,-2844,15836,1725,16501,763,268438473
-6376,-2744,15552,1648,20107,-60,268438473
-7532,-2368,14140,1787,20510,-632,268438473
-8672,-988,13248,484,15568,-178,268438473
-9268,-2888,13304,-3142,6735,1827,268438473
-9108,-1652,14468,-4248,10082,3041,268438473
-9804,-2104,13996,-2826,17810,2563,268438473
-10764,-2056,12812,-2364,23442,1840,268438473
-10648,-2896,11020,-2401,24573,810,268438473
-10892,-2844,9092,-1059,23750,1799,268438473
-12484,-2968,8452,844,23941,1270,268438473
-13688,-2500,7196,1545,24818,248,268438473
-14144,-2416,5908,1498,23089,-558,268438473
-14148,-1944,4812,1377,21401,-697,268438473
-14496,-1752,4052,879,21111,-475,268438473
-15220,-636,3600,-1043,21381,-1314,268438473
-15440,-892,784,-3578,19338,-2178,268438473
-15424,-1700,-396,-4700,14390,-2555,268438473
-15256,-2736,-1104,-3690,12500,-2004,268438473
-15012,-3008,-936,-878,14128,-1288,268438473
-15148,-3144,-1648,1033,15785,-748,268438473
-15424,-2928,-2404,708,14265,-404,268438473
-15364,-2908,-2936,-297,12504,-407,268438473
-15360,-2844,-3148,-949,13284,-593,268438473
-15280,-3168,-4068,-954,13805,-738,268438473
-14876,-3100,-5108,-1307,13913,-495,268438473
-14456,-2972,-5988,-1959,13867,-220,268438473
-14152,-2936,-7068,-2480,13391,258,268438473
-14104,-2208,-7900,-2670,13650,1519,268438473
-14236,-1148,-9576,-2667,15111,3178,268438473
-14844,-876,-11604,-2054,12582,2246,268438473
-14376,-1180,-11816,182,7284,-658,268438473
-13068,-1552,-10180,2343,7814,-2292,268438473
-12624,-2372,-9584,2640,12243,-2997,268438473
-12048,-3476,-10372,1976,13635,-3481,268438473
-11304,-4216,-10440,1060,12723,-4305,268438473
-10480,-4424,-10008,475,13209,-4773,268438473
-9624,-4640,-10184,-773,15794,-4089,268438473
-9128,-4116,-11008,-2998,17785,-3490,268438473
-8272,-3584,-13208,-4871,17043,-4033,268438473
-7656,-3388,-14756,-5501,14656,-4335,268438473
-6720,-3288,-15768,-4454,13587,-4178,268438473
-6304,-3280,-16352,-2877,12521,-4158,268438473
-5552,-3300,-16244,-1704,10764,-3510,268438473
-5252,-2964,-16304,-1306,10898,-1912,268438473
-5396,-2504,-16156,-1188,11511,-1364,268438473
-5356,-2312,-16452,-1556,10390,-2221,268438473
-5008,-2140,-15912,-2219,10788,-3291,268438473
-4412,-2352,-16292,-4220,11682,-3659,268438473
-3604,-2516,-16652,-4582,11325,-4816,268438473
-2492,-2136,-16936,-4269,11901,-5315,268438473
-1060,-2716,-18228,-4327,11197,-5298,268438473
-460,-2156,-17800,-3059,8384,-5188,268438473
472,-2068,-17752,-2420,9527,-4235,268438473
1252,-2560,-18632,-1660,7106,-4590,268438473
2408,-2916,-18948,-703,4725,-4086,268438473
2584,-3328,-19024,-211,1906,-2204,268438473
1792,-3724,-19056,184,511,23,268438473
716,-3404,-18820,490,-293,1594,268438473
-56,-2576,-18168,612,-1281,1796,268438473
-732,-1820,-17792,397,-278,769,268438473
-384,-1712,-18016,-147,-33,-587,268438473
600,-2244,-18004,82,-524,-915,268438473
1048,-2120,-18144,654,-614,-202,268438473
1048,-2252,-17984,1113,-2863,90,268438473
1016,-2516,-17436,1498,-4472,407,268438473
532,-2576,-17284,1631,-5016,967,268438473
60,-3000,-17412,687,-7822,1282,268438473
276,-4064,-18180,123,-10682,2497,268438473
-64,-4164,-18540,-530,-14063,5819,268438473
-1852,-3068,-17304,-572,-14457,8860,268438473
-4540,-1944,-17592,-405,-12167,8427,268438473
-5280,-2480,-19028,-1205,-17075,5688,268438473
-5256,-2468,-18652,-629,-23699,4636,268438473
-6364,-1584,-15944,2396,-21905,4907,268438473
-7972,-708,-15056,3266,-14900,4822,268438473
-9756,-1392,-16704,1412,-17523,2890,268438473
-9680,-1460,-15672,1187,-23071,441,268438473
-9924,-1492,-13916,3153,-20469,-482,268438473
-10440,-1872,-14092,5309,-15792,-796,268438473
-10404,-1804,-14516,4604,-20869,-1231,268438473
-10232,-2384,-12604,3560,-28513,-1358,268438473
-10632,-2508,-9508,4187,-25775,649,268438473
-11796,-2752,-8328,4413,-19442,1712,268438473
-13128,-2912,-8820,3707,-21437,429,268438473
-13316,-3112,-7548,3226,-27340,-660,268438473
-13404,-2872,-4264,3532,-24492,-901,268438473
-13772,-3044,-3448,3230,-18092,-165,268438473
-14300,-3648,-4304,2275,-18848,213,268438473
-14300,-3252,-2016,2301,-21980,358,268438473
-14812,-2904,316,2248,-16588,744,268438473
-15388,-2552,-164,2081,-11841,687,268438473
-15828,-2776,-1392,1713,-16578,-335,268438473
-15316,-2628,120,2370,-21846,-1046,268438473
-15072,-2536,3176,3359,-19067,-1460,268438473
-14688,-2700,3740,3334,-14080,-1401,268438473
-14276,-3108,3320,2960,-15250,-1292,268438473
-13812,-3124,4120,2865,-20196,-1094,268438473
-13356,-3124,6632,2494,-18871,-571,268438473
-13104,-3104,7704,2722,-12996,-1,268438473
-12932,-2776,7000,2136,-11053,-480,268438473
-12140,-2732,6904,2192,-14700,-1453,268438473
-11300,-3548,8688,2758,-17032,-1274,268438473
-10972,-3876,10544,2837,-12467,359,268438473
-10796,-3264,9720,2352,-9111,1513,268438473
-11240,-2768,9868,2468,-10726,1855,268438473
-11180,-2912,10032,2164,-14305,1973,268438473
-9828,-2064,12004,1940,-12922,1466,268438473
-10040,-1880,12476,1318,-8474,1702,268438473
-10240,-1768,12060,1807,-6876,1262,268438473
-10028,-1484,12088,1757,-8264,44,268438473
-9232,-1708,12748,996,-10044,-200,268438473
-8760,-1980,13480,945,-9358,228,268438473
-8544,-1876,13328,897,-8001,212,268438473
-8292,-1680,13472,553,-9300,-150,268438473
-7900,-1712,14092,548,-9609,-729,268438473
-6884,-1900,13884,948,-9864,-755,268438473
-6456,-2312,14444,893,-11935,-587,268438473
-5972,-1616,14728,1560,-10061,-188,268438473
-5844,-1648,15340,2240,-8153,-184,268438473
-5512,-1480,15812,2147,-8567,-1158,268438473
-4948,-976,16468,937,-9843,-1931,268438473
-4332,-1156,16500,-47,-10338,-2403,268438473
-3760,-1328,16800,451,-10072,-2628,268438473
-3416,-1324,16784,-58,-10527,-2904,268438473
-2596,-1644,16672,-1084,-12323,-3463,268438473
-1648,-1812,16328,-1735,-14083,-3355,268438473
-896,-1864,16232,-2241,-16574,-3522,268438473
-76,-2068,17024,-2154,-16208,-3766,268438473
332,-1828,16704,-2064,-14658,-3809,268438473
1184,-1744,15900,-2836,-16711,-4767,268438473
2988,-2156,16300,-4379,-20646,-5058,268438473
4408,-2780,16168,-4541,-21112,-4658,268438473
4520,-2376,16060,-3456,-17883,-4491,268438473
5360,-2560,15000,-3817,-16811,-4677,268438473
6628,-2712,13596,-5752,-23068,-4398,268438473
8380,-3344,13644,-5218,-25365,-4108,268438473
9652,-3596,14252,-2080,-18748,-2653,268438473
9324,-3328,13328,-1652,-13976,-1675,268438473
10176,-3036,10960,-5053,-22803,-1697,268438473
12136,-3508,10784,-5061,-28821,-791,268438473
13076,-3716,11984,-2312,-22721,426,268438473
12840,-3772,10736,-3502,-17620,1008,268438473
13012,-3528,7488,-7603,-21843,916,268438473
13896,-4356,5520,-7467,-27760,1050,268438473
14456,-4596,5792,-4424,-24843,1862,268438473
14224,-4220,4984,-3897,-20283,2261,268438473
14412,-4148,2908,-6477,-25147,1645,268438473
15100,-4376,1784,-7024,-27150,942,268438473
15184,-4744,1204,-5695,-23452,676,268438473
15244,-5168,-636,-6156,-21001,447,268438473
15356,-5104,-2228,-7686,-22110,115,268438473
15692,-5168,-4248,-7778,-22913,783,268438473
15500,-5108,-5468,-7629,-26175,1763,268438473
15212,-5120,-5836,-5860,-21273,2994,268438473
14524,-4576,-7300,-6223,-18970,3689,268438473
