-112,784,16284,-22,-153,22,268438473
-176,804,16184,0,-194,29,268438473
-148,784,16160,-29,-165,17,268438473
-76,800,16052,-37,-155,8,268438473
-88,824,16204,-25,-241,-4,268438473
-56,744,16176,-36,-182,-33,268438473
-108,800,16152,-23,-202,-4,268438473
-72,884,16184,-27,-157,-1,268438473
-120,820,16236,-46,-183,-6,268438473
-168,740,16116,-24,-166,-11,268438473
-88,756,16380,-34,-188,-4,268438473
-76,820,16160,-40,-211,5,268438473
-96,808,16112,-23,-180,-1,268438473
-116,820,16228,-21,-164,11,268438473
-116,808,16188,-18,-196,6,268438473
-44,868,16148,-32,-191,25,268438473
-88,844,16136,-42,-219,20,268438473
-80,756,16284,-46,-173,-6,268438473
-176,760,16308,-19,-152,-2,268438473
-8,820,16124,-16,-175,6,268438473
-124,776,16152,-43,-185,36,268438473
-60,792,16264,-29,-190,17,268438473
-80,864,16280,-35,-199,16,268438473
-28,800,16128,-49,-176,-10,268438473
-12,840,16212,-41,-148,9,268438473
-116,836,16200,-43,-201,4,268438473
-20,812,16172,-46,-215,13,268438473
-112,840,16236,-34,-197,-11,268438473
-128,824,16196,-24,-197,12,268438473
-88,772,16024,-22,-200,22,268438473
-16,832,16260,-41,-189,28,268438473
-84,784,16356,-3,-182,14,268438473
-68,772,16184,-29,-177,-2,268438473
-108,796,16356,-33,-181,9,268438473
-60,860,16252,-30,-184,5,268438473
4,820,16068,-44,-185,-3,268438473
-56,840,16328,-35,-186,4,268438473
-64,744,16176,-29,-175,-2,268438473
-72,676,16024,-39,-173,1,268438473
-28,816,16208,-22,-185,14,268438473
-108,888,16188,-34,-226,-9,268438473
-20,728,15672,9,-267,27,268438473
108,816,16532,-103,-106,-14,268438473
-132,668,16304,-17,-168,2,268438473
-48,816,15892,40,-330,12,268438473
-168,756,16304,-25,-171,7,268438473
-36,780,16104,-61,-97,2,268438473
-8,844,16184,-23,-176,-14,268438473
-160,816,16032,-13,-231,-10,268438473
32,868,16240,-37,-175,10,268438473
-184,844,16344,-31,-132,-3,268438473
-60,828,16172,-24,-167,10,268438473
52,828,16144,29,-272,7,268438473
-184,728,16108,-23,-108,3,268438473
-128,852,16200,-45,-109,4,268438473
-32,804,16180,-34,-204,3,268438473
32,760,15976,-15,-253,-25,268438473
-60,776,16200,-60,-139,32,268438473
-184,856,16380,-84,-128,4,268438473
-24,760,16252,-13,-243,-6,268438473
-104,860,16152,-21,-204,4,268438473
-80,792,16328,-54,-174,31,268438473
-4,852,16216,-27,-144,-1,268438473
-72,688,16128,-45,-169,21,268438473
-132,836,16140,-15,-226,19,268438473
-60,808,16160,-32,-134,12,268438473
-96,784,16288,-23,-182,1,268438473
-8,772,16224,-42,-194,7,268438473
820,1004,16476,195,-285,-6663,268438473
-332,808,15980,37,100,-4485,268438473
-8,824,16236,217,-564,-4624,268438473
-228,812,16228,112,-262,-4059,268438473
280,916,16120,183,-446,-4522,268438473
540,764,16184,237,-591,-5009,268438473
280,712,16276,234,-489,-5042,268438473
304,1064,16224,220,-436,-4937,268438473
520,908,15964,230,-465,-4696,268438473
176,876,16412,219,-490,-4548,268438473
444,1076,16520,125,-271,-4816,268438473
104,716,16092,342,-782,-5301,268438473
-56,748,16204,252,-479,-5679,268438473
260,664,16452,171,-422,-6268,268438473
-80,448,16236,107,-57,-5762,268438473
84,444,16196,258,-620,-5436,268438473
408,660,15988,379,-812,-5108,268438473
-296,736,16164,109,-285,-4631,268438473
-192,724,16016,209,-553,-4411,268438473
-296,632,15904,212,-431,-4570,268438473
-280,612,16168,147,-383,-4815,268438473
-108,604,16312,193,-546,-4726,268438473
124,464,15988,137,-387,-4404,268438473
16,456,16136,270,-636,-4011,268438473
-636,580,16184,183,-365,-3566,268438473
-336,420,16168,161,-419,-3529,268438473
-424,956,16200,108,-259,-3662,268438473
200,1024,16072,225,-410,-4832,268438473
392,892,15836,244,-591,-5073,268438473
-68,752,16336,178,-487,-4329,268438473
-236,788,16240,150,-455,-3909,268438473
376,952,16376,165,-504,-3902,268438473
460,996,16224,199,-465,-4050,268438473
24,912,16340,223,-651,-4180,268438473
-604,744,16072,284,-910,-3964,268438473
-508,660,16560,105,-265,-4451,268438473
-116,708,16640,157,-316,-5020,268438473
40,688,16196,293,-556,-5604,268438473
112,860,16080,294,-723,-5287,268438473
-624,768,16124,127,-388,-5260,268438473
-216,596,16312,122,-317,-5179,268438473
-364,440,16244,157,-150,-5429,268438473
-116,1000,16208,393,-758,-5440,268438473
-308,548,16304,50,2,-4934,268438473
84,832,16320,394,-1131,-4660,268438473
-264,792,16440,204,-620,-4034,268438473
92,876,16072,137,-382,-4438,268438473
-28,740,16280,261,-677,-4912,268438473
-712,436,16284,165,-251,-5274,268438473
-776,32,15900,-22,120,-5422,268438473
-332,800,16332,168,-544,-5513,268438473
-4,664,16096,231,-327,-6119,268438473
168,608,15944,202,-327,-5920,268438473
204,712,15752,322,-738,-5513,268438473
68,884,16060,253,-539,-5437,268438473
144,872,15944,120,-135,-5058,268438473
-124,848,16048,262,-514,-4964,268438473
196,744,16112,372,-871,-4934,268438473
52,812,16172,452,-1186,-4077,268438473
-196,740,16268,-18,86,-3480,268438473
-84,548,16204,207,-657,-2849,268438473
-772,656,16104,-121,305,-2803,268438473
-1236,268,16364,221,-811,-1409,268438473
-460,512,15948,-42,-8,-1775,268438473
288,804,16288,68,-291,-2657,268438473
-88,832,16000,114,-332,-3315,268438473
-300,752,16152,125,-332,-2962,268438473
52,808,16040,24,-216,-2488,268438473
-72,768,16320,115,-460,-1851,268438473
16,692,16292,89,-250,-2069,268438473
-16,936,16172,49,-206,-2000,268438473
-116,992,16264,87,-416,-2275,268438473
-140,860,16312,63,-344,-2170,268438473
120,840,16152,90,-419,-1838,268438473
-252,908,16156,-1,-122,-1655,268438473
-620,432,16088,34,-131,-1301,268438473
-480,528,16088,-53,-64,-1289,268438473
-628,504,16096,31,-318,-814,268438473
-360,604,16296,3,-169,-528,268438473
-152,868,16172,-1,-235,-279,268438473
-92,824,16176,-145,183,-236,268438473
-184,816,16256,-25,-116,-154,268438473
-140,852,16264,-16,-244,-55,268438473
-132,816,16200,8,-293,44,268438473
-72,848,16144,-32,-163,34,268438473
-124,820,16112,-71,-56,-12,268438473
-128,760,16124,-24,-108,-112,268438473
-156,844,16104,-78,-130,4,268438473
-120,972,16308,54,-461,198,268438473
-12,1180,16356,254,-1063,1532,268438473
-68,764,16204,-297,293,1751,268438473
-156,808,16184,78,-526,1031,268438473
-324,936,16056,-30,-190,1073,268438473
-92,888,16132,-106,-64,1626,268438473
-64,784,16136,-70,-102,1195,268438473
4,776,16232,-9,-218,568,268438473
-68,760,16240,-26,-161,321,268438473
248,824,15976,-474,1024,471,268438473
-192,888,16192,-98,-220,1092,268438473
-184,732,16304,-175,52,2019,268438473
-272,736,16292,-201,16,2764,268438473
-608,664,16272,-212,26,3150,268438473
-56,800,16052,-160,-135,2828,268438473
36,728,16112,-151,57,1222,268438473
-44,836,16220,-40,-199,436,268438473
256,804,16116,-6,-308,221,268438473
-192,740,16348,70,-476,312,268438473
-100,884,16140,-108,-245,762,268438473
-508,696,16348,-244,-333,1432,268438473
60,904,16280,-120,-382,1485,268438473
48,692,16136,-92,-485,1474,268438473
-1132,700,16212,-339,-936,2322,268438473
-884,480,16284,-427,-1173,3294,268438473
-128,708,15964,-351,-1257,2955,268438473
736,884,15792,-98,-101,2096,268438473
1220,820,16232,15,256,1773,268438473
396,520,16136,-18,217,1401,268438473
-892,804,16540,-156,-237,2022,268438473
-916,904,15688,-207,-453,2683,268438473
-92,448,16208,-7,616,2779,268438473
-512,640,16296,-155,-7,3309,268438473
-76,360,16148,-101,388,2910,268438473
432,572,16484,-67,337,2865,268438473
-248,596,16496,-230,-457,3497,268438473
-1120,876,15876,-189,1012,3782,268438473
512,856,16364,113,-677,3851,268438473
-40,712,15808,-46,32,4234,268438473
128,752,16660,-261,-300,4199,268438473
-204,28,16008,-299,57,4502,268438473
-96,248,16516,-135,49,4394,268438473
-776,1032,16252,-240,-409,5599,268438473
-24,884,15688,-452,485,6480,268438473
-296,428,16472,-268,363,6084,268438473
-1124,428,15900,-224,60,5338,268438473
184,652,15980,-465,1293,5047,268438473
1276,984,16676,-245,464,4538,268438473
2480,796,16712,207,-979,3431,268438473
-888,500,15812,-279,927,4014,268438473
-1084,448,16340,0,-1249,3642,268438473
-1124,756,15896,-46,49,4631,268438473
124,1060,16316,-162,-18,4858,268438473
-28,1024,15908,-291,551,4971,268438473
396,848,16388,-206,423,4725,268438473
-584,420,16408,-293,-270,5494,268438473
-556,676,16200,-291,-261,6095,268438473
284,980,16244,-225,-766,5693,268438473
-556,928,15740,-159,953,5959,268438473
-232,668,16448,-287,219,6690,268438473
564,304,16148,-277,-110,6127,268438473
408,404,16292,-267,263,5508,268438473
476,528,16444,-239,153,5259,268438473
132,780,16432,-234,-571,5387,268438473
-164,792,16556,-223,-666,5816,268438473
-496,820,15784,-173,622,6655,268438473
248,776,16652,-258,421,6008,268438473
632,752,16064,-311,-29,6078,268438473
688,636,16628,-212,350,6197,268438473
-668,576,15936,-309,-82,6767,268438473
40,840,16544,-268,251,6958,268438473
-156,596,16208,-296,363,7136,268438473
224,284,16632,-279,250,6668,268438473
16,724,16140,-197,24,6653,268438473
428,1000,16268,-390,-176,6837,268438473
-92,1068,15940,-407,488,7325,268438473
124,732,16124,-507,176,8084,268438473
1096,612,16220,-334,369,8946,268438473
568,136,16488,-250,814,9483,268438473
-96,588,16412,-464,-237,9488,268438473
-552,908,15860,-441,428,9675,268438473
-736,728,16216,-373,-44,8770,268438473
-124,376,16152,-214,727,7935,268438473
-508,536,16372,-299,243,6447,268438473
64,332,16412,-211,467,5190,268438473
276,116,16536,-254,196,4305,268438473
400,216,16144,-226,255,3796,268438473
228,224,15872,-207,410,3625,268438473
556,364,16136,-213,-43,4055,268438473
368,468,16144,-194,242,4333,268438473
268,848,16364,-188,92,4628,268438473
-436,872,15944,-252,324,5758,268438473
316,752,16104,-246,328,5338,268438473
-348,596,16400,-158,55,4987,268438473
-232,1116,16152,-338,620,5993,268438473
360,976,16272,-266,178,5168,268438473
120,604,16232,-119,1,3767,268438473
248,864,16056,-289,-88,3990,268438473
1616,-88,15756,-352,1231,3531,268438473
0,300,15676,-361,565,1035,268438473
-224,460,16100,-370,888,-59,268438473
1128,1284,16200,-258,483,-1313,268438473
2432,288,16276,87,-111,-1089,268438473
-292,712,16348,209,-813,101,268438473
-568,1080,16140,474,-1504,1534,268438473
696,824,16412,-72,-671,3325,268438473
-580,500,16336,-42,-487,1368,268438473
-340,460,15804,-44,236,-1105,268438473
-316,448,15904,42,-19,-2813,268438473
-168,680,16108,147,-455,-3789,268438473
304,1076,16396,132,-639,-2258,268438473
92,840,15960,-39,-255,315,268438473
616,1404,15560,-356,239,2897,268438473
-848,-152,16376,-260,-377,5661,268438473
-2268,148,15944,-255,184,2906,268438473
-784,1212,16148,-109,-4,2078,268438473
-608,488,16284,-175,-92,2596,268438473
-420,564,16212,-205,61,2440,268438473
-1272,492,16192,-152,140,2473,268438473
-460,680,16436,-221,126,2373,268438473
56,800,15792,-264,303,2010,268438473
-28,464,16028,-168,157,2650,268438473
92,484,16080,-204,15,2595,268438473
200,724,16288,-203,53,2838,268438473
-228,856,16080,-242,100,3796,268438473
44,904,16272,-222,137,3865,268438473
-472,704,16076,-223,86,3850,268438473
-500,536,16192,-259,82,4624,268438473
-204,608,16124,-435,481,5447,268438473
-380,776,16372,-318,251,5501,268438473
64,916,16484,-338,-48,5795,268438473
-396,632,16032,-345,296,5915,268438473
-552,704,16360,-321,-54,5625,268438473
-620,772,15996,-350,218,5654,268438473
-384,984,15836,-276,-47,4433,268438473
-124,724,16376,-161,-161,3215,268438473
-752,496,16116,-129,-204,2498,268438473
-140,444,16196,-119,-202,2656,268438473
160,400,16324,-99,-171,2885,268438473
-340,356,16140,-244,-28,3258,268438473
-192,500,16204,-189,43,3329,268438473
-644,464,16108,-132,-143,3034,268438473
-748,624,16340,-108,-201,2679,268438473
-660,540,15984,-118,-75,2409,268438473
-368,532,16184,-103,-79,2481,268438473
-16,656,16432,-144,-52,2579,268438473
256,808,16264,-186,-83,2897,268438473
260,724,16060,-265,127,2625,268438473
20,640,16096,-107,19,2143,268438473
-312,672,16152,-89,-138,2511,268438473
-500,740,15880,-208,-22,2904,268438473
-768,1320,16124,-431,339,4485,268438473
-232,1032,16256,-199,-103,5200,268438473
-140,556,16224,-379,205,4582,268438473
-360,420,16256,-170,63,3702,268438473
-480,472,16220,-259,-7,2571,268438473
-1308,528,16240,-228,154,2546,268438473
28,972,16116,-337,155,2910,268438473
480,596,16080,-212,53,1762,268438473
248,660,16176,-10,-124,632,268438473
332,968,16268,144,-220,-145,268438473
-456,576,16236,-53,-2,288,268438473
-136,816,16032,-121,-46,599,268438473
540,1276,16148,-22,-176,-967,268438473
124,924,16352,193,-386,-1736,268438473
-56,804,16148,106,-291,-1877,268438473
-268,928,16148,119,-310,-1420,268438473
-312,780,16256,-41,-182,-1254,268438473
-644,860,16236,89,-312,-2534,268438473
-584,692,16056,235,-537,-4165,268438473
-592,564,16104,431,-646,-4713,268438473
-64,572,16124,282,-943,-4023,268438473
-12,340,16160,310,-925,-4889,268438473
156,832,16292,294,-438,-4470,268438473
228,1072,16360,291,-507,-5078,268438473
-156,812,16288,282,-526,-4895,268438473
-316,996,16172,154,-415,-2636,268438473
-104,832,16232,82,-304,-1686,268438473
196,824,16136,87,-237,-2093,268438473
616,732,16212,159,-305,-3471,268438473
176,224,16184,265,-638,-5095,268438473
380,224,16020,333,-816,-5559,268438473
564,324,16284,566,-1204,-6770,268438473
-72,64,16228,815,-1158,-6739,268438473
-184,396,16764,1665,-1398,-6591,268438473
-292,700,16956,2671,-1489,-6743,268438473
1488,1452,14696,833,-1514,-5640,268438473
56,-520,15632,-150,-878,-5713,268438473
-404,592,16272,-73,-35,-5289,268438473
-432,152,16112,-715,-1306,-5970,268438473
572,164,15860,-1796,-98,-5460,268438473
148,72,16972,-2570,2053,-4302,268438473
-1296,-104,16248,132,-335,-3221,268438473
-1436,1472,16104,275,-594,-4550,268438473
-1020,680,16060,204,-557,-4585,268438473
-216,416,16440,208,-491,-5010,268438473
112,16,16380,161,-237,-5468,268438473
-268,116,16312,217,-594,-5004,268438473
-108,-220,16336,191,-323,-4496,268438473
-316,1244,16240,38,-415,-3426,268438473
272,180,16032,68,-278,-3437,268438473
-412,656,16140,49,-331,-2171,268438473
-760,1040,16292,-2,-192,-1991,268438473
-1320,1408,16200,-11,-377,-3008,268438473
-680,1372,16460,-201,-327,-3829,268438473
-88,1540,15996,69,-332,-3378,268438473
-320,1976,16372,114,-262,-3144,268438473
-120,696,16060,120,-225,-3056,268438473
-724,692,16128,-66,23,-1970,268438473
16,-520,16024,-39,-5,-1515,268438473
-376,944,15928,-104,73,-2174,268438473
-84,2228,16316,-272,273,-2083,268438473
-384,1264,16324,-150,-17,-1266,268438473
-28,1584,16224,-120,-82,-793,268438473
-672,1784,16036,-88,80,-680,268438473
-1120,1792,16168,-86,-198,-773,268438473
-808,1532,16100,68,-430,-159,268438473
-96,1896,16136,-19,-127,-157,268438473
1204,1692,16364,-32,-444,1185,268438473
-804,2416,16260,33,-493,1171,268438473
-636,2108,15924,196,-501,-234,268438473
156,1856,15864,178,-444,-578,268438473
284,988,16432,125,-270,-397,268438473
-124,1860,16288,198,-707,-657,268438473
-144,1356,16044,126,-578,-842,268438473
-276,1324,15880,131,-296,-533,268438473
-420,1020,16356,229,-612,-686,268438473
-128,644,16524,308,-734,-803,268438473
-204,716,16288,74,-324,-774,268438473
-8,640,16352,876,-786,892,268438473
-528,2556,16416,-218,295,1062,268438473
-1376,732,16380,-284,511,921,268438473
-472,1740,16452,-154,36,-216,268438473
-660,780,16256,114,-388,-590,268438473
-276,1508,16088,-28,-67,-1140,268438473
-140,1324,16160,246,-932,-2203,268438473
100,944,16300,92,-317,-2403,268438473
-128,980,16236,194,-627,-1816,268438473
84,-124,16112,155,-328,-1114,268438473
352,980,16004,205,-873,-398,268438473
-168,672,16120,225,-726,-654,268438473
-336,36,16040,235,-891,-938,268438473
-140,-76,16036,38,-334,-1334,268438473
284,-72,16596,33,-150,-833,268438473
-132,324,16032,27,-281,-605,268438473
-528,-304,16320,199,-599,-489,268438473
-28,240,16116,134,-519,-176,268438473
-140,-876,16288,91,-499,-777,268438473
-68,-712,16056,-145,159,-831,268438473
-92,-912,16268,-290,395,-1259,268438473
324,688,15972,-588,1390,-1384,268438473
-932,-1008,16528,-41,141,-2505,268438473
-660,-472,16312,272,-792,-2851,268438473
-224,-40,16044,193,-640,-3439,268438473
-160,0,16140,-110,258,-3602,268438473
400,736,16088,93,-550,-3514,268438473
264,-116,16432,73,-438,-3200,268438473
188,-628,15900,114,-140,-2054,268438473
-152,132,16104,-65,-9,-962,268438473
-2708,328,16068,160,-436,-5271,268438473
-388,316,16188,235,-328,-6618,268438473
332,648,16320,243,-499,-5876,268438473
132,1024,16224,231,-457,-5181,268438473
-412,632,16180,220,-291,-4537,268438473
-100,1044,16260,206,-315,-4091,268438473
-124,916,16208,210,-262,-3840,268438473
-20,1076,16460,132,-365,-3678,268438473
-108,1472,16024,125,-273,-3112,268438473
-36,888,16124,109,-219,-2619,268438473
-144,824,15972,59,-279,-2222,268438473
-180,656,16124,28,-196,-1914,268438473
-272,952,16176,1,-286,-1917,268438473
-184,912,16280,71,-183,-1653,268438473
-104,908,16056,20,-198,-1418,268438473
-136,840,16524,67,-417,-1219,268438473
-408,8,16152,49,-366,-999,268438473
-944,-232,16416,-27,-123,-862,268438473
-108,392,16196,71,-295,-557,268438473
-380,400,16172,-12,-47,-44,268438473
784,1772,16176,-187,7,1062,268438473
696,1764,16260,-117,120,1710,268438473
232,2196,16304,-98,-52,1799,268438473
-380,3852,16156,-114,45,1414,268438473
464,3492,16284,-35,-165,24,268438473
-140,1312,16240,-58,-501,198,268438473
84,3268,16108,-46,-343,793,268438473
-324,1420,16204,-150,-127,1770,268438473
-272,2176,15988,-140,-94,1527,268438473
124,1844,16412,-113,-197,1244,268438473
84,1852,16132,-149,-97,1448,268438473
360,1312,16084,-133,55,1257,268438473
116,1692,16140,-129,-102,1553,268438473
-236,484,16404,-68,-107,2101,268438473
16,1044,16136,-183,24,2381,268438473
72,760,16192,-166,-120,2539,268438473
92,1040,16200,-162,-85,2929,268438473
-808,636,16316,-105,-88,2318,268438473
-368,124,16228,-51,-473,1513,268438473
-260,836,16708,-38,73,835,268438473
-560,704,16368,-88,78,511,268438473
-484,1264,16028,-28,-275,324,268438473
-204,1216,15700,-28,-163,141,268438473
-88,664,16168,34,-379,482,268438473
-96,868,16560,52,-349,836,268438473
276,716,16340,285,-488,347,268438473
464,964,16224,310,-542,346,268438473
-40,-52,16512,547,-333,923,268438473
-368,-384,16848,1299,-612,1261,268438473
-956,-840,15980,1132,-192,1540,268438473
-524,-796,15740,318,66,1385,268438473
-364,-1004,16348,-103,-151,860,268438473
-500,-1212,16288,-117,-226,402,268438473
152,732,15896,-739,-5,-133,268438473
-464,-1184,16352,-804,-13,-165,268438473
84,-372,16036,-1154,448,-65,268438473
-296,-380,16448,-1256,659,221,268438473
-288,304,16464,-484,137,289,268438473
-124,-224,16096,-58,-137,104,268438473
0,244,16136,-64,-271,-231,268438473
-28,-112,15896,-49,-176,-452,268438473
-272,1176,16680,-60,-280,-211,268438473
60,604,16340,-36,-137,-196,268438473
-232,652,16136,-45,-299,-97,268438473
-368,452,16164,-67,-134,-151,268438473
-316,1116,16300,-36,-116,-495,268438473
-496,1344,16412,11,-324,-899,268438473
-268,1740,16164,-56,-156,-1196,268438473
-1280,532,15872,167,-329,-4206,268438473
108,820,16204,152,-411,-3650,268438473
228,584,16116,106,-237,-3393,268438473
-268,1076,16492,129,-288,-3120,268438473
4,1176,15888,90,-284,-2545,268438473
-12,704,16560,89,-386,-2028,268438473
-584,976,16568,23,-404,-2009,268438473
-548,1088,16136,42,-344,-2114,268438473
60,1184,16600,22,-210,-1729,268438473
292,1252,15920,30,-235,-1257,268438473
-332,616,16060,55,-97,-1134,268438473
-444,188,16080,1,-282,-967,268438473
-308,220,16124,9,-217,-582,268438473
-192,496,15916,-35,-297,-790,268438473
188,1488,16068,3,-62,-462,268438473
52,1856,16256,-46,-98,-376,268438473
-288,1344,16168,71,-236,-240,268438473
192,1996,16056,6,-81,-349,268438473
76,2628,16300,-20,-153,-197,268438473
-272,2908,15996,2,-178,-189,268438473
-232,764,16232,14,-352,87,268438473
-268,2984,15928,-163,-291,1342,268438473
128,2452,16072,42,6,1148,268438473
140,2296,15828,-102,-29,1355,268438473
-80,3104,15856,-101,-21,1177,268438473
464,2196,16076,-15,-114,424,268438473
424,1544,16544,-59,-263,429,268438473
