ax, ay, az, gx, gy, gz, temp
3368,-1032,16504,352,-420,285,268438473
3928,-1056,15784,275,-69,137,268438473
3992,-732,15812,124,-35,114,268438473
4052,-828,15724,136,36,54,268438473
3980,-988,15648,151,90,-16,268438473
4004,-924,15768,112,163,-55,268438473
4048,-724,15684,146,392,-22,268438473
3724,-680,15884,73,723,29,268438473
4036,-748,16036,-55,549,-27,268438473
3832,-296,14792,370,-11,605,268438473
3708,-1268,15976,387,-753,377,268438473
3600,-264,17168,888,-3074,1117,268438473
7572,1436,22836,-4640,-6556,1825,268438473
8412,688,28024,-17440,2774,3769,268438473
2736,732,23620,-31919,2161,11241,268438473
3256,-1960,14232,-32768,4781,7842,268438473
240,-3396,2576,-32768,-3058,7285,268438473
2052,-8792,-8832,-12114,11313,3018,268438473
-5668,-6320,-9632,24482,-1664,-1526,268438473
1000,-2336,4916,32767,-9688,-6372,268438473
6972,-2108,22260,32767,-20264,-9209,268438473
20884,5444,32767,13018,-9958,-2045,268438473
10364,3212,24232,-24192,5995,6722,268438473
7620,2020,20108,-28508,8244,10503,268438473
2568,-5336,7156,-27380,17242,8349,268438473
-4380,-6376,-5200,-3431,5556,2324,268438473
-2108,-5372,-396,22851,-7877,-5475,268438473
744,-3196,16980,32767,-16458,-10370,268438473
12832,2552,32767,12744,-19262,-6546,268438473
14848,3540,32767,-18108,-32,4557,268438473
14208,-328,19996,-29881,15435,11152,268438473
-2236,-5784,-1572,-25455,14545,8716,268438473
-7108,-8064,-10360,6266,8609,-2264,268438473
-4868,-4900,4992,32767,-14777,-10512,268438473
8888,1748,31936,26070,-22281,-11384,268438473
17252,4868,32767,-8870,-1970,102,268438473
9984,2420,20268,-26787,6860,5739,268438473
1468,-4128,3236,-19269,16677,10846,268438473
-6764,-8320,-6924,3743,8942,-2096,268438473
-3604,-5484,4192,28438,-10709,-10283,268438473
9140,1144,26916,26740,-19448,-12384,268438473
19040,7308,32767,-9201,-4406,6291,268438473
12188,1528,19884,-25513,1193,9915,268438473
3420,-2900,5976,-23726,9301,11462,268438473
-3772,-8100,-6820,-8283,12406,3006,268438473
-3328,-5700,4116,21974,-7976,-3686,268438473
6824,-536,32148,15320,-18911,-1811,268438473
13624,-4136,32767,-11721,-951,2841,268438473
8676,-4584,10956,-25153,-1891,4467,268438473
4804,-6208,4308,-28070,1407,1495,268438473
-2408,-4816,-4880,-14112,30086,1250,268438473
4108,-2504,3416,4648,32127,-7241,268438473
2856,-3200,3860,14040,32767,-9259,268438473
3436,524,-1260,32767,32767,369,268438473
2584,-776,76,32767,32767,9181,268438473
