ax, ay, az, gx, gy, gz, temp
-52,828,16084,-39,-215,20,268438473
32,712,16068,-49,-176,2,268438473
56,736,16188,-30,-174,24,268438473
4,856,16200,-35,-205,5,268438473
-64,828,16104,-63,-179,2,268438473
-84,876,16156,-18,-184,9,268438473
-40,788,16124,-20,-211,5,268438473
-156,816,16208,-52,-151,-4,268438473
-52,768,16272,-52,-168,-11,268438473
-100,800,16256,-34,-198,3,268438473
16,844,16220,-39,-200,16,268438473
-4,832,16296,-32,-165,3,268438473
-40,848,16240,2,-190,2,268438473
-48,892,16184,-43,-208,-9,268438473
-44,816,16184,-2,-168,-8,268438473
-12,812,16256,-9,-187,2,268438473
0,812,16200,-11,-187,0,268438473
-36,816,16248,-32,-215,20,268438473
-32,784,16152,-25,-180,14,268438473
-76,836,16176,-39,-154,3,268438473
52,856,16168,-60,-198,9,268438473
-80,784,16360,-23,-224,20,268438473
-88,744,16160,-45,-186,0,268438473
-76,788,16256,-19,-184,9,268438473
-24,736,16156,-38,-197,19,268438473
28,852,16108,-25,-203,20,268438473
-52,860,16100,-21,-199,-4,268438473
40,776,16188,-2,-176,-4,268438473
-24,784,16236,-11,-187,-14,268438473
-132,820,16224,-17,-155,12,268438473
-100,692,16136,-37,-194,-4,268438473
48,904,16152,-46,-151,-2,268438473
12,872,16160,-30,-196,11,268438473
-8,756,16304,-32,-248,-2,268438473
8,748,16152,-54,-176,3,268438473
84,820,16200,-45,-163,11,268438473
-52,816,16204,-40,-232,26,268438473
64,876,16228,-17,-197,-7,268438473
-28,756,16232,-29,-177,2,268438473
40,868,16168,-30,-186,-26,268438473
-16,800,16152,-12,-180,37,268438473
52,772,16124,-16,-201,3,268438473
-60,764,16160,-32,-128,32,268438473
-128,904,16144,-26,-167,-19,268438473
-44,812,16260,-21,-171,-1,268438473
0,808,16336,-29,-144,6,268438473
68,828,16144,-21,-177,-34,268438473
-104,860,16132,-10,-176,-13,268438473
-76,820,16164,-40,-212,14,268438473
-24,880,16236,-30,-171,16,268438473
24,804,16184,-11,-177,-9,268438473
