ax, ay, az, gx, gy, gz, temp
796,-276,16336,-130,450,-210,268438473
660,-412,16260,-185,481,-56,268438473
500,-380,16144,-258,326,-132,268438473
496,-148,16232,-320,362,-233,268438473
428,-228,16292,-343,91,-19,268438473
656,-552,16132,-276,-153,45,268438473
824,-348,16440,-139,-226,79,268438473
752,-428,16184,8,5,96,268438473
720,-716,16120,-8,134,208,268438473
416,-732,16000,38,166,62,268438473
372,-796,15932,38,33,-197,268438473
724,-540,16364,-28,289,-590,268438473
712,-268,16372,-135,793,-671,268438473
500,-564,16380,-111,1016,-438,268438473
296,-276,16376,39,696,-250,268438473
212,-264,16336,149,478,-63,268438473
164,-480,15952,141,204,250,268438473
280,-572,16036,133,-95,333,268438473
356,-572,16120,166,-260,305,268438473
208,-504,16048,147,-454,132,268438473
216,-692,16268,133,-615,163,268438473
436,-236,16356,-63,-645,213,268438473
296,-172,16440,-231,-735,140,268438473
304,-204,16260,-483,-630,64,268438473
460,-308,16244,-531,-487,34,268438473
380,-476,16408,-204,-334,143,268438473
204,-456,16212,207,-243,166,268438473
76,-64,16092,718,-609,126,268438473
468,-108,16164,972,-642,162,268438473
860,-116,16224,993,-356,224,268438473
476,-528,16276,1031,-220,-162,268438473
388,-364,16216,1010,-172,-325,268438473
296,-180,16240,804,-253,-285,268438473
504,108,16252,441,-255,-297,268438473
496,196,16572,151,-184,158,268438473
148,-156,16160,45,-131,453,268438473
364,-68,15960,262,-397,426,268438473
356,216,16080,494,-407,577,268438473
532,-132,16000,681,-525,619,268438473
656,-108,16120,702,-520,314,268438473
700,-272,16108,748,-530,235,268438473
592,-136,16128,648,-416,247,268438473
516,-124,15980,493,-582,122,268438473
520,-52,16292,293,-618,59,268438473
764,-168,16228,112,-512,96,268438473
784,-140,16248,114,-318,-86,268438473
580,-32,16272,153,-209,-163,268438473
672,-100,15984,119,-110,-58,268438473
788,196,15996,-57,-214,20,268438473
732,56,16080,-482,-294,191,268438473
376,-204,16036,-440,-270,237,268438473
444,156,16092,-238,-390,202,268438473
444,196,16268,-80,-479,14,268438473
608,476,16472,-135,-521,6,268438473
404,540,16504,-222,-580,161,268438473
624,248,16308,-318,-640,207,268438473
868,28,16420,-426,-432,218,268438473
736,316,16108,-520,-174,37,268438473
552,104,16000,-557,-371,-22,268438473
644,-152,15708,-935,-398,-15,268438473
708,-380,15908,-1139,-531,-250,268438473
920,-392,16288,-918,-576,-517,268438473
956,-196,16472,-380,-345,-481,268438473
488,384,16292,287,-292,-620,268438473
588,484,16180,830,-665,-745,268438473
936,272,16468,566,-627,-647,268438473
972,-32,16392,72,-356,-396,268438473
984,-348,16456,-164,-312,-267,268438473
832,-156,16208,-285,-365,68,268438473
1036,-328,16024,-330,-396,354,268438473
964,-188,16092,-306,-348,344,268438473
1064,-288,16172,-317,-403,430,268438473
1104,-376,16100,-296,-297,496,268438473
1068,-152,16324,-239,-229,242,268438473
948,-160,16248,-183,-188,106,268438473
724,-304,16344,-218,-149,52,268438473
664,-152,16288,-318,-257,-28,268438473
800,12,16164,-371,-187,117,268438473
908,-164,16152,-310,-150,192,268438473
832,-256,16092,-106,-114,18,268438473
764,-136,16204,121,-196,-20,268438473
820,-156,16424,303,-229,164,268438473
1092,-272,16392,244,-122,34,268438473
844,-144,16292,93,-38,-114,268438473
1100,-148,16288,-186,72,-55,268438473
1036,-240,16160,-455,243,38,268438473
760,-236,16148,-599,209,50,268438473
840,-368,16136,-534,206,96,268438473
816,-416,15988,-306,168,72,268438473
836,-508,16060,-114,132,-169,268438473
736,-16,16196,62,32,-217,268438473
600,-200,16012,147,-41,-28,268438473
480,-248,16132,183,-167,18,268438473
768,-208,16296,163,-119,62,268438473
872,-336,16252,46,-38,62,268438473
828,-232,16040,-57,-16,-28,268438473
756,-236,16204,-102,-46,19,268438473
676,-348,16208,-125,-47,-10,268438473
620,-256,16232,-84,-58,-100,268438473
616,-84,16300,-108,42,-89,268438473
712,-252,16224,-34,63,-137,268438473
744,-76,16232,-91,14,-100,268438473
684,-220,16136,-111,6,-55,268438473
636,-520,16100,-273,124,-10,268438473
536,-384,16076,-254,3,0,268438473
676,-184,16232,-173,-131,52,268438473
884,-244,16324,-288,-12,164,268438473
672,-344,16140,-173,-28,-83,268438473
596,-248,16212,-219,7,-132,268438473
632,-368,16264,-377,49,-101,268438473
392,-424,16188,-456,74,-25,268438473
524,-260,16196,-360,25,108,268438473
620,-376,16244,-217,-26,113,268438473
592,-396,16176,-40,18,-30,268438473
616,-280,16196,-22,20,-20,268438473
668,-376,16156,-71,48,6,268438473
500,-256,16132,-101,25,-38,268438473
580,-404,16240,-81,45,-101,268438473
580,-352,16304,-36,110,-111,268438473
464,-436,16432,-148,154,-2,268438473
384,-468,16204,-168,92,19,268438473
428,-484,16260,-232,233,96,268438473
416,-644,16100,-297,278,44,268438473
356,-456,16136,-347,240,-27,268438473
236,-560,16124,-355,214,-40,268438473
372,-532,16256,-289,254,-134,268438473
240,-324,16236,-165,138,-156,268438473
336,-416,16216,-147,284,-72,268438473
164,-472,16104,15,177,-138,268438473
204,-384,16008,181,85,-325,268438473
244,-432,16220,215,136,-101,268438473
172,-564,16140,239,131,-82,268438473
140,-408,16148,322,-39,-168,268438473
368,-468,16268,294,-67,-19,268438473
292,-572,16208,174,-55,22,268438473
300,-408,16192,90,-78,-13,268438473
196,-348,16328,55,-66,-36,268438473
276,-332,16080,46,-62,-72,268438473
196,-528,16024,-40,-107,-39,268438473
112,-432,16188,-7,-112,-137,268438473
96,-348,16252,25,-42,-68,268438473
268,-336,16164,5,-48,-79,268438473
180,-312,16036,26,-179,-90,268438473
188,-432,16148,13,-201,-70,268438473
144,-456,16020,-51,-126,43,268438473
-128,-416,16160,118,-215,-66,268438473
188,-344,16256,207,-244,-82,268438473
320,-296,16292,202,-92,-123,268438473
64,-356,16056,314,-185,-155,268438473
252,-312,16284,207,-225,-54,268438473
172,-280,16292,132,-202,37,268438473
336,-368,16120,144,-179,-111,268438473
176,-508,16232,34,-46,-151,268438473
52,-360,16180,8,47,-148,268438473
188,-300,16144,-8,7,-112,268438473
72,-440,16224,0,14,-125,268438473
-64,-280,16228,13,-102,-105,268438473
88,-236,16264,-29,-50,-43,268438473
20,-268,16016,-11,-109,9,268438473
112,-408,16036,15,-26,-49,268438473
0,-272,16120,-1,-189,-81,268438473
68,-276,16288,-5,-148,-122,268438473
104,-244,16416,-59,-75,-47,268438473
40,-272,16196,77,-95,-105,268438473
16,-384,16176,209,-70,-99,268438473
248,-288,16320,223,-121,-120,268438473
144,-388,16304,166,-181,-163,268438473
112,-348,16152,-13,-118,-119,268438473
-52,-260,16212,-97,-171,13,268438473
256,-248,16352,-113,-194,-46,268438473
328,-292,16408,-126,-160,13,268438473
216,-296,16228,-93,-136,-44,268438473
156,-296,16232,-114,-139,-106,268438473
0,-376,16016,-180,-119,-105,268438473
24,-312,16156,-153,-47,-18,268438473
148,-320,16292,-59,-71,-40,268438473
-16,-312,16188,-75,-97,-51,268438473
44,-428,16236,-199,-145,9,268438473
136,-340,16204,-224,-79,70,268438473
124,-268,16216,-32,-134,17,268438473
24,-208,16272,60,-173,-1,268438473
-48,-228,15948,89,-115,-48,268438473
116,-216,16236,20,-181,-106,268438473
156,-200,16352,-37,-208,-64,268438473
36,-396,16244,-50,-67,-40,268438473
-88,-212,16172,35,-161,-58,268438473
100,-288,16184,-10,-127,20,268438473
-40,-436,16068,-16,-179,-47,268438473
40,-300,16144,-27,-201,-2,268438473
36,-316,16180,20,-124,-53,268438473
-88,-244,16112,77,-85,-86,268438473
-120,-208,16176,109,-193,-124,268438473
32,-160,16416,-11,-208,44,268438473
140,-316,16160,-80,-128,58,268438473
68,-416,16172,14,-62,-52,268438473
-36,-200,16072,30,-150,-132,268438473
56,-180,16064,83,-218,-159,268438473
68,-356,16296,-68,-156,-86,268438473
-32,-332,16184,-184,-43,-80,268438473
-140,-204,16108,-195,-114,-25,268438473
-76,-320,16172,-267,-159,19,268438473
80,-356,16264,-246,-160,-33,268438473
192,-336,16304,-189,-73,40,268438473
80,-328,16272,-209,-49,14,268438473
-56,-192,16060,-106,-182,-97,268438473
-80,-400,16180,-69,-111,-118,268438473
-76,-348,16124,-49,-108,-78,268438473
-52,-280,16092,44,-192,-24,268438473
36,-292,16056,184,-314,-65,268438473
88,-260,16128,100,-217,-17,268438473
12,-432,16060,99,-187,-87,268438473
-40,-572,16148,-14,-293,-26,268438473
60,-352,16408,-120,-235,60,268438473
-28,-444,16212,-109,-241,125,268438473
148,-328,16236,-113,-241,1,268438473
20,-348,16208,-98,-121,-4,268438473
-140,-356,15980,-127,-128,14,268438473
-12,-244,16068,-70,-235,-97,268438473
16,-224,16140,-70,-238,-177,268438473
32,-372,16224,-205,-229,-83,268438473
56,-288,16308,-170,-134,42,268438473
-56,-272,16176,-10,-172,-38,268438473
116,-396,16020,8,-150,61,268438473
-204,-260,16240,142,-201,6,268438473
-32,-156,16256,208,-185,-139,268438473
44,-456,16060,158,-143,-43,268438473
-300,-424,16176,171,-247,-30,268438473
-56,-368,16324,28,-357,18,268438473
184,-320,16256,-167,-227,74,268438473
200,-264,16128,-129,-122,76,268438473
32,-324,16188,-41,-199,-3,268438473
116,-500,16180,-15,-179,-43,268438473
168,-312,16252,-77,-136,-81,268438473
-56,-244,16128,-115,-170,-3,268438473
-136,-168,16116,-59,-212,27,268438473
52,-256,16188,-33,-242,130,268438473
-68,-344,16180,-16,-174,82,268438473
32,-380,16240,11,-243,-35,268438473
16,-348,16192,-69,-148,-41,268438473
-108,-284,16372,-91,-189,26,268438473
72,-304,16248,44,-157,9,268438473
-44,-380,16208,104,-141,-53,268438473
-80,-224,16236,66,-173,-125,268438473
-24,-312,16232,-35,-158,-86,268438473
48,-392,16224,-56,-171,20,268438473
68,-240,16176,-23,-118,67,268438473
-120,-332,16100,145,-195,28,268438473
96,-368,16264,146,-167,-8,268438473
12,-260,16180,90,-192,-1,268438473
72,-392,16188,-64,-162,-48,268438473
16,-280,16112,-150,-224,-80,268438473
100,-220,16456,-189,-196,13,268438473
36,-240,16244,-169,-210,-101,268438473
124,-144,16456,-203,-98,2,268438473
-188,-220,16132,-163,-67,82,268438473
-116,-336,16080,17,-171,-33,268438473
-132,-368,16088,63,-177,-36,268438473
-20,-116,16196,140,-234,-69,268438473
-100,-288,16036,161,-236,-67,268438473
40,-192,16184,142,-241,-13,268438473
12,-348,16208,79,-238,11,268438473
96,-220,16088,101,-271,-70,268438473
48,-240,16228,40,-195,-102,268438473
-36,-212,16152,3,-135,-109,268438473
-12,-396,16072,-43,-279,-88,268438473
104,-268,16232,17,-230,-162,268438473
52,-272,16288,76,-226,-96,268438473
8,-280,16116,-11,-251,11,268438473
48,-244,16136,-52,-231,21,268438473
184,-164,16204,-105,-224,-31,268438473
264,-288,16200,-108,-143,15,268438473
20,-200,16060,-110,-137,-107,268438473
84,-112,16264,-15,-201,-132,268438473
-84,-248,16008,67,-160,-130,268438473
80,-292,16120,80,-207,-82,268438473
72,-220,16108,16,-223,-14,268438473
4,-292,16280,-10,-207,-3,268438473
52,-212,16324,-132,-238,51,268438473
140,-288,16288,-120,-219,42,268438473
-20,-308,16300,65,-174,-62,268438473
-28,-216,16288,239,-216,-148,268438473
8,-144,16204,268,-303,-20,268438473
140,-224,16064,132,-236,-6,268438473
32,-188,16168,30,-172,-43,268438473
32,-200,16208,16,-158,-132,268438473
-104,-232,16120,-100,-268,-114,268438473
200,-204,16328,-101,-294,4,268438473
164,-280,16272,-61,-183,-40,268438473
104,-212,16264,-42,-206,-40,268438473
-12,-276,16180,-53,-182,25,268438473
-64,-200,16212,8,-216,-38,268438473
8,-140,16192,-62,-156,-3,268438473
24,-220,16080,-29,-143,78,268438473
12,-232,16052,51,-118,-29,268438473
-12,-312,16204,67,-174,-79,268438473
8,-120,16368,45,-158,-57,268438473
76,-192,16212,10,-202,-54,268438473
128,-288,16204,-18,-127,-57,268438473
52,-240,16352,26,-139,-108,268438473
120,-180,16276,33,-138,23,268438473
-140,-96,16180,157,-177,-100,268438473
-28,-196,16172,75,-190,-66,268438473
-40,-180,16152,-28,-129,-19,268438473
40,-192,16184,-104,-158,59,268438473
12,-300,15996,-36,-273,-77,268438473
76,-120,16352,52,-284,-61,268438473
232,-188,16316,-12,-202,80,268438473
64,-212,16300,28,-152,-18,268438473
-28,-168,16288,97,-297,-68,268438473
172,-212,16392,106,-223,126,268438473
-52,-260,16200,30,-255,34,268438473
-168,-348,16484,-271,-560,-224,268438473
160,-436,16744,-495,-572,49,268438473
56,-324,16756,-180,-677,-205,268438473
112,8,17304,460,-945,-767,268438473
624,512,17616,1093,-769,-1040,268438473
588,624,17460,1418,-430,-916,268438473
-248,348,17060,1488,-123,-711,268438473
-584,300,16532,1606,-621,-703,268438473
-320,208,16368,1838,-1228,-891,268438473
196,300,16728,2191,-1187,-906,268438473
464,40,16576,2735,-1206,-621,268438473
564,240,16652,3183,-881,-535,268438473
592,256,16436,3382,-614,-237,268438473
1������ �196,632,16596,3050,-261,-210,268438473
780,636,16240,2484,252,-37,268438473
168,220,15784,1743,463,-169,268438473
-68,300,15372,1064,234,-548,268438473
584,516,15292,422,121,-324,268438473
636,620,14888,-130,97,146,268438473
1060,1016,14388,-221,435,651,268438473
728,948,13528,214,342,582,268438473
620,1204,13344,902,-170,-58,268438473
580,1444,13528,1145,-280,-191,268438473
196,1704,13868,1257,-568,8,268438473
148,1628,14184,1222,-1179,94,268438473
352,2048,14900,1013,-1330,242,268438473
188,2144,15212,532,-1525,555,268438473
464,2028,15680,-345,-1487,467,268438473
512,1664,16076,-2026,-1326,254,268438473
824,1832,16532,-2788,-1336,133,268438473
1096,1584,17260,-3696,-582,-202,268438473
948,1560,17396,-3919,-266,-556,268438473
856,1324,16992,-3564,-22,-666,268438473
660,1028,17024,-2569,-27,-733,268438473
416,948,16752,-1453,-94,-1152,268438473
1132,632,16960,-752,86,-1073,268438473
1052,632,17056,-326,588,-581,268438473
692,600,16060,-43,615,-493,268438473
424,444,16124,489,117,-680,268438473
716,408,16244,654,-546,-664,268438473
836,616,16532,855,-663,-616,268438473
524,648,16836,1200,-645,-477,268438473
376,108,16748,1527,-957,-532,268438473
844,272,16940,2071,-672,-299,268438473
680,388,16824,2337,-"31,312,268438473
592,888,16856,1916,346,985,268438473
316,528,16160,1500,521,1269,268438473
376,388,15928,1129,25,750,268438473
928,636,16388,216,-274,424,268438473
1324,772,16584,-519,-120,32,268438473
1312,396,16388,-779,105,-717,268438473
1584,200,16764,-1258,394,-1078,268438473
996,596,16460,-1641,839,-1071,268438473
492,668,16224,-1458,688,-923,268438473
536,576,16032,-1138,271,-634,268438473
612,660,16052,-1005,150,-446,268438473
944,656,16024,-999,-251,-151,268438473
908,468,16140,-984,-485,-33,268438473
1164,364,16116,-982,-468,230,268438473
792,552,16176,-914,-391,270,268438473
1044,420,16208,-702,-497,212,268438473
1072,676,16428,-603,-211,109,268438473
912,388,15948,-472,-162,-89,268438473
876,608,16264,-221,-281,-271,268438473
832,640,16364,-261,-244,-338,268438473
1192,592,16124,-309,-612,-325,268438473
964,380,16212,-470,-783,-397,268438473
760,280,16324,-471,-676,-423,268438473
1076,312,16912,-927,-573,-275,268438473
1188,512,16664,-997,29,-52,268438473
808,444,16152,-845,134,347,268438473
996,256,15944,-212,-45,413,268438473
1180,-184,15752,746,146,412,268438473
172,616,15752,1459,-195,644,268438473
112,684,16108,2222,-318,1158,268438473
748,696,16036,2284,-226,1381,268438473
928,708,16264,1676,45,1338,268438473
356,1060,16364,941,363,1338,268438473
56,1220,15996,503,168,1277,268438473
-476,788,15556,201,139,873,268438473
-1056,548,15956,308,-37,851,268438473
-1124,1632,16280,595,84,878,268438473
-1328,1640,16504,783,-45,1163,268438473
-1004,1676,16520,907,-172,1438,268438473
-392,1584,16636,837,-110,1301,268438473
-188,1488,16352,465,75,1118,268438473
-336,1516,16380,199,164,981,268438473
-444,1432,16556,-181,9,713,268438473
152,1348,16332,-383,-24,327,268438473
8,1248,15896,-686,428,228,268438473
-420,1388,15880,-449,304,76,268438473
-524,1432,15832,58,-19,-135,268438473
-376,1484,15840,514,-385,-106,268438473
-244,1684,16104,644,-243,209,268438473
224,1108,15804,919,-576,1,268438473
140,1584,16080,742,-511,115,268438473
304,1428,16152,650,-576,193,268438473
544,1280,16164,722,-492,-100,268438473
200,1292,16212,576,-443,-23,268438473
196,1316,16076,541,-493,-271,268438473
400,1276,16436,484,-451,-479,268438473
296,1440,16160,375,-390,-479,268438473
12,1456,16252,239,-599,-262,268438473
68,1500,16212,168,-753,-64,268438473
152,1608,16188,257,-744,-235,268438473
348,1564,16204,190,-619,-125,268438473
172,1524,16144,277,-789,-217,268438473
356,1552,16160,345,-871,-388,268438473
256,1604,15960,484,-677,-692,268438473
-44,1424,15856,548,-859,-868,268438473
332,1680,16000,386,-963,-1087,268438473
1028,1864,16640,-360,-1016,-987,268438473
760,1468,16360,-749,-542,-1268,268438473
168,1584,15844,-547,-581,-2041,268438473
164,1408,15872,-337,-853,-2245,268438473
332,1124,16004,-388,-1109,-2139,268438473
700,1712,16600,-929,-1274,-1762,268438473
548,1608,16308,-1145,-697,-1931,268438473
800,1944,16188,-1247,-666,-2187,268438473
700,1348,16116,-1138,-915,-2236,268438473
700,1220,16240,-1076,-1240,-2146,268438473
1236,992,16096,-1242,-1128,-1431,268438473
1236,752,16084,-1196,-915,-977,268438473
704,916,15520,-557,-994,-1295,268438473
1228,892,15788,79,-1752,-1389,268438473
1800,804,16340,297,-1520,-1054,268438473
2296,820,16532,137,-1035,-544,268438473
2012,796,15988,270,-697,-791,268438473
1604,824,15832,755,-935,-1263,268438473
1860,668,16124,772,-1000,-1494,268438473
1572,864,16116,583,-868,-1315,268438473
1288,1108,16060,728,-1171,-1615,268438473
1704,976,16200,480,-1120,-1591,268438473
1508,1092,16364,-211,-1014,-1057,268438473
1664,1248,15992,-643,-1190,-938,268438473
1852,1500,16044,-784,-1336,-619,268438473
1800,1204,15800,-427,-1690,-593,268438473
2356,1024,16212,-211,-1621,-852,268438473
2584,1132,16340,-195,-1196,-772,268438473
2112,932,15512,364,-1321,-1473,268438473
3016,620,15984,1230,-1726,-2090,268438473
3204,1100,16552,1285,-1744,-1769,268438473
3384,1644,16804,898,-1480,-1005,268438473
3504,1616,16632,821,-947,-554,268438473
3464,1620,16524,738,-678,-204,268438473
3080,1404,16404,768,-494,13,268438473
3000,1272,15964,744,-498,125,268438473
3028,1276,16160,841,-266,148,268438473
2940,1288,15916,515,-399,495,268438473
2716,1288,15708,228,-581,872,268438473
2824,1372,15788,58,-672,922,268438473
2864,1104,15652,-154,-294,540,268438473
2800,1380,15728,-274,-169,199,268438473
3052,1164,15836,-534,-231,65,268438473
2656,948,15660,-734,-213,356,268438473
2548,1172,15856,-824,-472,418,268438473
2664,1336,16072,-858,-740,691,268438473
2668,1336,16056,-690,-529,837,268438473
2888,1176,16024,-369,-511,768,268438473
3296,992,16036,-191,-453,840,268438473
3520,1048,16008,-235,-494,940,268438473
3512,1340,16004,-56,-109,851,268438473
3232,1124,15588,119,-7,700,268438473
3264,1248,15988,-20,243,582,268438473
2956,1736,16324,-558,528,649,268438473
2712,1408,16144,-1264,566,742,268438473
2444,1416,16300,-1801,299,754,268438473
2436,1492,16248,-2166,340,868,268438473
2460,1668,16516,-2220,521,1177,268438473
1996,1160,15988,-1888,521,1349,268438473
1968,976,16136,-1396,192,978,268438473
2092,884,15812,-846,323,830,268438473
2476,844,15736,-443,155,998,268438473
2156,684,15424,-191,129,1238,268438473
2264,1028,15588,187,-43,1122,268438473
2532,636,15488,339,-387,1145,268438473
3224,-64,15388,283,-318,1003,268438473
3196,-312,15752,643,-29,718,268438473
3376,-392,15736,1421,465,883,268438473
2536,108,15664,2069,900,1329,268438473
2052,780,15916,2796,849,1390,268438473
1812,752,15620,3003,870,1324,268438473
1396,1304,15416,2828,664,1310,268438473
1604,1984,15764,2075,267,1993,268438473
1120,2316,15988,1375,132,2503,268438473
636,2452,15572,952,-461,2612,268438473
776,2772,15792,648,-449,2049,268438473
904,2128,15844,324,-828,1293,268438473
1228,2068,15728,71,-1067,558,268438473
1192,1696,15768,308,-1241,42,268438473
892,1420,15328,856,-1668,-378,268438473
1264,1964,15484,1450,-1946,-593,268438473
1448,2204,15608,1598,-1920,-692,268438473
1408,2188,15600,1628,-2139,-1035,268438473
1716,2084,15868,1222,-2315,-1165,268438473
2420,1728,15936,650,-2201,-980,268438473
2692,1740,16244,183,-1660,-722,268438473
2488,2036,16092,105,-1331,-766,268438473
2192,1980,15728,821,-1409,-1041,268438473
2664,1812,16032,1399,-1426,-1599,268438473
2644,2240,15980,1465,-1661,-1380,268438473
2872,2884,16284,1383,-2044,-1132,268438473
3560,3376,16856,614,-1830,-408,268438473
3672,3112,16708,-17,-1629,-138,268438473
4096,2952,16824,-723,-1315,-258,268438473
4052,2584,16928,-1113,-1233,-607,268438473
5220,2596,17616,-1936,-416,-665,268438473
5672,2452,17984,-2895,921,-300,268438473
5188,1972,17860,-3248,2109,-194,268438473
5292,1824,17948,-3406,2900,-26,268438473
4000,1728,17572,-3183,3415,-62,268438473
3348,972,16964,-2787,3734,6,268438473
2732,496,16444,-2278,3145,242,268438473
2144,320,16264,-1547,2367,524,268438473
1948,464,16264,-1170,2084,584,268438473
1652,1012,16392,-1086,1803,1043,268438473
1316,892,16228,-932,1438,1155,268438473
1312,1064,16368,-690,1082,1263,268438473
1200,736,16124,-582,576,1316,268438473
1156,1000,16056,-599,107,1039,268438473
876,1276,16096,-676,-204,860,268438473
964,1308,16208,-860,-401,378,268438473
1388,1324,16208,-1077,1,398,268438473
972,780,16024,-1415,-63,603,268438473
1152,532,15600,-1174,-248,241,268438473
1340,828,15372,-909,-288,-278,268438473
1852,332,15592,-602,-490,-696,268438473
2084,524,15884,-488,-355,-869,268438473
1676,960,15868,-329,-135,-952,268438473
640,-2344,11416,1670,-2558,-985,268438473
1772,-2332,13708,4533,-7956,-739,268438473
2216,1920,13332,6717,-3952,-2485,268438473
4372,3028,14884,6246,1709,-807,268438473
3988,1704,14636,6493,-746,939,268438473
3444,2532,15232,6719,-280,418,268438473
3888,3120,16376,5750,231,918,268438473
2916,2960,16280,4609,607,895,268438473
2812,2664,15744,2916,323,580,268438473
2504,2800,15828,887,152,683,268438473
2496,2960,15752,-582,227,501,268438473
2316,3132,16136,-1269,-71,237,268438473
2356,2916,15916,-1781,-264,91,268438473
2660,3348,16068,-1893,-276,166,268438473
2576,3172,15848,-1772,-154,116,268438473
2096,2788,15280,-1470,-30,-312,268438473
2112,2644,14800,-1287,-498,-664,268438473
2392,2588,15100,-1262,-921,-636,268438473
2376,2220,14948,-1404,-959,-807,268438473
2796,2512,15392,-1545,-499,-804,268438473
2576,2204,15304,-1939,-329,-340,268438473
2092,2048,15000,-2225,-642,-137,268438473
2284,1852,15248,-1984,-1053,-132,268438473
2680,2032,15720,-1609,-914,-354,268438473
2608,1740,15784,-1313,-725,-370,268438473
2392,1620,15568,-934,-1083,-572,268438473
2924,1756,16332,-420,-1408,-775,268438473
3196,2172,16888,-682,-804,-836,268438473
3052,1992,16568,-1042,-463,-913,268438473
3076,1556,16392,-1255,-619,-744,268438473
3412,1452,16816,-1154,-530,-711,268438473
3388,1456,16984,-599,-52,-917,268438473
3028,1020,16592,235,-190,-1276,268438473
3164,1672,17116,821,-362,-1280,268438473
3568,1984,17088,937,-260,-982,268438473
3560,1808,16756,524,-105,-357,268438473
3708,2084,16812,227,-35,-166,268438473
3612,2300,16432,273,262,-286,268438473
3636,1952,16188,438,342,-291,268438473
3148,1816,15956,920,264,-193,268438473
3168,2416,16200,1425,215,-489,268438473
3084,2728,16328,1637,214,-453,268438473
2920,2076,16004,1422,166,-257,268438473
2896,2208,16036,1245,143,-169,268438473
2456,2608,15940,1202,-73,-57,268438473
2260,2436,16072,1333,-623,379,268438473
2564,2532,16292,1900,-973,528,268438473
2904,2708,16568,2305,-1227,436,268438473
2912,2764,16676,2801,-870,323,268438473
2788,2576,16492,3345,-757,-118,268438473
2664,2656,16628,3647,-312,-401,268438473
2632,2996,16352,3984,-145,-244,268438473
2656,2840,16324,3647,-361,53,268438473
2352,3264,16140,3554,-297,256,268438473
2468,2968,15804,3422,-80,545,268438473
2576,3752,15516,3547,-78,569,268438473
2456,3716,15628,3558,-215,467,268438473
2532,4096,15600,3844,-415,500,268438473
3432,6400,15012,4963,136,625,268438473
3268,6172,15064,4824,236,1150,268438473
