timestamp,ax,ay,az,gx,gy,gz
0,9728,-20188,5516,-2345,-23864,3095
10,3192,-13864,14688,-3381,10065,-8359
20,1544,-8352,9920,-1351,1459,6589
30,-576,-15640,12280,4936,-14947,7412
40,168,-18328,12068,-775,29831,-13601
50,-2140,-12564,8992,-9804,12685,-5986
60,868,-15584,13192,4048,-10250,7317
70,164,-13012,8384,-250,-18224,5994
80,696,-14912,12568,-2294,25441,-11714
90,660,-8584,7608,-4168,838,3015
100,-64,-15044,12620,7383,-18750,7826
110,1352,-19260,-8200,-977,17907,-4812
120,288,-12628,14092,-8542,6523,-8925
130,1380,-17124,13628,1762,-7626,4612
140,640,-15072,7344,-799,-18482,6755
150,-496,-15636,11228,-3828,25831,-8288
160,1888,-10584,7124,-5285,-428,2152
170,696,-15672,9928,7792,-15359,3220
180,-644,-18440,-13148,-7991,-7743,6754
190,980,-15964,15984,-6601,12788,-8571
200,2348,-13204,10884,823,-4838,3401
210,516,-17160,9432,10239,-17883,4547
220,2568,-14060,14988,-1384,29830,-11667
230,244,-13636,10184,-7547,7897,-7043
240,860,-15044,13424,6421,-14575,10558
250,2884,-14732,4508,102,-21363,9253
260,1612,-14364,14888,-6318,21759,-11548
270,-1740,-9156,15536,-7520,9284,-322
280,-692,-16796,11748,10896,-17257,9723
290,-96,-20140,-12,4760,-21571,5758
300,1936,-14672,13836,-5285,19244,-23108
310,2952,-10512,11304,-9965,10894,-20817
320,4168,-4872,17840,5046,-7023,12795
330,-76,-15016,15100,13494,-21404,28702
340,9008,-22892,640,-3261,-1212,382
350,-1768,-14700,11600,-13304,20912,-25895
360,2768,-8284,15976,-10788,9748,-9127
370,1532,-10968,14336,9496,-14669,19884
380,-832,-16992,13004,7431,-25486,18234
390,488,-16664,-4480,1389,29411,-13544
400,-2372,-17788,14080,-15780,25030,-21083
410,4096,-8596,13968,-6809,3831,-6708
420,1172,-13868,12476,16388,-20018,20063
430,-1444,-14916,11192,17251,-27162,14694
440,4540,-19624,-740,-3041,32767,-13179
450,-352,-16464,14404,-19136,24005,-29896
460,6452,-8440,10180,-17320,6713,-12030
470,6316,-10568,10976,10752,-11467,14693
480,-1172,-18752,15692,20733,-20131,20036
490,3908,-17536,784,5589,-11705,11294
500,1744,-15360,7832,-13066,19329,-16498
510,1136,-14920,16032,-14073,22180,-18841
520,6228,-7228,13304,-533,-5784,10070
530,-788,-17776,11264,13381,-24499,15886
540,2052,-18652,2380,1368,-15790,11213
550,2604,-13848,7688,-8182,18257,-14761
560,388,-12412,14280,-11712,16498,-2824
570,2672,-11828,11888,2679,-9126,7721
580,-1696,-17516,11312,12365,-20624,7660
590,1300,-17668,-7588,-10157,-7102,5490
600,-856,-18500,10304,-11974,21799,-13093
610,1932,-10676,15720,-6237,8700,-4980
620,2024,-15876,12200,8896,-15660,10262
630,240,-13752,9848,8300,-21725,8913
640,2336,-16060,3304,-4646,19249,-10210
650,1076,-17264,13364,-13851,20171,-14131
660,5044,-7504,11540,-4182,-2804,2796
670,972,-19252,9348,12438,-20539,8563
680,4112,-15436,2636,-609,-23868,12697
690,2512,-16092,8448,-7559,26001,-9271
700,1756,-14860,9096,-11357,16440,-10753
710,4472,-10376,11636,2438,-5760,3151
720,344,-19736,10252,16779,-20006,12685
730,744,-18524,-6304,-1129,-11909,10314
740,2064,-16652,7768,-11786,17493,-10930
750,3340,-15968,12744,-13781,14409,-8697
760,2144,-11356,9848,10708,-14615,9262
770,-1220,-18912,9980,14666,-24720,11171
780,5680,-20432,-6928,-5563,-6824,3624
790,-776,-18068,7320,-15558,20105,-13100
800,2584,-14464,11644,-10697,13413,-4325
810,2916,-11044,9724,8227,-17004,10049
820,116,-17488,10600,13777,-20023,7666
830,1428,-15988,-8708,-2162,17331,-5939
840,-408,-17616,11252,-13422,22267,-12833
850,752,-10608,17132,-4068,5115,-1833
860,-160,-18332,13408,22547,-15267,11998
870,836,-11204,7628,11029,-19629,10055
880,2024,-18188,13460,-7008,29048,-11895
890,-1840,-18892,7676,-26985,18310,-13574
900,3736,-9208,11916,-2666,-5219,3582
910,-2240,-23816,8684,23158,-30752,12679
920,4628,-15560,-4256,-4387,-11126,4795
930,3652,-17124,12248,-16499,15421,-10124
940,84,-14872,10452,-13212,25887,-12390
950,1536,-8040,12816,10979,-16552,12754
960,-840,-19220,14852,22294,-15179,11868
970,7284,-12508,1052,-2292,-11179,3407
980,4480,-13836,16692,-18772,6349,-11788
990,-2124,-13632,18472,-9631,32767,-5504
