ax,ay,az,gx,gy,gz
3696,-20560,452,3923,-4187,18124
8640,-11508,5876,-3938,3287,-3186
3796,-16008,4112,-1879,-953,290
3376,-15700,4540,767,-274,850
3300,-15636,3968,-149,247,-570
4800,-17460,6700,1155,-28,-858
5596,-16016,640,-5185,2882,-15450
7088,-11384,1964,-9678,5637,-8955
10924,-11248,5276,-4105,12145,-1948
10364,-12100,4520,-141,1944,2053
8996,-12000,4800,1743,-5815,7253
6692,-14232,5296,10966,-20712,17195
-2492,-20968,700,-4484,-4722,-2326
3776,-15160,8476,-1737,18333,-5140
-16,-17368,7208,6773,-16393,6542
-4616,-20740,-4316,-6662,28310,-11269
5604,-17796,6272,-13979,7495,-20303
4852,-17816,10736,25538,-10868,19722
-1148,-15740,-4516,-10880,-21996,6853
1840,-14316,17172,-3251,32767,-14802
2064,-18292,5580,5810,-30729,6282
-1404,-20052,-8924,-11740,20555,-999
11712,-4296,11396,12332,-11575,9105
40,-17460,-9360,-12070,-20760,-1811
-1736,-16724,13252,-9508,32767,-13995
2452,-19132,9236,14162,-31145,2740
456,-16540,-9160,-11525,2387,-245
10316,-4412,12724,-3576,17410,-2300
-988,-22596,4324,3260,-20831,10410
1960,-18172,344,-7306,29810,-4944
8572,-15088,7932,8399,-19359,15535
5640,-13528,-1792,1264,-13236,3421
5964,-11852,11820,-5384,30521,-19567
1096,-18888,8724,7220,-25224,11929
-2124,-21884,-8180,-6786,23645,4118
10308,-7728,9396,12206,-19180,17701
3212,-15808,-1800,658,-7558,-8372
4440,-10940,14260,3195,19888,-20313
-1324,-18968,8376,794,-13701,-1567
-2792,-22604,1276,-6813,21032,1414
8804,-15248,9744,11701,-19590,15475
1012,-12864,-5704,-7162,-2651,2710
20172,-4324,9504,1806,459,-5080
2212,-18148,-1224,-1988,-9458,-1312
4264,-13368,14452,-3319,23526,-13036
-964,-19196,7384,2587,-17320,4671
-2860,-19048,4224,-2928,29784,-13667
2060,-19032,6524,7428,-19938,16324
64,-14892,-4252,-5595,4267,7268
13424,-4504,8020,1111,-3763,3514
2564,-17196,2416,300,-11228,-7929
1000,-15680,7328,-2744,32038,-20114
4112,-17212,7468,7147,-24867,8922
3504,-19588,-436,-5394,7528,5098
10664,-6520,10616,767,3262,361
6616,-14956,3440,4010,-10335,-62
5196,-16940,3108,-6228,17152,-5935
7164,-13712,9420,6920,-14520,9809
3152,-17384,-2632,2215,-8277,8727
9428,-9020,12880,-9057,10460,943
1708,-20128,3892,646,-10778,7289
-152,-19464,16,-4422,15250,4817
5628,-12412,10528,6831,-13073,8725
1616,-16432,5164,282,-7828,-9771
2120,-13004,15160,-440,27429,-17404
2252,-21568,4356,990,-17194,6472
5256,-22664,-2860,-9139,8325,19944
8384,-10568,11904,1040,-10944,14505
5864,-13268,5848,961,-8649,-8502
16052,-5812,13768,-1298,26128,-21828
3580,-16756,8396,6804,-15529,7575
1960,-17628,4064,443,13301,-8709
5824,-12216,7712,4236,-13876,6187
5736,-18616,3228,1550,2359,5882
9496,-5968,12396,572,628,2510
3476,-15112,6072,1862,-10466,846
3956,-13812,8192,-7949,24638,-18170
5280,-16088,7548,6214,-14575,8590
4652,-17556,820,-1837,6720,4697
8072,-10124,11496,1402,-6106,5303
4100,-16628,7752,716,-7628,-7091
4656,-14100,7624,-8145,23289,-18830
6940,-16448,9440,8328,-19464,7944
3292,-16948,-2452,-10648,6234,745
10876,-10272,14844,-13525,12592,-10481
7272,-13780,5880,14066,-12619,8829
5456,-16720,120,513,-16119,7573
6836,-14380,10452,-13252,28374,-20159
7180,-8548,4176,-229,-3921,3323
9328,-12816,8932,17688,-14022,14713
4116,-19820,4292,5555,-15540,11138
5684,-13900,4140,-15180,32767,-25600
9772,-10288,3832,-18306,1086,-5131
9908,-8576,2124,7837,742,8079
6312,-15528,6380,23062,-21728,14563
3352,-16812,6288,8534,-18287,9366
1532,-17796,1336,-15065,32396,-19245
7516,-8312,4192,-6487,2025,3505
10588,-12268,7728,13353,-4660,5690
3548,-16316,5648,18592,-22617,13626
-1180,-17520,4420,-2599,-11281,313
2924,-16548,4532,-5178,23177,-5912
4244,-15208,6672,-7362,6156,-2022
5540,-13988,8036,14024,-16860,5119
1336,-16448,5756,3467,-15141,4504
3988,-13172,6976,4087,26049,-16399
3644,-10192,9348,875,-6542,11462
2640,-16732,4972,-503,-1586,-443
5740,-11664,9300,-357,-1066,635
2920,-14760,2128,-818,-5516,4285
7104,-10752,10444,-74,2674,784
5020,-14008,6008,1254,-7327,-360
6120,-12732,11952,355,15837,-8036
1516,-16376,10416,3635,-13641,5485
860,-14748,10932,5204,27862,-17838
268,-16172,7708,1486,-14787,7092
-2376,-17368,4856,-758,20368,-7977
4308,-17448,10976,1055,-11678,12397
-2320,-17176,2160,-5771,12426,2618
4976,-14580,11444,1332,-11561,8625
844,-14892,980,-6314,1841,6217
6460,-11780,11136,1226,-7369,7635
4172,-14352,1372,615,-4732,5775
8372,-8624,12140,-1439,-971,2278
5244,-13164,5792,4531,-12340,1282
6304,-12280,14088,1437,13913,-6156
1904,-16364,9672,816,-11326,3
3992,-14264,6964,2435,18280,-8787
3940,-15460,9852,-198,-7479,2651
-5096,-18864,660,-11497,5416,6554
7400,-12036,9564,-1308,-7661,4863
3892,-15132,512,2048,-6365,4764
7860,-11424,12012,-1627,5816,-437
3408,-12560,8304,4086,-13844,286
6192,-13236,10684,3039,15234,-7118
3724,-14904,9180,1008,-9088,3424
-2604,-16680,3484,-3605,13154,-9204
5672,-13048,8736,1636,-4258,1620
2920,-15792,2656,-552,-4439,9029
5368,-12196,10208,-1318,566,1139
4048,-14964,9364,2403,-11110,-547
5216,-13952,9572,2185,17558,-12822
4684,-16368,9396,1842,-14237,12703
-3668,-15272,3188,-4424,19654,-10465
3860,-14820,8240,76,-12399,9206
3096,-16224,1076,-1196,2020,5910
4912,-11976,9532,385,-3211,6329
3460,-13404,5968,2210,-11255,392
8356,-12060,11456,-1684,13650,-9651
3368,-14404,8328,1404,-8551,2566
-1964,-17072,6420,-1410,14904,-8476
3344,-14868,9432,-126,-6489,3153
3688,-15572,-116,-1615,-3825,9554
8144,-9284,10396,-3071,638,3743
4384,-14944,9816,2521,-11150,2260
8768,-10824,11568,4507,20955,-19763
2228,-15876,7824,2332,-11929,6858
1180,-16416,7984,-1752,14063,-10925
4320,-13608,8352,1992,-6788,4162
3848,-14492,972,1198,-10289,2820
9240,-9808,15060,-3785,13539,-5836
3464,-16488,7264,521,-7129,7692
1964,-16016,364,-7326,8824,7465
5320,-10620,10144,1325,-8254,7271
3596,-15364,5012,3391,-11023,-4514
9872,-8496,12560,909,14210,-7834
2464,-16260,8908,1973,-10983,5455
-256,-14964,8512,-1957,19698,-15377
3376,-14576,8840,6648,-16438,8785
336,-16828,3292,-6238,19290,-5329
3316,-13600,9852,4116,-15304,9687
4388,-15164,-2120,-803,2871,1199
9032,-8444,12052,-834,-2472,8445
2144,-16304,7636,3904,-11909,-666
4908,-11472,16860,5015,19497,-16019
-12,-17124,7472,844,-4955,461
-4564,-19644,5580,-4382,15329,-4841
2292,-13408,9356,-742,-5307,4896
3024,-14728,3512,-382,-10893,1016
10888,-6816,11012,1205,-458,3126
3400,-16092,10860,4352,-7781,627
-2464,-16576,8064,604,18200,-10978
1072,-15540,7612,503,-9584,8339
-880,-17444,3380,-7451,12640,-1014
4556,-13276,11488,2439,-12694,11598
3036,-13784,-388,-3777,-5558,266
10232,-8076,11872,-525,-3809,8651
1536,-14488,6264,2352,-9975,-1865
11696,-8696,14828,519,17091,-15117
1792,-15276,8208,2662,-9816,3837
-4760,-18684,3428,-3043,20743,-6997
3680,-15288,8688,-497,-9263,7548
2820,-15692,784,-3381,-1758,9414
7828,-10704,10372,1217,-5732,9465
4152,-12480,3148,1673,-11253,3358
10748,-10364,14008,-1439,13941,-8971
3076,-15564,7992,2250,-11208,5009
-2308,-15900,6084,-514,16685,-12104
4232,-15792,7996,793,-9226,4357
2828,-17228,1612,-5372,5411,5770
6036,-12512,9160,905,-4192,6445
4600,-14704,8444,2474,-9084,646
3344,-12984,8832,4259,18959,-18928
5196,-13840,7560,1910,-6925,3197
488,-19804,1096,-4982,3227,5696
2912,-13768,9064,-188,-233,2458
4152,-14168,7956,1794,-12351,170
6108,-11804,10820,3056,17149,-20134
5208,-14892,6872,1682,-4135,2350
-672,-17584,2988,-1972,7731,-4341
4180,-14168,7012,-158,-1090,582
4112,-14592,5884,1358,-10762,1573
7012,-12608,11052,-289,14181,-5996
4016,-16164,7004,1862,-8011,5071
3344,-15872,24,-5904,572,11550
7244,-11268,8784,366,-2307,5884
3064,-15476,9708,5203,-6795,891
-3852,-18832,4992,753,11573,-9327
2720,-15856,8140,-560,-3509,4591
4444,-13392,3308,-434,-10137,5842
9448,-11096,8472,-4684,9203,-3136
5096,-14144,7988,1728,145,1050
-1528,-20360,-108,-6031,4194,3510
4304,-12756,8796,185,-3450,6228
4924,-14740,1732,-1244,-477,1654
6116,-12060,7804,1979,-3006,4711
2772,-14444,10556,3355,-5190,-3050
4160,-14192,8652,1277,13381,-14029
4908,-13984,8652,2780,-6595,2019
8028,-11056,8128,2074,-3249,7046
3724,-14816,8376,1432,-6377,44
6972,-12616,10096,209,14470,-8396
3620,-14648,8264,2515,-6918,1922
-4,-15700,3356,-1715,15868,-13175
5328,-14320,10200,989,-9283,5851
-104,-17272,-932,-6680,8908,2689
6096,-13228,11260,2014,-8925,6676
4296,-12168,4224,35,-8021,-1469
9260,-11980,14120,1245,15989,-10884
-136,-15900,4804,-3145,-7882,704
-136,-15876,8628,347,14106,-11230
3060,-14620,7584,-1029,-5375,-829
4848,-15548,3116,530,-7702,5470
12136,-17268,12988,-3449,4956,-1480
1084,-8668,2740,-5144,3622,-9483
3760,-15292,6520,9540,-6897,9041
3396,-14820,6020,708,11330,-14658
3096,-8036,4404,6819,-7635,2689
10892,-30600,9292,-1044,7895,21008
5808,-8700,3416,9885,6772,-3693
7104,-13108,8376,4040,-715,5222
7472,-11044,7708,8724,-4122,4221
3188,-11036,8008,-1412,-1314,8043
8560,-15092,9128,3734,3430,8791
7892,-9888,5296,1554,-4473,4754
-3068,-15576,9368,-2929,8698,-9638
4184,-14284,8784,4009,-11174,17501
-2496,-16380,7152,-4434,10920,-365
1048,-13496,9432,28,-8570,12869
-9300,-18216,4516,-4382,18009,-4624
2928,-13016,8796,1205,-9569,14718
-7820,-17644,1900,-3536,15933,-7712
4940,-11148,8096,3056,-9875,9499
-4488,-19708,-2984,-2001,3316,5640
6452,-8200,8712,3155,-12083,11924
-620,-17312,-540,-4958,-4825,4428
11896,-6480,12784,-5375,-2558,-7533
-3884,-18876,3852,-2997,-13447,3772
11000,-6636,19704,-762,10382,-14423
-2636,-17500,9484,761,-14413,6438
1128,-13416,16696,13896,28294,-22011
-5000,-19612,7968,3046,-16728,17455
204,-15956,7552,3219,19540,-497
-1052,-15036,1320,-1571,-6789,15167
3780,-14108,5256,4424,5892,-670
8028,-13908,4568,-4474,-2199,15958
8464,-13456,-116,335,-857,-7125
3384,-11360,7672,-897,1103,-17436
-504,-19064,9996,2318,-4378,-477
1084,-15808,7980,1602,-55,-3609
3196,-16500,9824,-5340,1363,-19347
456,-16484,772,-4306,2429,12765
8964,-13168,7804,-6247,-439,-15053
12852,-9724,6268,-588,3544,-16163
6140,-2540,-32,3471,-8070,22138
13608,-16616,10088,2786,21424,-8349
8180,-12316,3300,-7412,-10444,-2075
10532,-4916,5572,-1979,3191,3570
9232,-15572,4452,5387,7787,7161
7276,-11228,5604,-1601,-10864,7791
11664,-7252,7768,-105,4463,-4472
7064,-15368,5200,7864,-91,9396
7100,-14304,8076,5677,-6786,1950
7092,-13900,6072,2839,2505,-2520
5824,-7084,4472,-826,-4277,6189
7960,-14204,5600,4596,-1703,532
7796,-10256,8560,1692,-4432,5220
7332,-17056,5604,5039,874,9583
4536,-13536,6080,2089,-4771,13772
5096,-14140,11720,-265,-3734,49
4340,-17620,4736,-147,145,7753
5488,-12480,10108,511,-3085,1760
2524,-19412,3264,-3957,5158,5577
4460,-14168,10496,2225,-7552,4444
-2636,-17008,6584,-4161,10209,-4708
1348,-15344,8936,-232,-6345,-773
1844,-15616,8140,-2079,8489,-9203
4056,-14688,10152,117,-5411,-137
-2360,-17836,5388,1244,8673,-7294
3800,-13840,8580,2315,-5893,3512
636,-18436,4032,-2798,2139,5364
3732,-15432,7308,3401,-10161,8169
4528,-12912,8332,1584,6064,-4265
5940,-9128,8796,-1186,-3787,-1457
3520,-12972,7316,4686,4655,-14480
2548,-17120,4688,-3561,1416,-6271
4120,-14256,11308,3772,-690,-2876
2200,-21196,6988,1162,2510,2656
2236,-12376,5396,962,-1216,6777
1320,-16884,8924,5544,4280,6098
2704,-10616,10744,-552,-8800,-6317
-1844,-20044,4308,-1681,326,-3592
-240,-14876,8832,-6610,1132,-4606
5376,-17388,11908,-2214,-1355,9005
3296,-12156,5872,-108,3685,-5356
1788,-16360,1496,4237,147,2908
10712,-9932,15628,4996,7207,-20729
-584,-14716,2728,1168,12674,-8076
12844,-8396,9428,5927,-16893,-15004
7916,-10020,7332,8660,18113,-10007
2960,-556,8636,8746,-28156,16140
10696,-10648,20272,7938,14370,-14705
-120,-14440,3468,-9751,8379,-4088
9668,-2656,8540,1340,-18251,9660
11188,-9428,12980,4470,12721,-7692
5192,-12364,7040,-4586,417,13379
12128,-6016,20060,-252,-14734,-5390
1600,-14528,3004,-8689,17232,731
8412,-6164,10756,-3687,-17250,7711
5516,-12784,4476,-4880,20802,-5257
3420,-10008,7564,5317,-18205,4247
10312,-11892,12988,6707,7508,-11901
4788,-16028,4280,2543,-3998,5313
9504,-8840,7696,-4063,-522,1428
5516,-15048,3220,-487,1040,9406
7172,-9384,6768,-6191,-792,850
1392,-16124,3564,-1307,-5532,6982
6620,-11412,8792,-3344,2179,1188
260,-17312,2000,-3436,-3131,6817
6796,-10008,8588,-1727,-1248,3745
-4236,-17064,4556,-5113,2648,-4040
6180,-11684,9804,3000,-6812,8559
-444,-13724,3084,-4312,5587,-5565
6172,-12272,8804,174,-5202,5236
364,-16304,2128,-5067,3520,1211
6708,-11716,9132,55,-3903,7047
3668,-15536,1772,-749,-6589,6665
10664,-8760,11916,-2316,938,-1052
3576,-13860,10556,-74,-7053,-3645
756,-15588,12468,3926,16691,-20348
1348,-15984,10544,3148,-11372,5284
-4564,-18324,6764,3332,18053,-15483
2744,-14024,8320,2040,-11574,17208
-272,-15072,3500,-2890,13276,-5100
5744,-11080,8304,3175,-7288,11905
3652,-14272,2316,-2447,-4868,4749
9468,-8644,9004,-3347,-1680,-1360
2144,-15408,6340,459,-6698,-3815
6116,-12148,13624,-1956,8789,-12393
-816,-15500,7644,3176,-11967,-1629
11232,-13208,6400,-7092,1390,-15572
7816,-9316,9524,10884,-9060,-6629
4416,-14232,2292,-3809,17496,-6281
10436,-8804,12424,1550,-10933,2324
8788,-9668,10052,-1225,17667,-8387
7672,-9700,9696,5355,-14582,2904
6536,-15428,10596,-1900,21234,-4052
5456,-13100,9488,4788,-21693,-938
8316,-9364,10932,5612,27227,-19129
10512,-5048,6484,10853,-15994,-9341
16428,1640,20056,10456,12645,-16982
7852,-3372,1572,-7368,877,-9774
8760,7568,10160,5490,-32768,-260
15972,5252,6132,-6551,32767,1341
9488,1244,2380,5085,-25887,16104
21452,-2936,11740,5228,-9599,989
20920,-6912,9280,3126,9861,16813
10272,-8800,4568,-8810,-390,5865
11704,-25340,6728,-9965,20866,8911
4300,-21240,3008,-27906,2668,11450
-6932,-10032,-80,-4763,32767,7078
16176,-4836,7888,2933,-21098,3608
4748,-13752,-2216,4795,12992,-14614
6864,-13476,3944,-13458,517,2661
3952,-17180,4056,4005,-10449,8267
484,-15136,-208,7994,30908,-16313
7276,-18736,2076,3799,-1337,9553
-416,-11264,15480,-3613,32767,-32461
4196,-12784,13692,-232,-32768,21239
-4712,-19912,2404,3988,30964,-23574
-2484,-12956,-1512,1746,-28174,10713
2556,-16828,1016,10958,32767,-5131
372,-14952,-8644,5115,4956,9186
12400,-12904,15176,-3003,25213,-15244
-7484,-14772,588,4786,-14818,22507
8028,-11072,18408,1907,4343,-7042
-15332,-22580,-2432,-4418,-16351,17625
14696,-11548,17032,-8159,15151,-9816
-13792,-12236,-5504,-14854,-32768,17222
-5224,-18004,2604,15308,27636,-11690
