ax,ay,az,gx,gy,gz
2312,-19364,-10452,-4530,-3933,21938
10644,-12732,560,-13507,3819,-7038
3228,-12560,24,11542,-11549,11643
4392,-15968,3512,2176,9786,-24674
6820,-14040,3632,6583,-10051,6353
-3772,-22140,-4432,-11876,15132,-15668
7660,-11832,4108,-4342,-3150,-2411
5908,-15700,-160,7582,-10652,-69
6860,-11736,3512,-494,14252,-10062
8192,-16792,2388,4742,-8916,8725
-436,-24024,-5244,-16834,11419,1069
9168,-4624,5220,2015,1158,1763
8648,-14384,1984,6121,-10666,1210
5836,-14136,6884,-655,23941,-12367
8312,-17872,4188,9375,-19548,5903
-780,-22644,-1644,-5496,13598,301
7864,-12328,7968,4775,-15073,7168
-196,-20148,-3248,-13192,16114,3341
9852,-11012,8772,3500,-12800,12679
6232,-19060,-3980,-4760,6871,1450
10284,-8288,10640,5390,-10529,7914
4364,-19440,-2676,1758,-5082,9440
10296,-6376,9604,-1190,-1168,6012
3844,-19508,-2772,-43,-9024,8008
14060,-4824,10712,-7185,10591,-4705
2296,-17020,2864,1134,-9448,932
6060,-13776,13992,-5573,21937,-22547
-468,-15872,4376,-23,-13351,5512
10100,-4400,7124,710,-3132,4201
2788,-13560,-76,4308,-16099,-218
11560,-9960,13172,1088,14746,-20973
-1272,-15092,2924,860,-15808,-4364
12996,-8076,12556,4838,18178,-19677
144,-15084,3312,3634,-19474,-1292
13424,-7576,12188,1359,17056,-14139
1620,-13712,3240,1309,-15981,-2852
12732,-8972,12216,3216,19997,-17809
1252,-15272,3288,4432,-19458,87
13624,-9708,10604,-1306,15984,-17210
5736,-12940,2504,808,-146,-132
6120,-17164,5468,6473,5026,317
5972,-12644,4468,-6007,-731,604
6656,-9560,5900,3771,-7891,12913
5660,-17712,7220,-13067,10273,-15718
3124,-16436,1556,3637,-10692,27495
10856,-7220,16916,-4288,-5670,-14917
-5280,-24392,2012,-10174,11506,-24511
3600,-13308,608,6720,-15950,27617
12432,-11620,15340,-5127,12243,-24027
36,-19236,-1116,-7342,-7128,15398
9996,-12636,14920,-3191,5015,-24329
1740,-17432,-3684,-3013,5444,8720
10576,-12736,8228,-3929,-7368,-3160
5640,-13612,3296,2194,6480,2567
6168,-18424,3240,-4848,-1521,-9765
4732,-10504,2236,3779,-7090,12355
8636,-17236,8560,3379,-16759,5142
2400,-20220,-5252,-5567,2788,11209
10812,-8980,9156,-327,-8148,5246
4276,-20248,-5788,-2115,-4871,16401
10816,-8076,5444,1068,-9640,8813
3184,-21064,-10756,-4318,-5402,15040
12208,-5924,4068,1522,-5271,5904
3812,-21596,-9156,-4998,-4877,10117
13800,-4396,3936,-1631,-2098,876
972,-19156,-5892,-1683,-13305,4747
17428,-7872,9052,-7325,7481,-14968
-4688,-22032,-1664,-2995,-18050,2579
5576,-11212,16884,-11637,21512,-21482
264,-18496,1908,-1349,-18953,17860
-596,-20752,-184,4335,13987,-1357
8012,-12328,3796,9416,-7516,13641
3052,-15464,-5540,1094,-5238,8515
13268,-8752,2264,-9938,9986,-8322
1404,-16364,1908,2132,-7076,1798
1224,-19344,2728,-1305,8209,-12367
7300,-17256,4272,11427,-14457,9885
1096,-19068,-10112,-1438,4538,5057
11268,-7360,7948,5017,-13396,11919
952,-16024,-5548,-3562,-7879,8190
14084,-8668,8248,-12378,14548,-11981
-1300,-17708,4956,3232,-14271,4065
824,-17768,4964,-1877,18640,-15720
5144,-16132,4492,4001,-11543,10684
2092,-17704,-888,2003,-30,1221
10740,-11496,6120,-9527,7686,-7711
2632,-15896,1112,2555,-7628,4262
-636,-19692,4080,-1576,11389,-10579
4516,-13928,3492,5905,-10034,12079
-1128,-20664,-3016,3388,6565,-1679
6744,-11928,7328,3188,-7985,3897
5032,-22328,-2900,-1530,-1830,4751
8376,-13660,4912,-8596,4204,-4409
6244,-12264,2160,2252,-6517,3904
6680,-17672,136,4759,-92,773
5556,-14740,616,-3141,777,127
5444,-15104,300,-1166,1959,4819
7568,-14776,3236,-2033,611,-2980
4892,-13912,2872,7009,-12985,4727
-2152,-22588,-1404,489,9137,-7519
6492,-8708,3924,2742,-5426,7863
-68,-18908,2440,2148,-5531,-1643
2468,-16120,9156,-3605,20285,-19398
5272,-18048,5720,5467,-17893,14106
-2356,-21764,-5740,-414,9458,3627
9276,-12268,3616,-15473,6264,-1054
780,-14456,-1940,7317,-8185,6856
9492,-18532,2108,13965,-11941,6819
4368,-13504,6804,-3687,12289,-3192
5340,-17204,6256,9075,-22968,2371
5988,-14136,1428,-1926,30159,-20220
9164,-12720,7448,8935,-12782,11282
5096,-19612,-2472,179,-1049,2425
11076,-6244,10748,-2498,2329,1673
4392,-14248,4136,2534,-15119,3384
872,-18004,3632,-2064,21764,-13944
