timestamp,ax,ay,az,gx,gy,gz
0,6020,32767,4752,21377,7961,-2367
10,-916,12760,8264,177,11270,8204
20,-3276,9828,12320,-9667,-9271,-12263
30,3668,23300,1024,-15954,-20391,5808
40,2004,2076,-7468,-4843,4710,-13077
50,5512,32767,2932,32767,5372,366
60,2452,16432,5648,5010,12774,9704
70,-3008,1344,7776,-8728,-9554,-533
80,14000,32767,9804,-18061,-11241,-1127
90,-24,9584,-6032,-18394,-19337,4157
100,-972,11308,-3128,17688,7175,-2899
110,15240,27824,-288,17043,-8897,-7519
120,-3316,5260,10476,-1369,-6389,14657
130,8896,27180,8208,-22815,-30019,-8088
140,-2452,23300,940,-23531,-31016,-4727
150,-3996,16032,-1696,-15449,-30994,-10065
160,8516,19880,-11520,5427,-5977,-10780
170,7736,25268,-88,20266,3239,7278
180,-4176,4740,15940,-6590,-4175,3797
190,11404,23936,-2240,-18198,-8796,-1903
200,1636,22580,-4224,-17448,-18590,3088
210,3600,2164,-11324,7081,-557,-975
220,2868,32184,4176,18790,14612,698
230,2832,14576,4356,5877,14999,3748
240,516,6284,9276,-3737,-2618,686
250,8856,25316,5604,-11838,-6471,1558
260,1624,8996,-2508,-10547,-8727,-2198
270,-1444,23028,-5952,18749,16220,-5015
280,8084,22464,3192,7578,15936,1016
290,-4312,84,15244,-4774,-5636,10083
300,14776,31152,11452,-16441,-6268,-10892
310,-1052,18464,-7772,-17300,-19033,2617
320,1364,5952,-5596,12554,12197,-2693
330,7064,28888,2132,13386,1253,-4946
340,-1772,6520,10284,-3210,7608,12861
350,9728,27064,1784,-7507,-9723,-17024
360,1352,21444,-4064,-14754,-22862,10152
370,2040,-76,-8328,-1857,1232,-7642
380,9612,30388,6560,21436,69,-9198
390,2612,13180,5824,3543,4083,9203
400,-6528,4592,13188,-6275,-11195,2941
410,3852,29896,6504,-20370,-31044,6245
420,-5336,8152,-5556,-16814,-29741,-4579
430,732,24568,1872,11632,-13599,-5098
440,13092,23444,-256,8835,629,3637
450,-1768,7616,9832,-6571,-10325,2682
460,6596,30116,5972,-19651,-29032,-531
470,-652,16884,-10924,-22142,-23152,3640
480,1096,8152,-11764,17200,571,-3548
490,7044,30320,7844,9421,17403,-3068
500,-5428,2884,8036,-6312,11394,6097
510,9200,31928,16108,-9916,-4929,-2267
520,-1552,15612,-10908,-7349,-17634,4690
530,64,6396,-7868,9623,14025,203
540,3624,30556,6044,7165,15738,-5139
550,-808,1448,10896,2148,8025,12432
560,9184,23852,7772,-16346,280,-4458
570,52,14692,-468,-12878,-1706,1590
580,-248,-552,-14844,3292,-3187,-4704
590,16548,30864,3620,8156,2223,605
600,-1804,6752,8576,-1089,6588,7737
610,15416,27368,4432,-9514,2262,-11520
620,1144,19156,-500,-15133,-15915,1172
630,1656,332,-13972,3092,-3293,-6116
640,7396,32767,6964,19022,14060,-684
650,-936,10692,5988,4490,11446,8711
660,964,12364,5704,-12183,-17239,-13418
670,7852,25932,11904,-18519,-8928,4110
680,-464,4132,-6996,-9963,-17510,-2171
690,10308,29928,16404,15831,-5882,-4588
700,10536,19368,3328,517,-1922,2840
710,-6316,3084,9956,-10709,-22283,10721
720,12008,31336,-2448,-32768,-28683,-11676
730,2904,10636,-428,-21582,-18153,-3325
