timestamp,ax,ay,az,gx,gy,gz
0,-76,-12452,-4176,-569,-5734,-2540
10,4568,-16532,-428,1019,-311,2594
20,3328,-15360,-752,-1850,-8870,0
30,2712,-17216,-824,2158,-13217,-3315
40,-340,-16888,-64,615,-15026,-2160
50,-288,-14992,1748,-623,-14078,-3487
60,1356,-17696,236,2011,-10446,1298
70,-1672,-15696,-1380,-787,-14247,3015
80,-2960,-18552,508,-1638,-7021,335
90,-2704,-16548,-1736,-1690,-4490,-1996
100,-1664,-15780,-960,-2587,100,-2069
110,1956,-15688,-1616,-1776,326,1140
120,2688,-18900,-3132,759,-2829,-5
130,876,-15328,-1296,-1203,-10793,-2288
140,316,-16136,-1540,-2376,-13198,-3051
150,536,-15704,-2444,938,-9944,-3576
160,-48,-18860,-2412,2057,-11007,-2677
170,-3372,-14220,2116,-1242,-15166,-5228
180,932,-14432,116,869,-5606,-1103
190,944,-16188,-300,881,-7819,2609
200,-672,-20492,-624,-3085,-1306,-318
210,-1896,-12380,-4664,-1710,-8048,-4332
220,3508,-15528,-504,1137,5065,1077
230,4360,-16096,-384,-1588,-1885,438
240,3404,-15244,-1996,-1737,-6770,-467
250,2256,-18496,-1740,2656,-6008,264
260,-3476,-15820,3368,-737,-11637,-5598
270,1424,-15612,-300,2053,666,46
280,2168,-14652,924,-1080,-3970,4154
290,1280,-17692,1760,-3184,5274,2785
300,1328,-19580,-1076,-2978,1795,738
310,-268,-13224,-5564,1831,-3575,-2857
320,1860,-17420,-1724,-1728,3493,-350
330,3516,-14704,-3296,-2224,-1250,-916
340,3344,-14968,-3864,-609,4085,-453
350,764,-14480,1132,-462,4395,1384
360,-376,-19048,-1284,743,-15044,-2342
370,2376,-13984,1760,1448,7142,1135
380,1760,-17000,-852,-2346,8438,1561
390,2204,-19904,-84,-6593,6828,203
400,-1288,-13436,-4744,-2807,8040,219
410,3960,-16888,-768,1997,337,2911
420,4020,-14824,-1592,525,833,-1342
430,3300,-15556,-1540,-67,-2827,-259
440,2288,-18700,312,3343,1194,823
450,-2384,-16468,656,552,-5173,-3858
460,1324,-16368,-436,433,5001,1940
470,1740,-16032,-360,-1143,1117,1229
480,2852,-17404,3028,-2477,4936,-138
490,2644,-20320,-2332,-835,7129,-1809
500,-1352,-12980,-3176,-173,-5507,-2971
510,3480,-16748,-2684,1403,-226,2335
520,4104,-15888,2776,-1761,-5089,316
530,1864,-16960,-1932,-1765,-11879,-663
540,2136,-16396,2064,2615,-8524,-3471
550,1284,-15188,-60,1847,-13960,-5654
560,3036,-15236,884,3690,-10676,-735
570,1756,-17056,1596,2140,-10511,4900
580,-1072,-17304,2028,-2033,-12826,4390
590,-3560,-18408,-3328,-1666,-8543,-193
