timestamp,ax,ay,az,gx,gy,gz
0,1108,-13424,1976,-18225,8288,2958
10,-3604,-14496,-15972,-1527,-1176,4447
20,-12236,-28484,-3412,22194,-25828,13718
30,6868,-9016,11464,-14473,8089,6585
40,-7096,-23420,3620,-24906,-6344,1674
50,652,-16096,-28024,-9101,-5233,11268
60,-10832,-30612,-4172,16781,-17308,1090
70,-7660,-17348,-1068,2447,-8263,-1498
80,-3208,-3524,384,-2378,11089,-5433
90,3160,-3992,4344,67,6532,-5073
100,3132,-13804,5088,4747,-17384,9183
110,1096,-14564,6456,841,-5187,3396
120,72,-2300,-2564,-1885,-7218,11077
130,36,-19324,-552,591,28363,3289
140,-11056,-18556,-3944,-2145,13754,-11987
150,1580,-23828,4632,3586,4942,668
160,3628,-13024,3264,-1522,-10649,106
170,1852,-3992,5852,-1382,-6595,6734
180,-2208,-16116,4992,5,28963,-8527
190,-1264,-28748,2316,-9306,-20382,-808
200,16084,-29456,8216,25284,10664,-3966
210,2680,364,8256,19540,-17548,-4456
220,13560,-11112,10016,7936,17437,-4891
230,6924,-2732,13392,-8114,-19461,3837
240,11952,-10484,19548,-15568,21954,2142
250,4852,-6872,8636,-13545,227,7248
260,296,-23076,-5104,-32143,-10028,-2066
270,4028,-5540,3872,9772,-11141,-12777
280,15384,-14008,9344,6739,13070,-6124
290,9656,-5000,6960,-6324,-11930,4516
300,10132,-10300,16284,-9913,19647,4254
310,5492,-13208,11240,-3907,-16253,17839
320,6424,-10900,8544,-12856,15462,-948
330,-6828,-24764,-17308,-7628,1398,5728
340,-11984,-22896,-7672,8488,-21861,7236
350,-14996,-27232,-8992,230,5257,2101
360,-3432,-9664,2112,3425,25353,-9132
370,1696,-1676,3576,1426,-13083,-4504
380,1264,-21628,6024,12296,13858,-3041
390,3080,-12212,5844,-29994,861,6575
400,-9540,-24640,-3872,6535,-9778,5588
410,-8632,-23280,5688,-6869,40,-747
420,-5168,-9524,704,-8206,23592,-7697
430,180,-1360,4088,-3475,8889,-8837
440,7916,-15620,14736,2614,-1815,8271
450,1544,-9792,-552,-1893,-4063,12187
460,-6900,-1884,-2412,-2058,-10519,6864
470,-14988,-24768,-12084,-5256,12599,-6357
480,-7756,-17612,-2872,6832,-2549,-8198
490,3128,-16940,-9296,16522,4841,-16268
500,400,-12296,3784,11313,-12714,-9492
510,-2164,-112,1340,-7436,-8246,9571
520,-9920,-15828,-16020,-23053,15189,16529
530,-8412,-13208,-12316,889,-6631,-26233
540,-412,-14084,-10640,13467,-5533,-17786
550,7488,-7104,2844,20779,10953,-20143
560,10936,-14356,13880,8565,-7485,-4126
570,12436,-3780,13588,3897,5051,-1366
580,10528,-12072,16812,-7997,6889,4829
590,7004,-9096,11324,-16276,1735,6647
600,-3712,-21460,-5364,-30980,1964,12661
610,-4660,-13476,-32768,-12048,-4164,-76
620,-11860,-29196,-12212,27172,-32768,15806
630,10504,-10948,10080,-15787,43,11910
640,-2620,-19320,-3404,-13790,-9871,6251
650,-1508,-17752,-8440,-11311,5378,10237
660,-5576,-19360,-284,11032,-4407,12874
670,-11496,-27772,1448,9166,3669,-4985
680,-6984,-9900,116,853,30661,-4853
690,4084,-2608,6884,2592,10077,-13313
700,2084,-19040,9304,-976,-7749,-811
710,2060,-12956,1536,-1184,-19002,5475
720,1844,-16164,1960,-3166,-3372,13202
730,-1108,-5908,-428,-8596,-9892,13460
740,-5260,-11544,-1964,-9490,23387,11941
750,-12932,-18360,-7768,-3300,5835,-16867
760,2452,-10616,6232,4071,398,-10547
770,172,-14024,1168,903,-14580,10696
780,-1816,5720,1808,-6110,-3439,6051
790,-15852,-19828,-584,-1010,22900,3031
800,-12072,-19376,-8896,1673,-4844,-16181
810,-612,-17728,8804,24489,14857,-12563
820,5776,-10124,8948,16793,15476,-11646
830,11152,-15532,13172,8471,-10047,-5992
840,10424,-8272,16140,-364,-3781,794
850,10236,-9564,16740,-8986,-2604,4281
860,13124,-4624,8200,-22580,-12301,4640
870,-13064,-21060,-11764,-21319,-17552,18872
880,10536,-3848,16300,3014,1153,-3017
890,11912,-12184,10896,-15303,-25,13581
900,4744,-9532,7044,-15348,-4475,8123
910,1484,-25920,-5784,-28272,-8401,151
920,-8004,-22744,-7932,-162,-10165,4510
930,-7200,-25532,-5100,7018,-7127,-7654
940,-576,-16564,-3916,4945,-4221,-312
950,-3588,-5752,1784,2154,14736,-5990
960,3568,-7368,2228,1233,13816,-2164
970,2132,-14992,12620,-2272,-10200,9869
980,3876,-6364,7616,-3900,-8679,11819
990,-10960,-8896,-10728,-8706,-10145,1521
1000,3976,-17760,3728,-7100,10444,-6639
1010,1172,-12132,3984,5076,-13196,13095
1020,-8676,-2276,-2536,-7396,-16406,15226
1030,-8512,-19520,3832,-14447,11804,-5375
1040,-12624,-32768,-32768,-13724,-19453,-27042
1050,12972,-19504,-6248,13087,-14239,-10406
1060,5248,-6348,3708,13337,-2924,-14221
1070,17556,-10336,-936,139,-2798,-7705
1080,15988,-6352,7280,-6660,7671,-393
1090,14456,-2404,10244,-14822,16907,8040
