ax,ay,az,gx,gy,gz
7344,-15108,1400,-2790,-236,-609
6768,-14588,2728,-9393,8979,-112
4932,-16240,3908,-13678,20755,1830
5252,-13328,-5428,-11084,1570,-1579
7192,-16796,4060,-12728,24479,-1624
7796,-15308,2576,-11630,19059,-5889
11076,-12492,7212,-11952,15506,-7632
11100,-8536,9280,1229,904,-2842
9652,-23100,15736,32767,-19245,11266
12692,-12728,4244,14991,5727,7145
11608,-14988,9444,3071,-1737,6971
6864,-15280,5932,-6813,442,2351
8152,-15184,4212,-14213,7676,-736
7780,-13780,3992,-12040,12375,-4605
9384,-13676,4880,-6656,15329,-7401
8572,-10772,11060,587,11001,-5000
3560,-21216,6148,17837,-27261,11303
9576,-14700,3728,1322,-2123,6371
8016,-14508,6540,-6217,-3662,4007
7540,-15208,3256,-5065,1503,2899
8020,-14836,1764,-2387,2168,-764
8024,-12084,4448,-1953,421,-1995
8140,-15776,3596,-3112,3345,1753
7880,-12348,3036,-4542,-966,1455
9432,-16956,-1600,-2270,-688,-2528
13804,-18408,708,-4,-1698,-9831
6692,-6624,-424,-510,1889,-9399
6892,-7752,2188,-1224,7613,8447
22800,-24520,5488,-6214,20,3510
7192,-10008,-1992,-347,541,-3899
4472,-5076,828,-2361,3888,8637
16580,-25744,6448,-4844,-6407,1264
4276,-10036,2032,3005,-2516,-3790
5456,-8192,6300,5142,2464,13304
12684,-25564,7496,-5549,359,-302
8936,-14752,4336,-5619,41,-13172
6180,-4536,2140,588,6770,1269
10160,-12740,836,-1796,-8479,9636
15404,-21488,4676,-459,2885,-3481
3756,-7812,-940,-1405,2131,-5207
3440,-9544,1768,-870,936,8545
15068,-21812,-1148,-2250,-3944,3004
6160,-12148,-2324,-2345,-654,-2522
3904,-11628,2672,-747,-3371,1501
12372,-20740,128,-4372,1059,-2479
4272,-7136,-2868,-1264,-2088,641
7968,-17068,-3880,4515,-4238,2805
9148,-20236,-1784,-1377,3571,45
5396,-9264,928,-703,-285,-475
8944,-19328,-2872,-920,-4429,952
5548,-17536,-3488,-1233,9249,-6637
10056,-13796,7248,8934,6584,-18627
5660,-7440,16784,8221,-11121,-1412
18992,-9220,-20160,25412,-32483,8671
12524,-14404,-240,12505,-15472,5162
7512,-17516,5300,4685,-1839,5695
3492,-17732,1552,-3793,5291,1577
7384,-16580,4508,-15309,10734,-2300
11532,-15392,6156,-6562,9859,-15757
7900,-4524,14792,-3001,5712,-12105
10092,-21640,4976,30061,-10127,14722
11928,-13428,2996,4505,-4666,7363
10420,-11820,7724,-5755,-3428,691
11616,-14076,6008,-12685,4069,458
10168,-12300,7252,-9408,12741,-6340
6020,-6072,15544,9926,-6393,709
6360,-18156,-5924,10772,-29659,7175
8640,-13768,11008,-2532,6509,1515
8092,-14024,7188,-10234,1329,-1878
9564,-13260,5008,-14301,8251,1318
8836,-16068,4564,-10229,10956,4236
6856,-13716,7108,-8798,14111,-4553
9804,-13872,-772,-9577,4996,-5215
6148,-13332,-784,-3752,10203,-1545
9380,-15564,5860,-9318,13915,-1265
9728,-14928,6704,-5579,12042,-3487
11628,-11416,9184,8392,331,-4674
7364,-8028,10692,14456,-12019,4322
11536,-16048,3012,27538,-22290,12317
9532,-13996,1312,5211,-4855,7449
9400,-15272,3036,-7086,-1785,3135
10404,-15036,7652,-16713,8941,-8743
9884,-9672,6696,-6201,8418,-9995
9756,-8880,7272,7691,-291,3241
8696,-16056,12600,16369,-11521,19899
4736,-15104,-12304,2623,-32768,4193
7512,-15784,7020,-10850,2742,2071
4572,-16448,-2264,-12004,18332,4505
5476,-15468,-1496,-6877,15742,711
6444,-16232,2520,-4507,9821,-674
6348,-12728,128,3818,7557,-2459
9520,-15156,7432,-7366,16620,-1147
7368,-14692,2808,-13942,12853,-5513
10736,-12828,2956,-10930,10661,-3669
10000,-10760,3272,3523,-5034,-3062
12576,-10940,-1096,7801,-1357,250
