ax,ay,az,gx,gy,gz
9400,-10060,1172,-6718,878.0,3824
-3584,-9668,-268,-8861,-4869.0,8198
-8504,-16572,-8548,-4162,-1839.0,465
-5468,-16068,-5704,-3121,997.0,-3967
-3704,-16740,-6660,188,-450.0,-4002
-4564,-15060,-4696,5305,1300.0,-5580
-1268,-16288,-3620,6562,270.0,-9076
8316,-24384,2976,6221,971.0,-3804
4272,-11700,588,8322,-9401.0,-7153
10232,-15104,6452,823,-3796.0,-1661
7844,-13804,3824,1313,1837.0,-1196
9096,-13272,5072,-1291,-1369.0,-607
9752,-14064,4948,-2162,1142.0,1152
10668,-12364,3348,-3993,-3340.0,488
9952,-10724,1976,-7083,-251.0,5442
1632,-17424,-1932,-14676,3749.0,11603
-3876,-18316,-5048,2120,-3509.0,7253
-5556,-15596,-7132,1586,-148.0,7183
-6752,-19352,-5728,4906,2367.0,6132
-6212,-17612,-5844,-183,2636.0,-284
-3980,-11264,-3256,1143,7373.0,-4714
-932,-12772,-2356,3673,7404.0,-4233
8112,-24152,7672,6690,-3129.0,-3791
1904,-11000,-3732,8393,-7770.0,-9570
9456,-16260,9520,703,-3375.0,-1752
7836,-13416,3400,355,-4075.0,-1841
9352,-12912,4292,-374,-715.0,-650
8904,-14576,3472,-875,1935.0,963
9324,-13284,4640,-2868,-589.0,1910
9916,-10668,3028,-5524,2944.0,4594
5828,-14700,2004,-12185,4750.0,8990
-2616,-17756,-4008,-17588,2807.0,10013
-4116,-15724,-9288,-4748,-1381.0,5529
-3896,-17372,-8780,2826,421.0,7675
-6592,-17392,-10564,-2948,-1086.0,3112
-4592,-11812,-6728,-1295,8459.0,-4163
-688,-9176,-3944,8576,6041.0,-2253
4192,-18352,4620,8306,2237.0,-8961
5016,-12984,1584,3749,-12620.0,-5208
9792,-15572,2056,3894,11291.0,-2193
8340,-12444,5728,-2070,-5415.0,-1506
9528,-13568,5812,-901,2651.0,-814
9544,-13064,5560,-938,-1760.0,203
10440,-12252,4588,-2678,-4856.0,1050
9844,-11328,3152,-1636,3890.0,4867
5448,-13204,4028,-5107,-8045.0,9864
-6420,-22276,-2948,-3156,5246.0,8944
-3436,-20268,-5096,-1958,619.0,3134
-4464,-18472,-2708,-1770,8916.0,3149
-2808,-17628,-3572,-730,10755.0,1858
-4060,-13176,-3996,10,6177.0,-1795
-2656,-13728,1120,4334,12982.0,-4935
3744,-20544,136,5975,1326.0,-8725
2348,-12036,3244,2916,-321.0,-3261
10184,-16292,6068,805,6651.0,-1581
6268,-12104,6976,-609,-2591.0,-1905
7748,-15128,7300,548,-684.0,-1784
7620,-13840,3692,-965,-796.0,-85
8628,-13760,6940,-1640,380.0,1378
9948,-11640,5768,-2466,-1964.0,1385
9084,-13224,3072,-3545,-3363.0,4221
1596,-16788,540,-8525,-9832.0,7104
-3884,-21688,-1288,-941,-2972.0,6369
-1928,-17148,-1596,-3707,1897.0,4435
-2832,-19416,-3308,184,4881.0,5530
-5664,-21908,-5996,-2601,8656.0,2254
-2472,-12120,-2964,469,4972.0,-6287
-7044,-18348,-7440,6375,-6043.0,5035
-9164,-17564,-9796,943,-279.0,3063
-5212,-12120,-3244,392,10594.0,-4519
-1772,-8852,-2180,5530,8231.0,-4532
496,-14152,1764,8644,8041.0,-3327
1668,-16284,2580,5623,2161.0,-3990
2768,-14612,4884,1600,-5087.0,-1551
652,-17440,2588,-2010,-4723.0,4665
672,-16088,2568,-522,6573.0,-1587
1660,-15840,4252,-3109,-5291.0,2149
1356,-19768,2780,-12274,11383.0,14446
-2240,-16264,-3252,-12639,8475.0,6986
-5832,-12500,-10328,662,-512.0,6235
-6820,-17508,-5808,3148,-7067.0,6131
-7872,-18508,-7476,-1117,3798.0,873
-4864,-13548,-7224,-2855,8669.0,-4976
-2292,-10240,-4532,3689,7866.0,-3595
1144,-12380,492,6833,3943.0,-2171
1612,-15712,1932,6091,5349.0,-1844
1700,-16492,4648,1080,-4806.0,-11
1680,-15108,3180,-32,-3386.0,354
1744,-16484,2744,-102,444.0,-257
2172,-16224,4796,-1160,-1033.0,419
7976,-13992,2972,-1935,-52.0,704
9328,-12776,4476,-3874,-285.0,1475
8400,-12688,2332,-5954,5592.0,7098
1624,-18336,-2280,-17569,18339.0,10303
-3332,-19504,-9332,-7487,-9240.0,5151
-3632,-12828,-7600,-1176,-6247.0,3539
-6812,-17780,-5720,10631,-6059.0,7503
-8588,-20236,-12432,-1152,-2292.0,-533
-4624,-11424,-2808,-4974,3833.0,-5942
-2144,-8644,-604,4362,14120.0,-4348
-2032,-17372,-2468,4293,3818.0,1073
740,-13420,4876,6734,7850.0,-5641
824,-15864,3972,2139,1780.0,826
1924,-16112,1472,-1267,1272.0,-1099
1180,-17040,2492,-950,-4411.0,1542
1220,-16096,1700,-2194,-1693.0,1942
8100,-13064,6096,-1681,-2377.0,-730
9396,-13948,4724,-878,-1213.0,-79
9536,-11984,3148,-2885,154.0,1179
7972,-13408,-800,-5526,15433.0,8635
1612,-18072,6324,-20245,16101.0,6125
-1336,-14716,-8188,-16211,1069.0,2495
-1244,-13292,-11832,-5083,-7148.0,682
-4084,-17076,-11388,3437,-4614.0,4566
-6244,-17600,-7784,4873,-7307.0,2519
-6376,-16048,-6504,2693,7461.0,-379
-2436,-10560,-5132,4575,7410.0,-2701
488,-11744,-464,7404,4432.0,-3580
-2088,-13024,-5656,8554,-8405.0,-9452
4896,-20276,-64,9032,1869.0,-6289
3940,-12124,1548,5748,-7711.0,-4783
9772,-16232,7940,3681,-5487.0,-4473
8200,-13152,3080,662,-4263.0,-2264
9692,-13212,6412,-464,-2926.0,-558
9152,-13344,3512,-1444,2158.0,724
9216,-13880,6008,-3579,-995.0,487
9620,-12692,924,-6433,7347.0,3173
8676,-9756,1704,-14534,4332.0,6986
2820,-19252,-3372,-17534,9117.0,10351
-3456,-17088,-5168,-5000,-7573.0,5556
-5136,-14356,-9984,497,-2603.0,3245
-5896,-15740,-9044,2110,-1342.0,5511
-8460,-14720,-11044,2180,-5012.0,6247
-8288,-16684,-9428,2953,5110.0,-1008
-4172,-9864,-5804,2060,12662.0,-6658
-208,-11140,100,1288,8498.0,-4028
812,-15004,-3504,6014,1749.0,-912
1940,-16380,-396,6270,899.0,-1663
2320,-15676,1252,4005,-2338.0,-1295
1088,-15836,-1836,188,-7415.0,-593
2624,-16736,4296,1457,2620.0,113
2024,-16160,1184,-1318,-3586.0,-486
2912,-16428,2548,-2089,-127.0,512
1332,-16120,2264,-4094,-9380.0,3988
7964,-12748,328,-6524,9730.0,9612
1424,-19608,1520,-22483,17725.0,3752
-668,-12548,-8984,-4872,-4110.0,3579
-7388,-18236,-8716,2763,-10102.0,3618
-6712,-16872,-10252,-3207,-560.0,1924
-4612,-14096,-6596,383,4675.0,-2958
-2744,-9916,-7368,7338,3637.0,-3898
-2028,-14516,-4132,4590,3738.0,-3718
1120,-16860,1736,8194,5324.0,-9180
1784,-12380,796,561,-6247.0,-4511
8936,-17672,6796,6032,5869.0,-2236
5200,-12800,4372,906,-999.0,-3564
6980,-15652,5812,1226,1987.0,-1640
7532,-14256,5628,722,-769.0,-1294
8052,-14220,6732,165,626.0,-86
7724,-14244,5264,-1509,29.0,962
8296,-14096,6420,-3154,-609.0,801
9144,-13244,3492,-5017,-3074.0,548
7120,-11260,5980,-5460,8671.0,5555
1160,-19352,-6112,-14053,3015.0,8938
-6368,-17448,-4208,-7932,-8623.0,6308
184,-16356,760,-4284,-4258.0,4205
-1448,-14868,336,-6010,-5186.0,5342
-3144,-12916,-1152,-6155,-8310.0,6796
-6152,-12296,-6868,-2814,-5461.0,5191
-9280,-14900,-5916,-3233,3851.0,-2225
-9632,-15676,-5200,-1156,193.0,-4996
-5756,-18912,-6164,720,429.0,-7420
-4748,-15636,-5036,3062,2502.0,-8569
2560,-17288,976,8499,2825.0,-9699
3736,-13344,560,3493,-4821.0,-3837
10008,-16136,9472,7138,9036.0,-1793
1348,-15344,3224,4077,2344.0,-3425
1980,-16100,3168,1330,-2016.0,-508
996,-16940,1532,-872,-4608.0,1090
1180,-16624,2372,-84,1552.0,-349
1428,-16400,2208,-3174,-1682.0,1044
1464,-15612,2024,-4820,-389.0,2478
-64,-12236,732,-9389,-5791.0,6734
-5160,-12760,-5132,-6815,-13808.0,7795
-10296,-15768,-7380,-3410,-1715.0,740
-9276,-15140,-6756,23,2600.0,-4158
-5468,-14104,-2116,3097,9842.0,-2023
-5388,-18120,-5216,4110,-44.0,-4803
-5832,-10720,-6880,3244,3796.0,-5804
-1944,-10392,-428,9054,12496.0,-6230
-432,-16472,-1824,6982,24.0,-3532
1788,-13780,4416,3874,5005.0,-4033
1152,-16536,4144,-753,408.0,869
2712,-15568,7412,-3637,-3505.0,622
1068,-17080,-1940,629,-5101.0,863
1588,-15844,2916,-3673,19.0,534
2572,-14108,3688,-6845,-3902.0,3112
-3432,-9420,-296,-9542,-12978.0,8914
-7036,-15248,-5560,-4786,-6282.0,4240
-3912,-13660,380,1119,3489.0,-3235
-5776,-14752,-5872,1900,5246.0,-3212
-3836,-17600,-2652,746,1154.0,-5930
-1740,-16256,-392,3120,,10865
3752,-15868,-3248,5742,5276.0,-7329
5988,-12424,10588,3110,-290.0,-4357
9096,-14148,3624,4903,6013.0,-1378
8248,-11704,9764,331,-2030.0,-3369
9780,-12900,7412,1368,1301.0,-425
8648,-12684,7172,-860,-1281.0,-295
9356,-12588,8160,-2364,-3255.0,368
11268,-12312,5492,-2458,-8037.0,1678
1500,-15496,2208,-4771,-1062.0,2804
-756,-12512,2220,-8721,-5174.0,6381
-6144,-11924,-5724,-8810,-14617.0,7054
-10308,-15848,-7228,-5367,-2688.0,2564
-6512,-16184,-7936,-3447,8956.0,-1926
-4148,-16564,-7584,1377,6902.0,-4589
-2948,-15072,-7576,5476,2035.0,-6132
-1464,-14804,-3812,10454,-1507.0,-8699
9540,-24084,-1908,8305,5402.0,-2028
1744,-11444,-2504,-1870,9306.0,-8585
1428,-7868,-2884,5145,16709.0,-1326
2272,-11404,4432,1465,14729.0,-874
4132,-16132,8840,822,600.0,5923
3332,-16540,6176,2012,-4481.0,2985
1492,-16180,7608,1165,-10394.0,3609
916,-11580,6896,-8132,-15003.0,4909
-1228,-7900,-2900,-4191,-21563.0,6759
-2608,-17804,-792,-2848,26699.0,7910
-6892,-19140,-4572,-1814,-2288.0,-2729
7052,-13072,6296,-2233,-757.0,2276
2856,-13564,4268,-1265,-1601.0,4916
2180,-11040,3148,-5675,7135.0,6590
-1356,-20588,3044,-7582,2872.0,10094
-1792,-13924,-848,-3016,-6996.0,-5665
1048,-19236,-36,1277,4350.0,-2208
4424,-16088,9496,-4177,2912.0,372
7160,-21992,560,-3887,10424.0,2578
1808,-13732,-3288,-2620,2752.0,855
-1732,-20828,-4472,-11922,-9242.0,-729
