ax,ay,az,gx,gy,gz
696,16756,2624,5911,7862,2691
1748,13272,1588,3596,2736,562
1364,17952,-12,-2419,-2072,1691
5700,14584,-44,-6043,-4265,-82
3668,15600,-712,-6533,-9797,17
3272,12388,-72,-3788,-5624,-844
2596,17876,3984,-3610,-10826,-2265
2708,16760,1740,-555,-8221,-1918
672,13904,-236,1982,1217,-396
12,16456,1232,639,1324,931
180,18860,-916,70,-410,2298
3920,16652,1344,4880,15984,2128
2348,12884,-640,4699,4804,116
4408,14512,16,-570,3611,223
3768,16760,-2632,-5880,-4966,-990
3220,16576,76,-8674,900,1054
2624,11852,-1532,-1776,2825,657
1292,17068,-668,5625,1794,1281
3956,19052,32,2039,1610,1098
3724,14652,2408,403,1078,2
3108,13112,-1600,-5356,1148,646
3964,14976,-596,-7199,-1809,-496
2528,22388,-620,2652,3435,-4498
612,17948,1684,6976,7853,2419
300,14168,524,10656,4655,-8
2540,18088,-1836,165,415,-307
4448,14516,-2684,-4940,-1342,955
3544,16968,-492,-8135,-2590,-1251
2748,14164,-4476,-6063,-2292,2004
2644,18424,112,2665,5261,-2594
-280,18060,1080,3779,16477,2152
-620,14384,-580,4483,12188,2352
-532,15908,1584,1500,10614,474
5136,18568,3068,-1020,5239,799
3620,15676,-1488,33,13042,140
1136,16956,-324,3174,20190,-1070
-648,17704,3136,4366,22118,712
904,16104,4236,3390,16066,-583
2596,15856,1516,2532,9360,-1029
2588,19620,-2840,531,9967,-4069
-1376,17924,1612,6090,15829,-630
236,15328,192,3573,10024,456
776,17132,1212,-156,4177,826
4692,16324,3336,-1670,1163,-1553
4488,17548,-1752,-3050,-2808,-1384
3140,14348,-1312,-3182,-2123,948
3032,16736,-1756,-1626,1721,-1065
3644,17752,-108,2235,4569,-2927
2096,17756,-592,4780,8292,1290
-1008,12700,-3752,12970,697,3711
4604,16008,-2380,2443,997,440
3668,13788,-2868,-8269,-1610,2272
5456,13888,-3976,-4797,1980,-2514
4776,15236,-2164,-7684,-5003,-1179
2812,18412,680,-877,-5310,1481
3564,16120,-172,960,-3157,1068
3540,15084,324,396,-999,1107
1240,16060,-5404,-5068,2994,628
1624,16648,1104,-1412,4948,1377
3300,18092,-1592,-667,469,-2912
5864,15020,-2416,-1123,4679,2265
3984,14876,-104,-1013,5286,-1884
2736,15392,-544,-1702,2962,-949
2724,18692,-936,-153,4286,-2244
1464,17244,332,3962,12194,381
1852,12852,228,6247,571,2461
1600,16260,-140,987,205,1766
4180,18620,-3040,-8072,-7508,1231
3620,16132,-752,-8597,-6460,421
2648,14460,-1384,-8694,-11233,853
3832,17748,-2256,-1238,-191,-3465
2708,18224,2828,4720,11693,-159
1108,13076,1580,6106,783,2318
2460,16392,-2896,1866,2483,815
2244,20792,-548,-5039,-7316,2058
5632,16048,1484,-2241,2361,1631
3012,13656,-512,-5711,-3857,1007
4388,14688,-2560,-2269,-1259,-1564
1712,19816,92,1632,1031,-1513
3612,19388,2544,5426,11805,4924
1516,12684,-300,6689,3934,883
