ax,ay,az,gx,gy,gz
764,-4860,26364,264,-9011,3236
2380,-5740,17064,7933,6306,1382
5928,-2348,17656,7175,-10473,-1479
252,-6440,14344,-12313,12307,439
-772,-8376,23328,-1663,-16511,940
2940,-6660,17516,10804,2900,6019
5164,-5924,16912,4612,-3700,4825
-140,-10020,22432,-12358,3265,-9640
940,-11904,19492,-508,-1353,-289
1608,-6092,14236,7079,4339,-1141
-1132,-5468,18128,14831,6837,19699
-1412,-8240,-1224,-16186,20150,-13448
1800,-6684,24968,-4969,-9079,-7355
1908,-7384,11512,4841,1076,246
1132,-6124,20684,7732,1227,6496
12180,-3796,5132,-1404,-32768,11361
-488,-2300,24240,-13534,10235,-12011
1888,-5456,14784,-6326,-56,1781
2196,-8872,15628,3214,2166,6678
4788,-5600,16016,4464,-4016,4507
-2548,-7068,17360,-7997,12889,-2575
2660,-7340,10948,2379,-11136,-929
-2052,-5296,24828,10160,-763,7905
1020,-8712,-4756,-20093,-16592,-584
4832,-5528,25148,-4637,-2149,3592
876,-5156,17132,5270,5879,-4380
1484,4564,14028,8078,-7433,17951
1776,-4108,20676,-8685,4326,-10498
-472,-3464,19624,-11088,4255,425
3192,-8156,16476,249,-4305,-3222
808,-8144,16196,9613,6085,-457
7784,-10040,2364,-5864,-23551,-4815
-1872,-7552,22664,-19262,9110,-6720
292,-8588,17652,-257,-1656,-5278
788,-9600,19320,17909,3464,7701
5140,-464,1260,864,-32768,9588
-4028,-12288,32767,-20107,10466,-19962
-1100,-7960,18252,-2330,-580,-8156
1788,-9704,15996,12316,3124,10299
1404,-4208,19500,14970,-6949,7260
-16,-8344,14900,-11221,11568,-11558
552,-6884,20972,894,-17402,-3032
1716,-6840,22744,8913,4937,6724
6796,-668,7360,1921,-25823,-492
-5304,-9876,32767,-12107,24606,-12222
4508,-7964,12608,1057,-18725,544
3108,-7064,22128,3605,-3539,14105
4700,-5900,5708,-13034,628,-2986
5424,-9796,18576,-11901,1168,528
2756,-9172,13740,6054,101,-1803
-1944,-6280,21372,10874,-4600,18986
1136,-10596,-15340,-25605,-4737,1711
5536,-9556,24400,-15390,2728,-7447
2088,-7176,16836,12200,2241,-1949
2136,-12332,17760,17075,-10599,14613
6596,-3360,3624,-9468,-24913,2899
1188,-9860,32767,-18463,9701,-10541
4628,-8040,17272,9814,2043,-677
2392,-10280,15772,14089,-3326,8726
3604,-2124,-7752,-19850,-16438,-594
3316,-6932,30888,-14364,19535,-5679
3076,-5296,13360,9692,8480,-3062
-720,-5328,18380,10558,-5450,9918
260,-9364,-14600,-12109,-12090,1579
2472,-2540,22644,-9666,-4135,-4615
3500,-5080,21912,-1333,4074,2470
-728,-8432,15316,3270,5211,1480
6676,-12492,18280,4711,-19435,9071
420,-5476,25712,-5470,3644,-6697
-16,-4300,16500,-4633,4445,3891
-44,-7688,16720,2275,-3845,1200
-688,1032,18932,5367,-1771,16428
716,-14064,3140,-12377,15360,-11134
1320,-2024,23780,-1340,-8211,1714
1432,-7476,12916,2654,-4305,-296
1140,-6880,12628,538,7425,-4032
6072,-9640,21656,9715,-645,2215
-4324,-7424,22868,-10758,25533,-6831
-2664,-11436,9060,3577,-9596,-2736
-3572,-636,32767,18681,-8730,32767
-4204,-3312,2060,-16710,32767,-17643
-5672,-4856,29960,-354,552,-1299
-1028,-5764,18476,10543,1571,5855
-536,-13748,11880,4182,-9370,-326
-3720,-5996,28920,-13523,12545,-7213
-1336,-7276,19528,5908,-3288,-8363
-3376,-9388,19712,12394,549,4730
2268,-7848,-8700,-31951,-14890,3661
1284,-6356,30128,-9619,8127,-1781
-904,-8292,15724,13806,932,-899
1172,-10540,21888,19408,11876,27642
-760,-12896,32767,-2247,32767,-20713
-2424,-5560,22656,741,-9661,3055
2472,-6660,18908,12398,-6116,-559
3356,-1864,16140,13541,12930,12675
868,-6524,19656,-6429,6904,-14194
-840,-3328,16836,-5854,-640,-1693
2084,-4900,17292,2415,-3918,-1651
-1076,900,23584,10842,1350,17376
1216,-6140,6496,-8019,-5951,-6258
3088,-5564,19728,-7225,-1949,4667
1304,-5260,18488,2130,4197,-2852
-1144,-10004,14136,9521,10014,21342
968,-7508,9020,-13598,8397,-9602
76,-5400,22208,-2565,-120,-1467
704,-6772,15080,4922,-1350,-1901
-1344,1280,15640,12345,589,21235
2180,-11436,5612,-11546,31227,-16342
-316,-2856,15744,-7385,-9010,5391
4140,-5676,23556,488,-4234,-1674
828,-7288,16440,6939,7750,1730
3876,-8192,12104,6846,-23719,3951
-1908,-4584,30636,-12099,6346,-10154
1276,-3536,21552,2596,-8720,-1153
4120,-6440,13944,2212,-3060,-3752
-372,1024,18360,5114,8447,15450
3632,-10156,-1476,-10600,11817,-13878
-160,-2728,20752,-11216,2027,-3431
1892,-6932,16356,-2938,-965,-2649
356,-3268,19144,9898,2207,5792
3608,-13988,21324,17194,13270,13688
-6040,-11992,15992,-12159,7632,-7349
-1652,-7064,22156,8054,-15074,6477
-392,-6452,17368,10573,-5107,8024
1568,-4776,1384,-18074,-3823,-6420
-1660,2528,31524,-5428,16044,-5265
-3140,-4596,14688,9947,-9277,9095
4280,-9892,15516,3014,-636,3065
-2636,-5276,23216,-15414,6336,-10033
