ax,ay,az,gx,gy,gz
2236,14612,4468,-2457,8981,258
-888,21280,2532,9844,10022,1345
1160,15784,3144,5698,1919,5799
1812,12156,2208,3468,-255,5768
3908,18668,2296,-3548,-2364,-1922
3568,14740,3356,-4400,-4138,-2736
1236,15276,776,-6367,-18558,-1922
1820,16424,1596,-4704,-14998,2587
5004,15876,480,-7158,-16338,-451
6988,17760,7624,2004,-3240,-2008
2748,11436,-972,-2678,6138,-933
1068,18688,640,1637,14902,-2685
6164,19756,6416,2285,18184,-1819
3924,15480,1824,3382,-5045,3925
5020,13288,3412,3111,1946,660
5104,17740,2480,-2469,-5150,-4032
356,17020,1408,-5919,2981,-1968
2948,14220,3736,-6008,-2513,-2295
1232,14992,1680,-3312,-3103,922
488,19960,3020,2766,9923,1019
2480,14028,15092,8908,7540,6673
1136,11156,-2260,-1801,8052,3860
2756,13768,-1836,-2997,-3469,-1104
2836,21472,5428,-1345,-8206,-7067
1952,19920,8984,-905,4738,-103
1888,11836,3504,-4641,-287,3454
180,17636,5068,3301,2991,3919
8564,17596,5776,8730,11546,3097
5240,15428,296,7254,11702,6367
3028,15280,-5824,1446,19209,4908
-4340,19892,9248,6070,24328,5364
2560,17120,9852,4098,25293,2403
-2640,17780,5368,5500,22134,6191
0,16752,4024,4191,14851,5147
-120,19072,17824,4463,20108,1864
4364,13208,2616,-578,-2096,-2858
1548,13008,-924,-2305,406,-1798
3824,17040,6980,-52,8595,-3324
-2460,17900,4484,2026,18525,2985
2352,10176,-1212,221,4789,5958
2684,19952,3284,-2846,-1002,1803
2816,17020,4356,-4583,-4898,-5007
2468,12680,-596,-7430,-16271,-4334
2876,16328,612,-1754,-205,-1636
2672,23956,7988,1604,-1552,-4023
-144,20156,10912,10179,10817,5446
1764,9140,360,2040,11997,7563
2256,20260,3760,461,158,5229
4232,14204,9588,-779,12645,4673
576,12436,-2972,-7015,-2201,-1145
2376,14708,2984,-2004,-14305,-1717
744,19140,1884,-2524,-19,-1163
3896,13960,5524,2114,-5603,2548
1764,14596,2528,-1514,4727,5388
4452,20216,7968,-1969,-4337,-1800
2984,11068,9952,-1503,-12892,-80
3380,11756,-328,-6060,1864,-3711
4264,15392,2216,-4560,-3229,-1013
628,17880,2772,2919,2371,-1007
2992,13844,1000,4791,1842,3524
772,13380,712,265,8541,7205
3216,19444,3168,-2717,-3804,-992
1800,12084,8684,1608,11902,6783
1856,11188,-496,-5354,7430,1222
2976,13320,-1084,1374,8099,2209
1256,24008,10324,2221,1297,-2641
-304,13900,-2708,-2977,10553,165
-1132,17176,2204,522,7933,958
2644,20600,7596,2534,18209,6747
496,17164,5044,4658,13673,5862
-1596,14608,-3504,4469,17191,8690
5588,23424,7040,4208,12475,-1148
3432,19148,10716,9020,16419,3973
2772,10088,5132,5556,15177,6922
4988,14960,3844,1078,-1847,-23
5016,18656,6384,-5927,-15123,-13975
