ax,ay,az,gx,gy,gz
1108,-13424,1976,-18225,8288,2958
-3604,-14496,-15972,-1527,-1176,4447
-12236,-28484,-3412,22194,-25828,13718
6868,-9016,11464,-14473,8089,6585
-7096,-23420,3620,-24906,-6344,1674
652,-16096,-28024,-9101,-5233,11268
-10832,-30612,-4172,16781,-17308,1090
-7660,-17348,-1068,2447,-8263,-1498
-3208,-3524,384,-2378,11089,-5433
3160,-3992,4344,67,6532,-5073
3132,-13804,5088,4747,-17384,9183
1096,-14564,6456,841,-5187,3396
72,-2300,-2564,-1885,-7218,11077
36,-19324,-552,591,28363,3289
-11056,-18556,-3944,-2145,13754,-11987
1580,-23828,4632,3586,4942,668
3628,-13024,3264,-1522,-10649,106
1852,-3992,5852,-1382,-6595,6734
-2208,-16116,4992,5,28963,-8527
-1264,-28748,2316,-9306,-20382,-808
16084,-29456,8216,25284,10664,-3966
2680,364,8256,19540,-17548,-4456
13560,-11112,10016,7936,17437,-4891
6924,-2732,13392,-8114,-19461,3837
11952,-10484,19548,-15568,21954,2142
4852,-6872,8636,-13545,227,7248
296,-23076,-5104,-32143,-10028,-2066
4028,-5540,3872,9772,-11141,-12777
15384,-14008,9344,6739,13070,-6124
9656,-5000,6960,-6324,-11930,4516
10132,-10300,16284,-9913,19647,4254
5492,-13208,11240,-3907,-16253,17839
6424,-10900,8544,-12856,15462,-948
-6828,-24764,-17308,-7628,1398,5728
-11984,-22896,-7672,8488,-21861,7236
-14996,-27232,-8992,230,5257,2101
-3432,-9664,2112,3425,25353,-9132
1696,-1676,3576,1426,-13083,-4504
1264,-21628,6024,12296,13858,-3041
3080,-12212,5844,-29994,861,6575
-9540,-24640,-3872,6535,-9778,5588
-8632,-23280,5688,-6869,40,-747
-5168,-9524,704,-8206,23592,-7697
180,-1360,4088,-3475,8889,-8837
7916,-15620,14736,2614,-1815,8271
1544,-9792,-552,-1893,-4063,12187
-6900,-1884,-2412,-2058,-10519,6864
-14988,-24768,-12084,-5256,12599,-6357
-7756,-17612,-2872,6832,-2549,-8198
3128,-16940,-9296,16522,4841,-16268
400,-12296,3784,11313,-12714,-9492
-2164,-112,1340,-7436,-8246,9571
-9920,-15828,-16020,-23053,15189,16529
-8412,-13208,-12316,889,-6631,-26233
-412,-14084,-10640,13467,-5533,-17786
7488,-7104,2844,20779,10953,-20143
10936,-14356,13880,8565,-7485,-4126
12436,-3780,13588,3897,5051,-1366
10528,-12072,16812,-7997,6889,4829
7004,-9096,11324,-16276,1735,6647
-3712,-21460,-5364,-30980,1964,12661
-4660,-13476,-32768,-12048,-4164,-76
-11860,-29196,-12212,27172,-32768,15806
10504,-10948,10080,-15787,43,11910
-2620,-19320,-3404,-13790,-9871,6251
-1508,-17752,-8440,-11311,5378,10237
-5576,-19360,-284,11032,-4407,12874
-11496,-27772,1448,9166,3669,-4985
-6984,-9900,116,853,30661,-4853
4084,-2608,6884,2592,10077,-13313
2084,-19040,9304,-976,-7749,-811
2060,-12956,1536,-1184,-19002,5475
1844,-16164,1960,-3166,-3372,13202
-1108,-5908,-428,-8596,-9892,13460
-5260,-11544,-1964,-9490,23387,11941
-12932,-18360,-7768,-3300,5835,-16867
2452,-10616,6232,4071,398,-10547
172,-14024,1168,903,-14580,10696
-1816,5720,1808,-6110,-3439,6051
-15852,-19828,-584,-1010,22900,3031
-12072,-19376,-8896,1673,-4844,-16181
-612,-17728,8804,24489,14857,-12563
5776,-10124,8948,16793,15476,-11646
11152,-15532,13172,8471,-10047,-5992
10424,-8272,16140,-364,-3781,794
10236,-9564,16740,-8986,-2604,4281
13124,-4624,8200,-22580,-12301,4640
-13064,-21060,-11764,-21319,-17552,18872
10536,-3848,16300,3014,1153,-3017
11912,-12184,10896,-15303,-25,13581
4744,-9532,7044,-15348,-4475,8123
1484,-25920,-5784,-28272,-8401,151
-8004,-22744,-7932,-162,-10165,4510
-7200,-25532,-5100,7018,-7127,-7654
-576,-16564,-3916,4945,-4221,-312
-3588,-5752,1784,2154,14736,-5990
3568,-7368,2228,1233,13816,-2164
2132,-14992,12620,-2272,-10200,9869
3876,-6364,7616,-3900,-8679,11819
-10960,-8896,-10728,-8706,-10145,1521
3976,-17760,3728,-7100,10444,-6639
1172,-12132,3984,5076,-13196,13095
-8676,-2276,-2536,-7396,-16406,15226
-8512,-19520,3832,-14447,11804,-5375
-12624,-32768,-32768,-13724,-19453,-27042
12972,-19504,-6248,13087,-14239,-10406
5248,-6348,3708,13337,-2924,-14221
17556,-10336,-936,139,-2798,-7705
15988,-6352,7280,-6660,7671,-393
14456,-2404,10244,-14822,16907,8040
6964,-6520,4828,-12355,-12181,16808
-3768,-19288,-7972,8693,-7937,14482
13732,-5876,11520,-5619,-5344,2936
9804,-12576,6516,-10345,3734,10445
8148,-7024,9412,-17655,-341,12611
-1024,-20500,-5056,-5440,6263,7593
-216,-17492,-7688,9401,-3509,-6276
-7732,-25368,304,6115,-6918,-2397
-1292,-17604,-5460,-3303,13123,-2958
1320,-6592,6808,-9732,10710,-973
2932,-7724,424,-2552,5529,-2977
3356,-15764,6100,5093,-7918,9919
552,-14016,3916,2758,-3583,6598
-4012,-2860,-2712,-5582,-12561,2990
5592,-7384,4588,-6097,18033,-5925
5128,-9088,3328,-1607,-10415,4183
3520,-6500,6516,2394,-8389,14830
-17288,-25944,1948,-12455,16189,2982
-14048,-18644,-16284,8846,3684,-26360
1204,-21740,10980,15206,11398,-14127
12864,-9128,9728,1349,-3506,-4945
12972,-2776,16084,6435,-6166,-4102
17104,-5552,6784,-8357,6451,4671
7884,-7764,9908,-19593,-15462,18527
-1504,-24020,504,-3018,31320,11545
-4260,-12432,-16140,1076,-1165,7434
14416,-8020,6440,-7869,9779,6818
8740,-8024,18016,-15490,-3531,8931
624,-12836,3456,-20415,-4558,8633
-1220,-19012,-3628,8788,14961,9145
-24924,-32768,-3344,32767,-15282,-21177
692,-10992,1740,-608,1743,-672
